# item-text tables in the Redivis shards as of 2026-09-26
# status=published: a reader can fetch it. status=draft: uploaded, not released yet.
# generated -- do not hand-edit; rerun itemtext/refresh_live_tables.py (irw#1828)
# draft not listable by this token (needs data.edit) for irw_text_2, irw_text_3; its draft rows carried forward from the snapshot taken 2026-09-25
table,shard,status
spain_2026_love_importance,irw_text,published
spain_2026_love_usage,irw_text,published
spain_2026_prostitution_pornography,irw_text_3,published
spain_2026_prostitution_prostitution,irw_text_3,published
spanishmegastudy,irw_text,published
spelling2pronounce_edwards2023,irw_text,published
spelling_assessment_study1,irw_text_2,published
spelling_assessment_study2,irw_text_2,published
srivani_2022_education4,irw_text_2,published
stachl_2020_belonging,irw_text_2,published
stenhouse_2026_math_anxiety,irw_text_2,published
stolz_2015_authoritarianism,irw_text_3,published
stolz_2015_death_attitudes,irw_text_3,published
stoyel_2021_neg_affect,irw_text_2,published
stoyel_2021_pos_affect,irw_text_2,published
stoyel_2021_social_modeling,irw_text_2,published
strohacker_2024_arms_readiness,irw_text_2,published
su_2024_gad7,irw_text_3,published
su_2024_phq9,irw_text_3,published
sugiura_2015_disaster_characteristics,irw_text_2,published
suicide_reinbergs_2025_dssm,irw_text,published
suicide_reinbergs_2025_gad,irw_text,published
suicide_reinbergs_2025_ghsq,irw_text,published
suicide_reinbergs_2025_mpfi,irw_text,published
suicide_reinbergs_2025_phq,irw_text,published
suicide_reinbergs_2025_sbqr,irw_text,published
suicide_reinbergs_2025_soss,irw_text,published
suicide_reinbergs_2025_stig,irw_text,published
suicide_reinbergs_2025_stosa,irw_text,published
sun_2016_risky_choice_graph,irw_text_2,published
sun_2021_blockchain_loan_adoption,irw_text_2,published
sun_2024_innovation,irw_text_2,published
sun_2024_performance_expectancy,irw_text_2,published
sun_2024_price_value,irw_text_2,published
sun_2024_risk,irw_text_2,published
sun_2024_task_tech_fit,irw_text_2,published
sun_2024_usage,irw_text_2,published
sun_2025_morality_study1_fairnessMCQ,irw_text_2,published
sun_2025_morality_study1_honesty,irw_text,published
sun_2025_morality_study1_loyalty,irw_text,published
sun_2025_morality_study1_meaning,irw_text,published
sun_2025_morality_study1_morality,irw_text,published
sun_2025_morality_study1_nemotion,irw_text,published
sun_2025_morality_study1_pemotion,irw_text,published
sun_2025_morality_study1_prelationships,irw_text,published
sun_2025_morality_study2_colleagueclose,irw_text,published
sun_2025_morality_study2_colleagueknow,irw_text,published
sun_2025_morality_study2_colleaguelike,irw_text,published
sun_2025_morality_study2_informant-moral-character,irw_text,published
sun_2025_morality_study2_meaning,irw_text,published
sun_2025_morality_study2_nemotion,irw_text,published
sun_2025_morality_study2_pemotion,irw_text,published
sun_2025_morality_study2_self-moral-character,irw_text,published
sun_2026_eap_content,irw_text_2,published
sun_2026_eap_difficulty,irw_text_2,published
sun_2026_eap_methods,irw_text_2,published
sun_2026_eap_usage,irw_text_2,published
sun_2026_tiktok_travel,irw_text_2,published
sv-maia2_randelovic_2021_dass,irw_text,published
sv-maia2_randelovic_2021_delta,irw_text,published
sv-maia2_randelovic_2021_erq,irw_text,published
sv-maia2_randelovic_2021_maas,irw_text,published
sv-maia2_randelovic_2021_maia,irw_text,published
swmd_mokken,irw_text,published
szameitat_2015_multitask_examples,irw_text_2,published
szameitat_2015_occupation_multitask,irw_text_2,published
talaifar_2025_study1_lifestyle_survey,irw_text_2,published
talaifar_2025_study2_plp,irw_text_2,published
talaifar_2025_study2_thermometer,irw_text_2,published
tan_2026_stem_technology_integration,irw_text_2,published
taylorabdulai_2025_incentives,irw_text_2,published
tears,irw_text_2,published
teicher_2015_mace_distress_helpless,irw_text_2,published
teicher_2015_mace_distress_terrified,irw_text_2,published
teicher_2015_mace_emot_neglect,irw_text_2,published
teicher_2015_mace_nonverbal,irw_text_2,published
teicher_2015_mace_peer_physical,irw_text_2,published
teicher_2015_mace_peer_verbal,irw_text_2,published
teicher_2015_mace_phys_neglect,irw_text_2,published
teicher_2015_mace_physical,irw_text_2,published
teicher_2015_mace_sexual,irw_text_2,published
teicher_2015_mace_verbal,irw_text_2,published
teicher_2015_mace_witness_parent,irw_text_2,published
teicher_2015_mace_witness_sib,irw_text_2,published
temesgen_2025_elephant_conserv_attitude,irw_text_2,published
temesgen_2025_elephant_park_attitude,irw_text_2,published
tenseness_pcmrs,irw_text,published
teodorini_2020_modafinil_attitudes,irw_text_2,published
teq_novak_2021_scbs,irw_text_2,published
teq_novak_2021_selfesteem,irw_text_2,published
teq_novak_2021_spirit,irw_text_2,published
test_taking_much_2025_cm,irw_text,published
test_taking_much_2025_ef,irw_text,published
thanh_2025_attitude,irw_text_2,published
thanh_2025_environ_concern,irw_text_2,published
thanh_2025_green_behavior,irw_text_2,published
thanh_2025_green_knowledge,irw_text_2,published
thanh_2025_perceived_control,irw_text_2,published
theobald_2017_group_dynamics,irw_text_2,published
thomeczek2025_les,irw_text,published
threat_isler_2024_exp1_cog_crt,irw_text,published
threat_isler_2024_exp1_cog_panas,irw_text,published
threat_isler_2024_exp1_incentive_crt,irw_text,published
threat_isler_2024_exp1_incentive_panas,irw_text,published
threat_isler_2024_exp2_cog_crt,irw_text,published
threat_isler_2024_exp2_cog_panas,irw_text,published
threat_isler_2024_exp2_picture_crt,irw_text,published
threat_isler_2024_exp2_picture_panas,irw_text,published
threat_isler_2024_exp3_cog_panas,irw_text,published
threat_isler_2024_exp4_cog_crt,irw_text,published
threat_isler_2024_exp4_cog_panas,irw_text,published
tian2026_digital_competence,irw_text_2,published
tomioka_2022_srh_future_needs,irw_text_2,published
tomioka_2022_srh_importance,irw_text_2,published
tomioka_2022_srh_sufficiency,irw_text_3,published
tomioka_2022_srh_support_types,irw_text_2,published
torices_2025_bapq,irw_text_2,published
torok_2025_ai_acceptance,irw_text,published
torok_2025_data_disclosure,irw_text,published
torok_2025_data_security,irw_text,published
torok_2025_discourse_responsibility,irw_text,published
torok_2025_facebook_uses,irw_text,published
torok_2025_internet_use_frequency,irw_text,published
torok_2025_legality_beliefs,irw_text,published
torok_2025_manipulation_fear,irw_text,published
torok_2025_news_consumption,irw_text,published
torok_2025_news_source_frequency,irw_text,published
torok_2025_news_source_trust,irw_text,published
torok_2025_social_media_effects,irw_text,published
tpi_vangsness_2019,irw_text,published
tran_2023_gad7,irw_text_2,published
tran_2023_phq9,irw_text_2,published
trivia_fastrich_2017,irw_text_2,published
trusz_2025_nfi,irw_text_3,published
tsai_2017_treeit_tam_bi,irw_text_2,published
tsai_2017_treeit_tam_peou,irw_text_2,published
tsai_2017_treeit_tam_pu,irw_text_2,published
tuason_2021_covid_coping_enjoy,irw_text_2,published
turner_2022_cognitive_mediation,irw_text_2,published
turner_2022_sr_belief_change,irw_text_2,published
turpochaparro_2026_self_esteem,irw_text_3,published
twod_rotation_mather2023,irw_text,published
ucla_BrummerHoffman_2021,irw_text_2,published
uffler_2017_lecture_seating,irw_text_2,published
uffler_2017_seat_reasons,irw_text_2,published
ups_vangsness_2019,irw_text,published
uti_newlands_2023_gad,irw_text_2,published
uti_newlands_2023_phq,irw_text_2,published
uti_newlands_2023_wpai,irw_text_2,published
valdivia_2023_oms,irw_text_2,published
valverdeberrocoso_2021_learning_design,irw_text_2,published
valverdeberrocoso_2021_sqd,irw_text_2,published
valverdeberrocoso_2021_tictip,irw_text_2,published
vanteffelen_2020_aq_hostility,irw_text_2,published
vanteffelen_2020_foa,irw_text_2,published
vaporova_2020_imitation,irw_text_2,published
vcism_polish_trzcinska_2023,irw_text,published
verbagg,irw_text_2,published
vermeiren_2022_art,irw_text,published
veterans_affairs_ssvf_survey_2018-20,irw_text,published
vocabulary_iq,irw_text,published
wang2022_dass_anxiety,irw_text_2,published
wang2022_dass_depression,irw_text_2,published
wang2022_dass_stress,irw_text_2,published
wang_2015_donation_decision,irw_text_2,published
wang_2016_study1_authalien,irw_text_2,published
wang_2016_study1_authexternal,irw_text_2,published
wang_2016_study1_authliving,irw_text_2,published
wang_2016_study1_power,irw_text_2,published
wang_2016_study1_se,irw_text_2,published
wang_2016_study3_auth,irw_text_2,published
wang_2016_study3_power,irw_text_2,published
wang_2016_study3_se,irw_text_2,published
wang_2024_self_efficacy_sources,irw_text,published
wang_2024_speaking_self_efficacy,irw_text,published
wang_2025_green_space_wellbeing,irw_text_2,published
wang_2026_attitude,irw_text_2,published
wang_2026_behavioral_intention,irw_text_2,published
wang_2026_perceived_usefulness,irw_text_2,published
wang_2026_veteran_expectations,irw_text_2,published
wang_onlineriskexp_2025,irw_text,published
wang_onlineriskexp_2025_anxiety,irw_text,published
warwas_2022_sharing_economy,irw_text_2,published
weatherspoon_2015_family_physicians_effectiveness,irw_text_2,published
weatherspoon_2015_family_physicians_freq,irw_text_2,published
weatherspoon_2015_pediatricians_effectiveness,irw_text_2,published
weatherspoon_2015_pediatricians_freq,irw_text_2,published
weber2026_name_knowledge,irw_text,published
weeldenburg_2022_targetmtpq,irw_text_2,published
wen_2022_pyd,irw_text_2,published
wesselmann_2018_distress,irw_text_2,published
wesselmann_2018_drri,irw_text_2,published
wesselmann_2018_msp,irw_text_2,published
wesselmann_2018_needs,irw_text_2,published
wesselmann_2018_ostracism,irw_text_2,published
wesselmann_2018_pcl,irw_text_2,published
wesselmann_2018_social_support,irw_text_2,published
west_2021_retaliatory_aggression_study4_deq,irw_text_3,published
wiedemann_2021_risk_perception,irw_text_2,published
wiedemann_2021_text_readability,irw_text_2,published
wijesinghe_2025_sustained_agile_usage,irw_text_3,published
wilson_2022_kelpie_personality,irw_text_2,published
wine_luckett2021,irw_text_2,published
wirs,irw_text_2,published
witus_2022_narrator_perception,irw_text_2,published
wolf_2017_study1_posaff,irw_text_2,published
wolf_2017_study2_nature_connect,irw_text_2,published
wolf_2017_study2_posaff_post,irw_text_2,published
wolf_2017_study2_posaff_pre,irw_text_2,published
wolf_2017_study2_video_liking,irw_text_2,published
wolters2026_panas_na,irw_text_2,published
wolters2026_panas_pa,irw_text_2,published
wolters2026_wi,irw_text_2,published
wooly_hartman2022,irw_text_2,published
wu2026_liking,irw_text_2,published
wu2026_novel,irw_text_2,published
wu2026_typical,irw_text_2,published
wu_2024_resilience,irw_text_2,published
wu_2024_video_addiction,irw_text,published
wurm_2016_mdi,irw_text_2,published
xiao_2024_hierarchical_plateau,irw_text,published
xiao_2024_taking_charge,irw_text,published
xiao_2026_entrepreneurial_intention,irw_text_2,published
xie_2026_student_questionnaire,irw_text,published
xiong_2025_dass21,irw_text_2,published
xu_2022_ples_aa,irw_text_2,published
xu_2025_hcq_p,irw_text_2,published
xue_2025_academic_procrastination,irw_text,published
xue_2025_academic_stress,irw_text,published
xue_2025_coping_style,irw_text,published
yandun2026_attention,irw_text_2,published
yandun2026_logical_thinking,irw_text_2,published
yandun2026_memory,irw_text_2,published
yang2026_efl_learner_perspective,irw_text_2,published
yang_2018_cesd,irw_text_2,published
yang_2023_consumption_intent,irw_text_2,published
yang_2023_emotional_eating_cesd,irw_text_2,published
yang_2023_emotional_eating_ders,irw_text_2,published
yang_2023_emotional_eating_eesr,irw_text_2,published
yang_2023_emotional_eating_uppsp,irw_text_2,published
yang_2023_green_brand_image,irw_text_2,published
yang_2023_perceived_value,irw_text_2,published
yang_2025_aiccs,irw_text_2,published
yang_2025_intercultural_contact,irw_text_2,published
yang_2026_igd_benefits,irw_text_2,published
yang_2026_pars3,irw_text_2,published
yao_2020_gad,irw_text_2,published
yao_2020_ius,irw_text,published
yao_2020_pswq,irw_text,published
ye_2025_q25_scale,irw_text_2,published
yin_2022_gad7,irw_text_2,published
yin_2022_values_importance,irw_text_2,published
yu_2025_bedtime_procrastination,irw_text_2,published
yu_2025_physical_activity,irw_text_2,published
yuebo_2024_netbenefit,irw_text_2,published
zaehl2023_twq_commitment,irw_text_2,published
zaehl2023_twq_support,irw_text_2,published
zamzuri_2021_rpap_attitude,irw_text_2,published
zamzuri_2021_rpap_practice,irw_text_2,published
zamzuri_2021_rpap_risk_perception,irw_text_2,published
zautra_2015_caug,irw_text_2,published
zautra_2015_tmms24,irw_text_2,published
zeng_2025_megaproject_ecm,irw_text_3,published
zeng_2025_megaproject_msr,irw_text_2,published
zeng_2025_megaproject_seap,irw_text_2,published
zeng_2026_gai_exploitation,irw_text_2,published
zeng_2026_gai_inst_support,irw_text_2,published
zeng_2026_gai_learning_effect,irw_text_2,published
zeng_2026_gai_role_adapt,irw_text_2,published
zeng_2026_gai_self_efficacy,irw_text_2,published
zeng_2026_gai_ttf,irw_text_2,published
zhang_2020_trait_creativity_mood,irw_text_2,published
zhang_2024_attractiveness,irw_text_2,published
zhang_2024_expertise,irw_text,published
zhang_2024_ftcd,irw_text_2,published
zhang_2024_gift_intention,irw_text_2,published
zhang_2024_parasocial,irw_text_2,published
zhang_2024_smoking_rationalisation,irw_text_2,published
zhang_2024_streamer_dsp,irw_text_2,published
zhang_2024_viewer_dsp,irw_text_2,published
zhang_2025_coercive_pressure,irw_text_2,published
zhang_2025_environ_awareness,irw_text_2,published
zhang_2025_green_supply_intent,irw_text_3,published
zhang_2025_normative_pressure,irw_text_2,published
zhang_2025_self_efficacy,irw_text_2,published
zhao_2024_erq,irw_text_2,published
zhao_2025_digital_literacy,irw_text_2,published
zhao_2025_leisure_involvement,irw_text_3,published
zhao_2025_nat_env_perception,irw_text_2,published
zhao_2025_place_attachment,irw_text_2,published
zhao_2025_psych_recovery_eval,irw_text_2,published
zhou_2016_burnout,irw_text,published
zhou_2016_coping_style,irw_text,published
zhou_2016_personality,irw_text,published
zhou_2024_smart_home_intention,irw_text_2,published
zhou_2025_ehealth_literacy,irw_text_2,published
zhu_2026_llm_meteorology_performance,irw_text_2,published
znidarsic_2021_coworker_support,irw_text,published
znidarsic_2021_leader_support,irw_text,published
znidarsic_2021_org_practices,irw_text,published
znidarsic_2021_wf_balance,irw_text,published
