wave,deposit,table,verdict,instrument,wording_source,evidence,rights,rights_sha256,old_agrees,old_disagree_reason,effort,slice,retry,redo_note
4,10.1136/bmjgh-2019-001724,dscore_bayley_weber_2019,NEEDS_HUMAN,Bayley Scales of Infant Development I/III (Pearson),https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Only short item titles are public: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. by1mdd005 'momentary regard of red ring', denfmd001 'Follows To Midline', vinxxc002 'chew solid foods'. Full item wording lives in the commercial kit; publisher terms not fetched (search budget exhausted). QUESTION: Do the D-score project's short item titles for a commercial test (repo unlicensed) count as shippable item text, or does the publisher's copyright block them?",n/a (commercial test publisher; terms not fetched),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_denver_weber_2019,NEEDS_HUMAN,Denver II (Denver Developmental Materials),https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Only short item titles are public: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. by1mdd005 'momentary regard of red ring', denfmd001 'Follows To Midline', vinxxc002 'chew solid foods'. Full item wording lives in the commercial kit; publisher terms not fetched (search budget exhausted). QUESTION: Do the D-score project's short item titles for a commercial test (repo unlicensed) count as shippable item text, or does the publisher's copyright block them?",n/a (commercial test publisher; terms not fetched),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_dutch_weber_2019,NEEDS_HUMAN,Dutch Development Instrument (Van Wiechen / DDI),https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Labels exist for every code: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. ddicmd044 'Points at 5 pictures in the book'. These are short descriptors from an unlicensed repo, not the instrument's own form; originator terms not checked. QUESTION: Is the dscore itemtable label (unlicensed GitHub repo) an acceptable wording source for this instrument, and who is the originator to check?",n/a (originator terms not checked; dscore repo unlicensed),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_griffiths_weber_2019,NEEDS_HUMAN,Griffiths Mental Development Scales (ARICD/Hogrefe),https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Only short item titles are public: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. by1mdd005 'momentary regard of red ring', denfmd001 'Follows To Midline', vinxxc002 'chew solid foods'. Full item wording lives in the commercial kit; publisher terms not fetched (search budget exhausted). QUESTION: Do the D-score project's short item titles for a commercial test (repo unlicensed) count as shippable item text, or does the publisher's copyright block them?",n/a (commercial test publisher; terms not fetched),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_macarthur_weber_2019,NEEDS_HUMAN,"'mac' motor items (label pattern matches McCarthy Scales leg coordination, not the MacArthur CDI)",https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Labels exist for every code: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. macgmd001 'Child walks in a straight line'. These are short descriptors from an unlicensed repo, not the instrument's own form; originator terms not checked. QUESTION: Is the dscore itemtable label (unlicensed GitHub repo) an acceptable wording source for this instrument, and who is the originator to check?",n/a (originator terms not checked; dscore repo unlicensed),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_mds_weber_2019,NEEDS_HUMAN,WHO Motor Development Study gross-motor milestones (6),https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Labels exist for every code: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. mdsgmd001 'Sitting without support'. These are short descriptors from an unlicensed repo, not the instrument's own form; originator terms not checked. QUESTION: Is the dscore itemtable label (unlicensed GitHub repo) an acceptable wording source for this instrument, and who is the originator to check?",n/a (originator terms not checked; dscore repo unlicensed),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_pegboard_weber_2019,NOT_ITEM_TEXT,Pegboard fine-motor task (timed),,"Single item; dscore labels peg* as scoring thresholds of a timed task ('Places 2 or more pegs in 30 sec with either hand'), a motor performance criterion, not a worded item.",n/a,,na,,low,4,,
4,10.1136/bmjgh-2019-001724,dscore_sbi_weber_2019,NEEDS_HUMAN,"Stanford-Binet Intelligence Scale items (Riverside), sbi* codes",https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Only short item titles are public: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. by1mdd005 'momentary regard of red ring', denfmd001 'Follows To Midline', vinxxc002 'chew solid foods'. Full item wording lives in the commercial kit; publisher terms not fetched (search budget exhausted). QUESTION: Do the D-score project's short item titles for a commercial test (repo unlicensed) count as shippable item text, or does the publisher's copyright block them?",n/a (commercial test publisher; terms not fetched),,na,,medium,4,,
4,10.1136/bmjgh-2019-001724,dscore_vineland_weber_2019,NEEDS_HUMAN,Vineland Adaptive Behavior Scales (Pearson),https://raw.githubusercontent.com/D-score/dscore/master/data-raw/data/itemtable_20221201.txt,"Only short item titles are public: dscore itemtable_20221201.txt (GitHub D-score/dscore, repo has no licence) labels every code used in the childdevdata files. e.g. by1mdd005 'momentary regard of red ring', denfmd001 'Follows To Midline', vinxxc002 'chew solid foods'. Full item wording lives in the commercial kit; publisher terms not fetched (search budget exhausted). QUESTION: Do the D-score project's short item titles for a commercial test (repo unlicensed) count as shippable item text, or does the publisher's copyright block them?",n/a (commercial test publisher; terms not fetched),,na,,medium,4,,
4,10.31234/osf.io/s32zb,PBS_Surrain_2019_PoB,OBTAINABLE,"Perceptions of Bilingualism (PoB, 13-item development form) and PoB+ (8 items), Surrain & Luk","https://osf.io/download/nyjcr/ (OSF yw7t2, 'Surrain_Luk_Online Supplementary Materials.pdf', Table 1 PoB1-PoB13 and PoB+ table); also https://osf.io/download/5vche/ (POB_scales.pdf, final 10+8 items, EN+ES)","Supplement Table 1 prints all 13 PoB items with codes PoB1..PoB13 (incl. reversed PoB3R/5R/11R) and the 8 PoB+ items (PoB+7R noted); 21 items vs 23 in IRW, the rest are likely Study 2 (2022 TPS) variants -- Study 2 dta ('Full Data & Codebook' folder, not listed via API) not checked.",silence (own items; preprint psyarxiv s32zb CC BY 4.0; no upstream),,na,,medium,4,,
4,10.1371/journal.pone.0257577,stoyel_2021_social_modeling,OBTAINABLE,"Modelled behaviours, 7 study-developed items (Stoyel et al. 2020/2021)","https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0257577.s001 (S1 Data xlsx, column headers MBEH1.1-MBEH7.1)","S1 Data headers carry the full item text, e.g. 'MBEH1.1: My friends diet or use weight control behaviours' ... 'MBEH7.1: Others outside my sport may see my diet as extreme, but it is accepted within my sport'. Stoyel et al. 2020 (PMC7224458) says the seven questions were written by the team.","silence (own items per Stoyel 2020 PLOS ONE, CC BY 4.0; no upstream)",,no,"The construct is the MBEH 'modelled behaviours' block, described in Stoyel 2020 and fully worded in the S1 headers.",low,4,,
4,10.1787/19963777,pisa2006_math,NOT_PUBLISHED,PISA 2006 cognitive math items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_math.pdf, reachable) holds only 43 math items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2006_read,NOT_PUBLISHED,PISA 2006 cognitive reading items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_reading.pdf, reachable) holds only 59 reading items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2006_science,NOT_PUBLISHED,PISA 2006 cognitive science items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_science.pdf, reachable) holds only 31 science items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2009_math,NOT_PUBLISHED,PISA 2009 cognitive math items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_math.pdf, reachable) holds only 43 math items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2009_read,NOT_PUBLISHED,PISA 2009 cognitive reading items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_reading.pdf, reachable) holds only 59 reading items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2009_science,NOT_PUBLISHED,PISA 2009 cognitive science items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_science.pdf, reachable) holds only 31 science items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2012_math,NOT_PUBLISHED,PISA 2012 cognitive math items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_math.pdf, reachable) holds only 43 math items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2012_read,NOT_PUBLISHED,PISA 2012 cognitive reading items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_reading.pdf, reachable) holds only 59 reading items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.1787/19963777,pisa2012_science,NOT_PUBLISHED,PISA 2012 cognitive science items (OECD),,"Most PISA items are secure. The released-item compendium (NCES mirror nces.ed.gov/surveys/pisa/pdf/items2_science.pdf, reachable) holds only 31 science items from the 2000-2009 cycles, 'distinct from the secure items, which are kept confidential'; that covers a minority of this table's items. oecd.org itself returns 403.",n/a (partial subset only; OECD terms page 403; reading stimuli carry third-party copyrights),,no,Not a site block (NCES mirror reachable): most items are secure and never released.,high,4,,
4,10.3886/icpsr26881,conrad_2013_exploitation_client_financial,UNREACHABLE,"Older Adult Financial Exploitation Measure (OAFEM; Conrad et al. 2010), client/staff forms",,ICPSR 26881 codebook/variable pages return 403 (login-gated). OAFEM paper (Gerontologist 10.1093/geront/gnq054) OUP PDF 403; the green copy at repository.ucatolica.edu.co serves a bot challenge.,n/a (not reached),,na,,medium,4,,
4,10.3886/icpsr26881,conrad_2013_exploitation_client_psychology,UNREACHABLE,"Older Adult Psychological Abuse Measure (OAPAM; Conrad et al. 2011), client form, 37 items",,"Partial: figshare 10756439 AAM of Conrad et al. 2011 (Gerontologist gnq103) Appendix 1 prints the 31 analysed client items ('In the past 12 months, has (NAME) taken things away...'); the 6 risk-factor items (c1mentill, c2drugalcotc, c3physhurt, c4drugsalc, c5drugovermed, c13basicquest) are not there. ICPSR codebook with all 37 is 403.","n/a (figshare AAM marked 'In Copyright' rightsstatements.org, a status notice, not a term; OAPAM distributor terms not checked)",278dd648a146054ebc11d49ac6482c6c2359763771d6044ad782730cd4fa620c,na,,medium,4,,
4,10.3886/icpsr26881,conrad_2013_exploitation_staff_financial,UNREACHABLE,"Older Adult Financial Exploitation Measure (OAFEM; Conrad et al. 2010), client/staff forms",,ICPSR 26881 codebook/variable pages return 403 (login-gated). OAFEM paper (Gerontologist 10.1093/geront/gnq054) OUP PDF 403; the green copy at repository.ucatolica.edu.co serves a bot challenge.,n/a (not reached),,na,,medium,4,,
4,10.3886/icpsr26881,conrad_2013_exploitation_staff_psychology,UNREACHABLE,"OAPAM, APS staff-report form, 37 items",,Staff-form wording is not in the OAPAM paper (client form only); ICPSR 26881 codebook 403 (login-gated).,n/a (not reached),,na,,medium,4,,
4,10.1177/10731911221124342,rmet_higgins_2022_aq,RIGHTS_BLOCK,Autism Spectrum Quotient AQ-28 (ARC Cambridge),,"rmet_higgins_2022.py takes AQ1..AQ28; register row names this table (was live in irw_text, withdrawn 2026-09-11).","register:Autism Spectrum Quotient (AQ-50, AQ-28, AQ-10) -- research-only, no commercial use, no adaptation https://www.autismresearchcentre.com/research/tests/",d4bc4a009c7ed45ca3e084d05ebd1325731cde1250231eb19d138966774200dd,na,,low,4,,
4,10.1177/10731911221124342,rmet_higgins_2022_tas,RIGHTS_BLOCK,Toronto Alexithymia Scale TAS-20,,rmet_higgins_2022.py takes TAS1..TAS20 (20 items).,register:Toronto Alexithymia Scale (TAS-20) -- enforced per-study fee,,na,,low,4,,
4,10.7910/dvn/1kdjtz,CFC_Balaji_2019,OBTAINABLE,Consideration of Future Consequences Scale (CFC-12; Strathman et al. 1994),https://www.sjdm.org/dmidi/files/Strathman%20et%20al%20%281994%29%20CFC.pdf (items 1-12); same 12 items in https://socialdilemma.com/wp-content/uploads/2017/07/cfc_scale_with-notes.pdf,"Dataverse API file ""CFC Dataset without AP"" headers CFC1..CFC12 (5-point); DMIDI copy of the Strathman et al. (1994) form lists all 12 items in order, matching n_items=12. English administration (Indian students).","silence (checked: distributor none found - DMIDI Permissions page says its listed published measures need no permission; db.arabpsychology.com CFC-14 entry states no fee structure; socialdilemma.com (Joireman/Balliet) posts the scale with no terms; origin Strathman et al. 1994 JPSP 66(4) APA subscription article, no CC-NC/ND)",,yes,,low,5,,
4,10.7717/peerj.17265,abdullah_2024_blqol,OBTAINABLE,"Bloating Quality of Life (BLQoL-M, Malay version of Palsson et al. 2004)","https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7967615/fullTextXML Table 2 (QOL1-QOL5, English + Malay wording)","PeerJ 2024 paper names BLQoL-M (Mahd-Ab.lah et al. 2021, IJERPH 18:2487, CC BY); that paper's Table 2 gives all 5 items verbatim in English and Malay; 2024 .sav supplement has QOL1_R..QOL5_R matching n_items=5.","silence (checked: distributor none found for BSQ/BLQoL - UNC GI centre materials and the ACG 2004 abstract carry no terms; wording reproduced from Mahd-Ab.lah 2021 IJERPH CC BY 4.0; origin Palsson et al. 2004 Am J Gastroenterol abstract, no licence terms)",,no,Old audit read only the 2024 paper; the cited Malay validation (PMC7967615) prints all 5 items.,low,5,,
4,10.7717/peerj.17265,abdullah_2024_hbbloat_attitude,NEEDS_HUMAN,"Health Belief of Bloating scale (HB-Bloat-M; Abdullah et al. 2020 IJERPH 17:2773, CC BY)",,"Wording probably in the HB-Bloat supplementary file https://www.mdpi.com/1660-4601/17/8/2773/s1 (paper says items are there); could not open it (HTTP 403 to curl and WebFetch; Europe PMC supplementaryFiles zip holds only a figure). PMC7216103 tables give codes only. Question: can someone download the MDPI s1 file so the extraction round can confirm the A/PBC wording? Note .sav has 4 PBC codes (P5, PCB6, PCB7, PCB9) vs n_items=3.",silence (own items: study-authored Malay scale; paper CC BY 4.0; not verified until wording is seen),,yes,,medium,5,,
4,10.7717/peerj.17265,abdullah_2024_hbbloat_pbc,NEEDS_HUMAN,"Health Belief of Bloating scale (HB-Bloat-M; Abdullah et al. 2020 IJERPH 17:2773, CC BY)",,"Wording probably in the HB-Bloat supplementary file https://www.mdpi.com/1660-4601/17/8/2773/s1 (paper says items are there); could not open it (HTTP 403 to curl and WebFetch; Europe PMC supplementaryFiles zip holds only a figure). PMC7216103 tables give codes only. Question: can someone download the MDPI s1 file so the extraction round can confirm the A/PBC wording? Note .sav has 4 PBC codes (P5, PCB6, PCB7, PCB9) vs n_items=3.",silence (own items: study-authored Malay scale; paper CC BY 4.0; not verified until wording is seen),,yes,,medium,5,,
4,10.7717/peerj.17265,abdullah_2024_hpbbloat_awareness,NEEDS_HUMAN,"Health Promoting Behaviour for Bloating scale (HPB-Bloat; Abdullah et al. 2021 PeerJ 9:e11444, CC BY)",,"Wording is in the HPB-Bloat form (PMC8183425 Supplemental Information 3, peerj-09-11444-s003.pdf, 17 items English+Malay) but the form numbers items 1-17 with no D/HA/PA/T codes; mapping the IRW codes rests on assuming within-domain order follows form order. Awareness uses HA1, HA2, HA4 of five awareness/treatment-type form items (2,5,7,11,15), so which three is ambiguous. Question: accept form-order mapping, or treat as unmappable?",silence (own items; PeerJ CC BY 4.0),,no,Old audit said the scale paper could not be located; it is PMC8183425 with the form as a supplement.,high,5,,
4,10.7717/peerj.17265,abdullah_2024_hpbbloat_diet,NEEDS_HUMAN,HPB-Bloat diet subscale,,"Wording is in the HPB-Bloat form (PMC8183425 Supplemental Information 3, peerj-09-11444-s003.pdf, 17 items English+Malay) but the form numbers items 1-17 with no D/HA/PA/T codes; mapping the IRW codes rests on assuming within-domain order follows form order. Diet uses D1, D2, D3 of five diet items in the form (1,6,10,14,16). Question: accept form-order mapping?",silence (own items; PeerJ CC BY 4.0),,no,Not a 403 problem: the scale form is reachable via Europe PMC; the open issue is code-to-item mapping.,high,5,,
4,10.7717/peerj.17265,abdullah_2024_hpbbloat_physact,NEEDS_HUMAN,HPB-Bloat physical activity subscale,,"Wording is in the HPB-Bloat form (PMC8183425 Supplemental Information 3, peerj-09-11444-s003.pdf, 17 items English+Malay) but the form numbers items 1-17 with no D/HA/PA/T codes; mapping the IRW codes rests on assuming within-domain order follows form order. Physical activity uses PA2, PA3, PA4, which are exactly the three PA items left in the form (items 3, 8, 12), so only their order is assumed. Question: accept form-order mapping?",silence (own items; PeerJ CC BY 4.0),,no,Not a 403 problem: the scale form is reachable via Europe PMC; the only open issue is item order.,medium,5,,
4,10.7717/peerj.17265,abdullah_2024_hpbbloat_treat,NOT_PUBLISHED,"HPB-Bloat treatment items (T3, T5, T4)",,"The 2024 .sav has T3, T5, T4. PMC8183425 Table 2 shows T2, T3 and T5 were deleted from the final model, and the published 17-item form (supp-3) contains only retained items, so T3 and T5 wording is not published (only T4 survives, regrouped under awareness). Checked the 2024 paper, its .sav, the 2021 scale paper and its form.",n/a,,yes,,,5,,
4,10.7717/peerj.17265,abdullah_2024_ssbloat,NOT_PUBLISHED,Abdominal Bloating Social Support scale (SS-Bloat; Abdullah et al. 2021c conference proceeding),,The 2024 paper describes SS-Bloat without items; the .sav has SS1-SS6 with no labels; the only source cited is a 2021 YSN-ASM virtual conference proceeding with no reachable text. No supplement holds the wording.,n/a,,yes,,,5,,
4,10.1201/b18735,RLMS_MLCIRTwithin,UNREACHABLE,"RLMS (Russian Longitudinal Monitoring Survey) job-satisfaction items, as used in Bartolucci, Bacci & Gnaldi (2015)",,"The CRAN MLCIRTwithin manual documents RLMS only as ""four polytomous items"" Y1-Y4 on job satisfaction and points to the CRC Press book, which is paywalled with no open copy. The RLMS questionnaires are public, but without the book the mapping of Y1-Y4 to specific RLMS questions cannot be confirmed.",n/a,,na,,medium,5,,
4,10.1371/journal.pone.0245078,znidarsic_2021_coworker_support,OBTAINABLE,Co-worker support for work-family balance (adapted from Shinn et al. 1989),"https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s002 (S1 File DOCX, descriptive table listing every item under its scale heading) - ""Co-worker support"" block, 9 items","S1 File lists all 9 co-worker support items verbatim (English rendering of the Slovenian survey), matching n_items=9; the paper cites Shinn et al. [54].","silence (checked: distributor none found; origin Shinn, Wong, Simko & Ortiz-Torres 1989 Am J Community Psychol 17:31-55, subscription, no CC-NC/ND; adaptation by the study authors)",,na,,low,5,,
4,10.1371/journal.pone.0245078,znidarsic_2021_leader_support,OBTAINABLE,Leader support for work-family balance (adapted from Shinn et al. 1989),"https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s002 (S1 File DOCX, descriptive table listing every item under its scale heading) - ""Leader Support"" block, 9 items","S1 File lists all 9 leader support items, matching n_items=9.","silence (checked: distributor none found; origin Shinn et al. 1989 Am J Community Psychol, subscription, no CC-NC/ND)",,na,,low,5,,
4,10.1371/journal.pone.0245078,znidarsic_2021_org_practices,OBTAINABLE,"Family-friendly policies and practices (from the Slovenian ""Family-Friendly Enterprise"" certificate catalogue of measures)","https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s002 (S1 File DOCX, descriptive table listing every item under its scale heading) - ""Family-friendly policies and practices"" block, 25 items","S1 File lists all 25 practices, matching n_items=25. Source [55] is the certifikatdpp.si catalogue of measures.","silence (checked: certifikatdpp.si catalogue page, only a site copyright footer ""(c) 2025"", no terms on the measures; items authored by the study from the catalogue)",,na,,low,5,,
4,10.1371/journal.pone.0245078,znidarsic_2021_uwes,RIGHTS_BLOCK,"Utrecht Work Engagement Scale, 9-item (UWES-9)",,"S1 File gives the 9 UWES-9 items verbatim (""At my work, I feel bursting with energy"" ...), matching n_items=9; the paper cites Schaufeli & Bakker 2003.","register:Utrecht Work Engagement Scale (UWES) - block (""free for use for non-commercial scientific research. Commercial and/or non-scientific use is prohibited"")",,na,,low,5,,
4,10.1371/journal.pone.0245078,znidarsic_2021_wf_balance,OBTAINABLE,"Work-life balance scale (Brough et al. 2014), adapted","https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0245078.s002 (S1 File DOCX, descriptive table listing every item under its scale heading) - ""Work-family balance"" block, 4 items","S1 File lists the 4 items, matching n_items=4 (adapted wording, ""non-formal activities"").","silence (checked: distributor none found - no author or publisher terms page located for the Brough WLB measure; origin Brough et al. 2014 IJHRM 25(19) Taylor & Francis subscription, no CC-NC/ND)",,na,,low,5,,
4,10.17045/sthlmuni.14980251,lindstrom2021_team_identification,OBTAINABLE,"Team (social) identification, 3 items adapted from Doosje et al. (1995)","https://ndownloader.figshare.com/files/29019771 (CodeBook_soccersupporterdata.csv, figshare API article 14980251) rows H1-H3 (Swedish + English)","figshare API works; the codebook gives H1-H3 in Swedish and English (""Being a Hammarby supporter is an important part of my self-image"" ...), matching n_items=3.","silence (checked: distributor none found; origin Doosje, Ellemers & Spears 1995 JESP 31 Elsevier, closed, no CC-NC/ND; paper Frontiers 2021 CC BY)",,no,The 403 was the landing page; the figshare API serves the codebook with full wording.,low,5,,
4,10.17045/sthlmuni.14980251,lindstrom2021_violent_intentions,OBTAINABLE,"Violent behavioural intention, 7 items adapted from Doosje et al. (2013) and Obaidi et al. (2019)","https://ndownloader.figshare.com/files/29019771 (CodeBook_soccersupporterdata.csv, figshare API article 14980251) rows VI1-VI7 (VI4R/VI5R/VI7R reverse)","The codebook lists all 7 VI items in Swedish and English, matching n_items=7.","silence (checked: distributor none found; origins Doosje, Loseman & van den Bos 2013 J Soc Issues (Wiley, closed) and Obaidi et al. 2019 Psychol Sci (SAGE, closed), no CC-NC/ND per OpenAlex)",,no,The 403 was the landing page; the codebook holds all 7 items.,low,5,,
4,10.1038/s41598-024-65095-0,ren_2024_adl,RIGHTS_BLOCK,"Barthel Index (10-item ADL; Mahoney & Barthel 1965), Chinese version",,"The .sav supplement names the 10 domains (Feeding ... StairClimbing); the Barthel form wording is public, but the copyright holder reserves rights.","quote:""The Maryland State Medical Society holds the copyright for the Barthel Index. It may be used freely for noncommercial purposes with the following citation..."" (Wikipedia adds ""Permission is required to modify the Barthel Index or to use it for commercial purposes."") https://www.sralab.org/sites/default/files/2017-07/barthel.pdf",e73ad86c44a803c0cff3ca2c14102cccc0fa4fb04654f77bb4438205d752610e,na,,,5,,
4,10.1038/s41598-024-65095-0,ren_2024_eq5d,RIGHTS_BLOCK,"EQ-5D (EQ-5D-3L/5L descriptive system; EuroQol), Chinese version",,"The .sav holds UM/US/UUA/UP/UAD labelled ""... utility"" (utility decrements, not response levels: possible table defect). The EuroQol Group licenses the instrument.","quote:""The EuroQol Office team will determine if a license agreement needs to be drawn up and whether a license fee is applicable, in accordance with our EQ-5D User License Policy."" https://euroqol.org/faq/",b24f5fceb2b1e93c36baa0c629803415ca118167fd6a9eb0900605e794ad25b7,na,,,5,,
4,10.1038/s41598-024-65095-0,ren_2024_loneliness,OBTAINABLE,"Three-Item Loneliness Scale (Hughes et al. 2004, from the R-UCLA)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11189409/supplementaryFiles (41598_2024_65095_MOESM2_ESM.sav) variable labels L1-L3,"The .sav labels give L1 ""I feel left out"", L2 ""I feel isolated"", L3 ""I lack companionship""; the paper quotes the same three, matching n_items=3 (Chinese administration; the English is the paper's rendering).","silence (checked: Fetzer self-measures page for the UCLA Loneliness Scale carries no use restriction; origins Hughes et al. 2004 Res Aging (SAGE, closed) and Russell 1978/1996 JPA (closed), no CC-NC/ND; no distributor located)",57c42bd2f2f70f604753614d4095adc66d3db81500b6eb9afd49486bff47d56c,na,,low,5,,
4,10.1038/s41598-024-65095-0,ren_2024_phq9,OBTAINABLE,"Patient Health Questionnaire-9 (PHQ-9), Chinese version",https://www.phqscreeners.com/images/sites/g/files/g10060481/f/201412/PHQ-9_English.pdf items 1-9,The .sav has P1-P9 with no labels; the paper names PHQ-9 with the standard 0-3 scale; the canonical English form (opened) has the 9 items in standard order.,"register:PHQ and GAD screener family - ship (""no permission is required to reproduce, translate, display or distribute"")",,na,,low,5,,
4,10.1038/s41598-024-65095-0,ren_2024_psqi,RIGHTS_BLOCK,"Pittsburgh Sleep Quality Index (PSQI), Chinese version",,"The .sav labels carry the PSQI item wording (c61_1..c69, e.g. ""Cannot get to sleep within 30 minutes""), 13 scored items. The instrument is register-blocked.","register:Pittsburgh Sleep Quality Index (PSQI) - block (""may be reprinted without charge only for non-commercial research and educational purposes"")",,na,,,5,,
4,10.1371/journal.pone.0242902,johnhenderson_2020_disinfection_behavior,NOT_PUBLISHED,"Disinfecting behaviours, 4 items (after Oosterhoff & Palmer 2020)",,"The paper only paraphrases the items (washed hands, used hand sanitizer, cleaned phones, used disinfecting wipes, last 7 days). The S1 Dataset .sav columns handsan/handwash/cleanphone/disinfectwipes have no labels; S1 File is the health mindset scale. The upstream Oosterhoff & Palmer 2020 JAMA Pediatr is not open access (Europe PMC has no full text).",n/a,,yes,,,5,,
