deposit,table,verdict,instrument,wording_source,evidence,rights,old_agrees,old_disagree_reason,effort,slice
10.17632/tdsspksw83,hoai_2026_social_presence,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, SP1-SP4); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (SP1-SP4), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
10.17632/tdsspksw83,hoai_2026_student_engagement,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, SE1-SE4); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (SE1-SE4), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
10.17632/tdsspksw83,hoai_2026_teaching_presence,OBTAINABLE,"Blended-learning survey (study-authored, CoI-style constructs)","https://data.mendeley.com/datasets/tdsspksw83 -- codebook.docx (LABEL column, TP1-TP5); also Questionaire_EN.docx / Questionaire_VN.docx","Mendeley public API; codebook.docx gives verbatim English label per variable (TP1-TP5), matching n_items; Vietnamese administered version also deposited. e.g. TP1 'The instructor clearly communicates course objectives and expectations at the beginning of the course.'",silence,na,,low,4
table:robison_2026_retesting_antisaccade,robison_2026_retesting_antisaccade,NOT_ITEM_TEXT,Antisaccade task (trial-level accuracy with rt),,"IRW metadata: 2 items, 37,984 responses, rt/trial_number columns: trial-level antisaccade performance, no worded items. No biblio and no processing script found in IRW.",n/a,na,,low,4
10.17632/fzw7dthwh6,rogers_2021_financial_knowledge,OBTAINABLE,"Financial knowledge questionnaire (Souza, Arantes, Rogers & Rogers 2021; incl. Lusardi-Mitchell-type items), Portuguese","https://data.mendeley.com/datasets/fzw7dthwh6 -- FinalForm.pdf, items [Q1]-[Q13] with options","FinalForm.pdf gives all 13 stems + options keyed to the .dta codes Q1-Q13 (the .dta labels say 'Vide enunciado no arquivo FinalForm'). e.g. Q1 'Suponha que voce tenha R$ 100,00 em uma conta poupanca a uma taxa de juros de 10% ao ano...'. Deposit CC BY 4.0.",silence,na,,low,4
10.1371/journal.pone.0324486,zou_2025_critical_thinking,UNREACHABLE,"CTDI-CV (Peng et al. 2004, Chinese Critical Thinking Disposition Inventory; derived from Facione CCTDI)",,"S1 xlsx columns D11..D710 (7 dimensions x 10, grouped by dimension, not the instrument's own item order); paper names dimensions only. Wording is in Peng et al. 2004 (Chinese Journal of Nursing, CNKI, closed). Note upstream: CTDI-CV derives from Insight Assessment's CCTDI, which would need a rights check before any extraction.",n/a,yes,,high,4
10.1371/journal.pone.0324486,zou_2025_task_difficulty,UNREACHABLE,"Task difficulty questionnaire (Robinson 2001), 5 items",,"S1 xlsx taskdifficulty1-5; paper describes the 5 ratings (difficulty, stress, perceived ability, interest, motivation) but not verbatim; Robinson 2001 Applied Linguistics is closed and the administered (likely Chinese) wording is not deposited.",n/a,yes,,medium,4
10.6084/m9.figshare.16900393,rosetti2023_climate_anxiety,UNREACHABLE,"Climate Anxiety Scale, full 22-item pool (Clayton & Karazsia 2020: 13 impairment + 3 experience + 6 behavioural)",,figshare API: CSV has CAS_q1..q22 plus CEI/FI/EXP/BEH sums (confirms the 22-item form); no item text or paper link. Wording is in Clayton & Karazsia 2020 J Environ Psychol (closed); the OA Wullenkord et al. 2021 Climatic Change copy returned a stub page here. Further look: fetch an OA reproduction and confirm the q1-q22 order.,n/a,yes,,medium,4
10.6084/m9.figshare.16900393,rosetti2023_climate_knowledge,NOT_PUBLISHED,"CCKQ climate change knowledge quiz (unattributed, 10 items)",,"figshare record (API) has only CCKQ_q1..q10 scored correct/incorrect, no references and no related paper; source of the quiz not identified.",n/a,yes,,high,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_1_generalknowledge,RIGHTS_BLOCK,GK test (Spanish) (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_1_lextale,RIGHTS_BLOCK,LexTALE-Esp (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_1_readingcomprehension,RIGHTS_BLOCK,Reading comprehension test (Spanish) (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_1_vocabulary_1,RIGHTS_BLOCK,StuVoc1-Esp (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_1_vocabulary_2,RIGHTS_BLOCK,StuVoc2-Esp (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_1_vocabulary_3,RIGHTS_BLOCK,StuVoc3-Esp (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_2_generalknowledge_1,RIGHTS_BLOCK,GK test 1 (Spanish) (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_2_generalknowledge_2,RIGHTS_BLOCK,GK test 2 (Spanish) (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_2_lextale,RIGHTS_BLOCK,LexTALE-Esp (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_2_readingcomprehension,RIGHTS_BLOCK,Reading comprehension test (Spanish) (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.3758/s13428-025-02708-0,margaretto_2025_translation_study_2_vocabulary_full,RIGHTS_BLOCK,StuVoc-Esp full (Bermudez-Margaretto & Brysbaert 2025),,"OSF c8n2x has every test in full (LimeSurvey PDFs/.lss, 'Tests available for research' .docx), data headers are the stimulus words (e.g. 'compost', 'PALpellizcar', 'T1Q1'), so wording is obtainable and mappable -- but the originators' license.txt puts all materials under CC BY-NC-SA 4.0. Note: for LexTALE/StuVoc/GK the item codes already carry the target words, so the block does not reach the response table.","quote:""CC BY-NC-SA 4.0 ... for noncommercial purposes only"" https://osf.io/download/mtdhr/ (license.txt, osf.io/c8n2x)",na,,low,4
10.1038/s41598-024-84829-8,lopezgomez_2025_mbi_cynicism,RIGHTS_BLOCK,"Maslach Burnout Inventory-Student Survey (MBI-SS, Schaufeli et al. 2002; Mind Garden), Thai translation",,"Paper (PMC11729910) Table 2 has only short labels ('EX1 Emotionally drained', 'CY3 Cynical'); it says 'A license for the use of MBI questionnaire was sought and granted by Mind Garden'. Mind Garden's MBI page puts administration and translations behind a licence purchase and translation permission. Page sha256 5b48075a24b396f5851e53569893ced03c34f3cc3a9335a81e77cf602bdfc74d.","quote:""If you are unable to find the translation you need, you can request permission to make a translation. Available with MBI License to Administer: Translations are available free of charge with your MBI license purchase."" https://www.mindgarden.com/117-maslach-burnout-inventory-mbi",yes,,medium,4
10.1038/s41598-024-84829-8,lopezgomez_2025_mbi_efficacy,RIGHTS_BLOCK,"Maslach Burnout Inventory-Student Survey (MBI-SS, Schaufeli et al. 2002; Mind Garden), Thai translation",,"Paper (PMC11729910) Table 2 has only short labels ('EX1 Emotionally drained', 'CY3 Cynical'); it says 'A license for the use of MBI questionnaire was sought and granted by Mind Garden'. Mind Garden's MBI page puts administration and translations behind a licence purchase and translation permission. Page sha256 5b48075a24b396f5851e53569893ced03c34f3cc3a9335a81e77cf602bdfc74d.","quote:""If you are unable to find the translation you need, you can request permission to make a translation. Available with MBI License to Administer: Translations are available free of charge with your MBI license purchase."" https://www.mindgarden.com/117-maslach-burnout-inventory-mbi",yes,,medium,4
10.1038/s41598-024-84829-8,lopezgomez_2025_mbi_exhaustion,RIGHTS_BLOCK,"Maslach Burnout Inventory-Student Survey (MBI-SS, Schaufeli et al. 2002; Mind Garden), Thai translation",,"Paper (PMC11729910) Table 2 has only short labels ('EX1 Emotionally drained', 'CY3 Cynical'); it says 'A license for the use of MBI questionnaire was sought and granted by Mind Garden'. Mind Garden's MBI page puts administration and translations behind a licence purchase and translation permission. Page sha256 5b48075a24b396f5851e53569893ced03c34f3cc3a9335a81e77cf602bdfc74d.","quote:""If you are unable to find the translation you need, you can request permission to make a translation. Available with MBI License to Administer: Translations are available free of charge with your MBI license purchase."" https://www.mindgarden.com/117-maslach-burnout-inventory-mbi",yes,,medium,4
10.7717/peerj.18134,zhao_2024_anxiety,NOT_PUBLISHED,"BSI-18 anxiety subscale (Derogatis 2001; Pearson), Chinese",,PMC11466236 gives one example item; codebook (supp s004) and .sav labels give only 'T1Anxiety1..6' with response anchors; supp tables use codes A1-A6. No item wording anywhere in the deposit.,n/a,yes,,high,4
10.7717/peerj.18134,zhao_2024_depression,NOT_PUBLISHED,"BSI-18 depression subscale (Derogatis 2001; Pearson), Chinese",,"Same paper (PeerJ 10.7717/peerj.18134): 6-item BSI-18 depression, one example ('In the past 30 days, have you felt lonely?'); codebook and .sav give T1D1..T1D6 only.",n/a,no,"The old audit could not identify the source; it is this PeerJ paper (BSI-18 depression subscale), with wording unpublished.",high,4
10.7717/peerj.18134,zhao_2024_nssi,NOT_PUBLISHED,"Adolescent Non-Suicidal Self-Injury Assessment Questionnaire (Wan et al. 2018), 12 behaviours",,"Paper gives the stem and a few behaviour names (hitting, hair pulling, cutting, carving, biting, skin rubbing) but not all 12 mapped to NSSI1-12; codebook/.sav unlabelled. Paper: 'The authors gained permission to use this questionnaire' -- a rights lead if the wording is found.",n/a,yes,,high,4
table:rdatasets_gssabortion,rdatasets_gssabortion,OBTAINABLE,"General Social Survey abortion battery (ABDEFECT, ABNOMORE, ABHLTH, ABPOOR, ABRAPE, ABSINGLE, ABANY; NORC)","https://kjhealy.github.io/gssrdoc/reference/abdefect.html (and sibling pages per variable; from the GSS codebook, gss.norc.org)",Rdatasets stevedata::gss_abortion documents the 7 ab* variables; the gssrdoc page gives the verbatim GSS stem 'Please tell me whether or not you think it should be possible for a pregnant woman to obtain a legal abortion if...' + 'A. If there is a strong chance of serious defect in the baby?'. The GSS Data Explorer did not respond.,silence,na,,low,4
10.3758/s13428-022-01944-y,wooly_hartman2022,OBTAINABLE,Age Verification Instrument-Short (Hartman et al. 2023; TV-show/song era-knowledge items),"https://osf.io/download/nsrdu/?view_only=7252e963f3bd4c0c981eed6ddd085ee8 (Study 1a_Measures.pdf, Qualtrics export; also Study 1b/3a measures PDFs)","OSF API (view-only link) lists measures PDFs; Study 1a_Measures.pdf carries every scored code Q4..Q75 (all 19 found) with stem and options, e.g. 'Q49 Wooly Bully:' with artist choices.",silence,no,OSF measures PDFs are reachable via the API; the old audit only tried the Springer page.,low,5
10.3389/fpsyg.2021.708342.s001,wu2021_career_expectation,NEEDS_HUMAN,"Diener affect-frequency items (6 positive + 8 negative, Chinese; block F) -- NOT a career-expectation scale","https://ndownloader.figshare.com/files/30891997 (Data_Sheet_2.PDF, section 6)","Administered questionnaire (figshare 16683934, Data_Sheet_2) section 6 lists all 14 affect words (e.g. 愉快/不愉快/幸福). Paper cites Diener (1984) for this block. Two decisions: (1) the table is misnamed (block F, see memory irw-wu2021-scale-mislabelling / irw#2198), rename first; (2) whether Diener's eddiener.com/scales 'non-commercial purposes only' clause (the page behind the SWLS register block) covers these affect items.",needs ruling: Diener originator; SWLS register row cites eddiener.com/scales NC clause,no,Wording IS in the deposit's companion Data_Sheet_2.PDF; old audit also misidentified the block.,medium,5
10.3389/fpsyg.2021.708342.s001,wu2021_empathy,OBTAINABLE,"Occupation Expectation Scale (Wu & Li 2001), 21 items, Chinese (block B) -- NOT an empathy scale","https://ndownloader.figshare.com/files/30891997 (Data_Sheet_2.PDF, section 2, items 1-21)",Data_Sheet_2 section 2 prints 21 numbered job-attribute items (e.g. 收入高 'high income') on a 1-5 importance grid; paper confirms OES = 21 items. Maps positionally to B1..B21. Blocker for shipping: table is misnamed (irw#2198) and block B is in the impossible B-G correlation (irw#2195); resolve before extraction.,silence,no,Wording is in Data_Sheet_2.PDF (s002); old audit only looked at the CSV deposit and named the wrong instrument.,low,5
10.1371/journal.pone.0331067,dou2025_ans,OBTAINABLE,"Aesthetic Needs Scale (Swiatek et al. 2024), Chinese, 18 items","https://ndownloader.figshare.com/files/57597382 (xlsx column headers, cols 9-26: '7、喜欢用美丽的事物包围自己' .. '24、...')",The deposit xlsx carries the full Chinese question text as column headers for all 18 ANS items; processing script maps them positionally to ans_1..18.,silence,no,Item text is in the data file's own headers; old audit checked only the paper.,low,5
10.1371/journal.pone.0331067,dou2025_wcts,NEEDS_HUMAN,"Williams Creative Tendency Scale (Chinese revision, Lin & Wang), 23 of 50 items","https://ndownloader.figshare.com/files/57597382 (xlsx column headers, cols 41-63: '37、在学校里，我喜欢试着对事物...' etc.)","Wording for all 23 administered items is in the deposit's column headers. Rights: WCTS is part of Williams' commercially published Creativity Assessment Packet (PRO-ED; Chinese edition by Psychological Publishing, Taipei). PRO-ED product page fetched returned no terms; publisher terms not read. Decision: find and quote the publisher's reproduction clause (likely a block) vs ship on silence.",unresolved: commercial publisher (PRO-ED / Psychological Publishing) terms not located,no,Wording is available in the data headers; 'copyrighted/licensed' alone is the retired test.,low,5
table:robison_2026_retesting_color,robison_2026_retesting_color,NOT_ITEM_TEXT,Computerised colour-based cognitive task (trial-level),,"Metadata: columns id/item/resp/wave/rt/trial_number/trial_block, 2 item codes, ~124 trials per person; sibling tables are antisaccade/digit-comparison tasks. Trial-level RT/accuracy task, not worded items. No processing script or refs in repo to identify the exact paradigm.",n/a,na,,low,5
10.3758/s13428-020-01462-9,offlinefriend_bigfive,RIGHTS_BLOCK,"Big Five Inventory (BFI-44, John, Naumann & Soto 2008)",,"Administered survey (OSF 9y2rh, 'Online data collection as administered.docx') says '[Items of John, Nauman & Soto's 2008 Big Five inventory]' with BFI response anchors; 44 items matches BFI-44. Wording exists on the Berkeley BFI page.",register:Big Five Inventory (BFI-44) -- block,na,,low,5
10.3758/s13428-020-01462-9,offlinefriend_ofaq,OBTAINABLE,"Offline-Friend Addiction Questionnaire (O-FAQ), Satchell et al. 2021, as administered (37 items)","https://osf.io/download/bs3ke/ ('Online data collection as administered (ethics info removed).docx', Part 2); also https://osf.io/download/adr3h/ (O-FAQ.docx)","Administered-survey docx lists all 37 Part 2 items in order (e.g. 'I spend a lot of time thinking about spending time with friends'), matching T1_OFAQ_1..37. The separate O-FAQ.docx is the final scoring version.",silence,no,OSF deposit has the administered questionnaire and the O-FAQ form; old audit never looked at OSF.,low,5
10.1037/per0000565,west_2022_psychnet_pclsv,NEEDS_HUMAN,"Psychopathy Checklist: Screening Version (PCL:SV; Hart, Cox & Hare 1995; MHS), 12 clinician-rated items","https://osf.io/download/8tuyc/ (West et al. 2022 preprint, Table 3 node list)","Only the 12 short item titles are public (preprint Table 3: Superficial, Grandiose, Deceitful, NoRemorse ... AdultASB); scoring criteria are in the commercial MHS manual. PMC copy returned no body text. Decisions: (1) whether short titles of a clinician-rated checklist count as item text; (2) MHS/Hare terms not read -- likely reserve reproduction.","unresolved: MHS/Hare commercial manual, terms not read",na,,low,5
10.33009/ldbase.1680213217.8ed0,preschool_sel_emt,OBTAINABLE,"Emotion Matching Task (Morgan, Izard & King 2010), forms A/B, parts 1-4",https://ldbase.org/system/files/datasets/2023-05/R305A180293_child-level_CT_v35.sav (SPSS variable labels emta*/emtb*),"The LDbase .sav is openly downloadable, and its variable labels hold the spoken prompt for every item (e.g. 'Pt2:Q3 Show me the one whose puppy just got lost...', 'Pt4:Q3 Show me the one who feels sad'). Caveat: in Parts 1 and 3 (about half the items) the prompts are the same generic wording and the content is a photograph. IRW item codes are integers built from column order in data/preschool_sel.R, so the mapping has to be rebuilt.",silence,no,The dataset's own .sav labels carry the prompts; no publisher PDF was needed.,high,5
10.1027/1614-,morgan_2026_music_personality_bfi,RIGHTS_BLOCK,"Big Five Inventory-2 Short Form (BFI-2-S, 30 items)",,Data (OSF g8dvj data.csv) has BFI1..BFI30 codes only; 30 items = BFI-2-S. Wording exists at the Berkeley BFI-2 page.,register:Big Five Inventory-2 (BFI-2) -- block,na,,low,5
10.1027/1614-,morgan_2026_music_personality_pvq,RIGHTS_BLOCK,"PVQ21 / ESS Human Values Scale (Schwartz), 21 items",,Script builds this table from ESS1..ESS21 columns = ESS21/PVQ21.,register:Schwartz value instruments (PVQ21/ESS21) -- block,na,,low,5
10.1027/1614-,morgan_2026_music_personality_stompr,OBTAINABLE,"Short Test Of Music Preferences-Revised (STOMP-R; Rentfrow & Gosling), 23 genres","https://www.dropbox.com/s/n30bfwtgppx4z1r/STOMP-R.pdf (linked from https://www.psd.psychol.cam.ac.uk/projects-measures), items 1-23",Rentfrow's STOMP-R form lists 23 numbered genres (1 Alternative ... 23 Soundtracks/theme song) on a 1-7 like/dislike scale; data codes STOMPR01..23 map positionally (check the order against the OSF Rmd). Neither Rentfrow's nor Gosling's page states terms.,silence,na,,low,5
10.1371/journal.pone.0203435,burns_2018_bsi18_father,RIGHTS_BLOCK,"Brief Symptom Inventory-18 (BSI-18, Derogatis; Pearson)",,"S7 .sav (journal.pone.0203435.s007) variable labels give all 18 items verbatim (e.g. bsi1 'Fainting or dizziness'). BSI-18 is sold by Pearson (pearsonassessments.com product page fetched, 200); Pearson's Ts&Cs reserve reproduction of test items.","quote:""printing or reproducing copyright-protected materials ... including reproduction of test items ... is strictly prohibited"" https://www.pearsonassessments.com/footer/terms-of-sale---use.html (clause as recorded in register SCL row; BSI named there as plausibly in scope)",yes,,low,5
10.1371/journal.pone.0203435,burns_2018_das4_father,NEEDS_HUMAN,"Dyadic Adjustment Scale 4-item short form (DAS-4; Sabourin et al. 2005, from Spanier's DAS)",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0203435.s007 (SPSS labels DAS1..DAS4),"The S7 .sav labels hold all 4 items verbatim (e.g. DAS2 'In general, how often do you think that things between you and your partner are going well?'). Rights: the items are Spanier's DAS items, and MHS sells the DAS; the MHS store page 404'd, so no terms have been quoted. Decision: find MHS/Spanier terms (likely a block) vs ship on silence.",unresolved: originator Spanier/MHS; terms page not reached,no,Wording is in the S7 .sav variable labels; the old audit said none was reproduced.,low,5
10.1371/journal.pone.0203435,burns_2018_bsi18_mother,RIGHTS_BLOCK,"Brief Symptom Inventory-18 (BSI-18, Derogatis; Pearson)",,"S7 .sav (journal.pone.0203435.s007) variable labels give all 18 items verbatim (e.g. bsi1 'Fainting or dizziness'). BSI-18 is sold by Pearson (pearsonassessments.com product page fetched, 200); Pearson's Ts&Cs reserve reproduction of test items.","quote:""printing or reproducing copyright-protected materials ... including reproduction of test items ... is strictly prohibited"" https://www.pearsonassessments.com/footer/terms-of-sale---use.html (clause as recorded in register SCL row; BSI named there as plausibly in scope)",yes,,low,5
10.1371/journal.pone.0203435,burns_2018_das4_mother,NEEDS_HUMAN,"Dyadic Adjustment Scale 4-item short form (DAS-4; Sabourin et al. 2005, from Spanier's DAS)",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0203435.s007 (SPSS labels DAS1..DAS4),"The S7 .sav labels hold all 4 items verbatim (e.g. DAS2 'In general, how often do you think that things between you and your partner are going well?'). Rights: the items are Spanier's DAS items, and MHS sells the DAS; the MHS store page 404'd, so no terms have been quoted. Decision: find MHS/Spanier terms (likely a block) vs ship on silence.",unresolved: originator Spanier/MHS; terms page not reached,no,Wording is in the S7 .sav variable labels; the old audit said none was reproduced.,low,5
10.6084/m9.figshare.29488523,skalka2025_ai_literacy,OBTAINABLE,"AI Literacy questionnaire adapted from Dai et al. (2020), 10 subscales, 50 items","https://ndownloader.figshare.com/files/56024522 (AI_Literacy_survey.pdf, in the same figshare deposit)","The deposit's own survey PDF lists all 50 items under the exact data codes (S1-S5, L1-L5, R1-R6, CM1-4, C1-5, SG1-5, IM1-4, A1-5, RE1-6, BI1-5), e.g. 'L1 I know that AI can be used for image recognition and search.' The source (Dai et al. 2020, MDPI Sustainability) is CC BY and states no terms.",silence,no,The survey PDF sits in the deposit itself; no need to reach the MDPI paper.,low,5
10.1371/journal.pone.0279701,reinwarth_2023_psych_symptoms,NEEDS_HUMAN,"Six items of the Hospital Anxiety and Depression Scale (German HADS-D): A1, A3, A5 and D-items",https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0279701.s002 (SPSS labels q18_1..q18_6),"The S2 .sav labels give all 6 items verbatim in German (e.g. q18_1 'Ich fühle mich angespannt oder überreizt'). These are HADS items, so the instrument is identified now. HADS is licensed by GL Assessment (German edition: Hogrefe/Huber). The GL Assessment page returned 403, so the licence clause is not quoted. Likely a block; needs the clause, e.g. via Wayback.",unresolved: HADS (GL Assessment / Hogrefe) licence page 403,no,The wording is in the S2 .sav labels. The old audit checked only S1 and called the battery unidentified; it is HADS.,low,5
10.1371/journal.pone.0284340,bang_2023_anxiety,UNREACHABLE,"Korean Screening Tool for Anxiety Disorders (K-ANX), 11 items",,Paper (PMC10101457) names K-ANX with no items; S1 Dataset has only A1..A11 codes (dictionary sheet gives scale names only). Source is a Ministry of Health and Welfare report (ScienceON TRKO201900002730) whose full text is behind a JS-only viewer.,n/a,no,"The old audit said UNAVAILABLE, but the wording is in a government report that exists and could not be reached; that is not the same as unpublished.",medium,5
10.1371/journal.pone.0284340,bang_2023_depression,UNREACHABLE,"Korean Screening Tool for Depressive Disorders (K-DEP), 12 items",,Same as K-ANX. Paper and S1 Dataset have codes D1..D12 only. The MoHW report on ScienceON cannot be retrieved (the PDF link is built by JS).,n/a,yes,,medium,5
10.1371/journal.pone.0284340,bang_2023_health,NOT_PUBLISHED,SF-12 adapted/modified to 14 agree-disagree items by Hur & Kim (2016),,"The paper describes a modified 14-item SF-12 (4-point agree scale) and gives no items. S1 Dataset has H1..H14 only, and the SI holds just a TREND checklist and IRB letters. The wording would be in Hur & Kim (2016, Korean J Fam Welf), which was not checked. This is not the RAND SF-36 on the register.",n/a,yes,,high,5
10.1371/journal.pone.0284340,bang_2023_parenting_stress,NOT_PUBLISHED,"Korean Parenting Stress Index-4 Short Form (K-PSI-4-SF; Abidin/PAR, Korean ed. Chung et al. 2019)",,"Paper and SI give no items; S1 Dataset has PS1..PS36 only. The PSI-4-SF is a commercial PAR instrument (Korean edition sold separately), so the wording is unlikely to be open anywhere; rights would also need checking.",n/a,yes,,high,5
10.1371/journal.pone.0255995,chinvararak_2021_bdi,RIGHTS_BLOCK,"Beck Depression Inventory-II (Thai), Pearson",,"The S1 .sav labels hold only Thai symptom headings (e.g. bdi1 'beck อารมณ์เศร้า', i.e. sadness); the full wording is in Pearson's BDI-II. Pearson's Ts&Cs reserve reproduction of test items.","quote:""printing or reproducing copyright-protected materials ... including reproduction of test items ... is strictly prohibited"" https://www.pearsonassessments.com/footer/terms-of-sale---use.html",yes,,medium,5
