"table","section_id","item","instrument","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,7000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,7500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,8000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,9000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,9500000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,10000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,12000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy3","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","En su opinión, ¿de cuánto sería un ingreso suficiente para alcanzar a cubrir todas las necesidades de su hogar durante un mes?","In your opinion, how much income would be enough to cover all of your household's needs for one month?",NA,NA,NA,14000000,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy4","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Si usted o alguien de su hogar perdiera sus ingresos, ¿su hogar tendría dificultades para cubrir sus necesidades básicas como vivienda, servicios básicos o alimentos, durante los próximos tres meses?","If you or someone in your household lost their income, would your household have difficulty covering its basic needs such as housing, basic services or food over the next three months?",NA,"Mucha dificultad","A lot of difficulty",1,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy4","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Si usted o alguien de su hogar perdiera sus ingresos, ¿su hogar tendría dificultades para cubrir sus necesidades básicas como vivienda, servicios básicos o alimentos, durante los próximos tres meses?","If you or someone in your household lost their income, would your household have difficulty covering its basic needs such as housing, basic services or food over the next three months?",NA,"Bastante dificultad","Considerable difficulty",2,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy4","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Si usted o alguien de su hogar perdiera sus ingresos, ¿su hogar tendría dificultades para cubrir sus necesidades básicas como vivienda, servicios básicos o alimentos, durante los próximos tres meses?","If you or someone in your household lost their income, would your household have difficulty covering its basic needs such as housing, basic services or food over the next three months?",NA,"Algo de dificultad","Some difficulty",3,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy4","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Si usted o alguien de su hogar perdiera sus ingresos, ¿su hogar tendría dificultades para cubrir sus necesidades básicas como vivienda, servicios básicos o alimentos, durante los próximos tres meses?","If you or someone in your household lost their income, would your household have difficulty covering its basic needs such as housing, basic services or food over the next three months?",NA,"Poca dificultad","Little difficulty",4,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy4","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Si usted o alguien de su hogar perdiera sus ingresos, ¿su hogar tendría dificultades para cubrir sus necesidades básicas como vivienda, servicios básicos o alimentos, durante los próximos tres meses?","If you or someone in your household lost their income, would your household have difficulty covering its basic needs such as housing, basic services or food over the next three months?",NA,"Nada de dificultad","No difficulty at all",5,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy5","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Sin considerar créditos hipotecarios, ¿usted tiene deudas?","Not counting mortgage loans, do you have debts?",NA,"Sí","Yes",1,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy5","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","Sin considerar créditos hipotecarios, ¿usted tiene deudas?","Not counting mortgage loans, do you have debts?",NA,"No","No",2,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy5_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","¿Cómo definiría la situación actual de sus deudas?","How would you describe the current situation of your debts?",NA,"Todas se están pagando a tiempo","All are being paid on time",1,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy5_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","¿Cómo definiría la situación actual de sus deudas?","How would you describe the current situation of your debts?",NA,"Algunas se pueden pagar a tiempo y otras no","Some can be paid on time and others cannot",2,"Spanish"
"chile_2023_social-welfare-survey_yy","chile_2023_social-welfare-survey_yy_1","yy5_a","Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social / Instituto Nacional de Estadísticas, Chile","A continuación, le haré unas preguntas relacionadas a su percepción sobre sus ingresos.","Next, I will ask you some questions about your perception of your income.","Módulo Y: Ingresos","Module Y: Income","¿Cómo definiría la situación actual de sus deudas?","How would you describe the current situation of your debts?",NA,"Ninguna se está pudiendo pagar a tiempo","None can be paid on time",3,"Spanish"
