table,n_id,n_age,min_age,max_age,n_distinct,n_u18,n_a18,share_under_18,n_lt6,n_6_12,n_12_18,verdict,age range,child age,reason
reinwarth_2023_domain_importance,2460,2460,16.0,91.0,76,58,2402,0.023577,0,0,58,derived,Mixed,Adolescent (12-18y),
reinwarth_2023_psych_symptoms,2465,2465,16.0,91.0,76,58,2407,0.023529,0,0,58,derived,Mixed,Adolescent (12-18y),
reinecke_2018_online_vigilance,229,229,14.0,67.0,51,12,217,0.052402,0,0,12,derived,Mixed,Adolescent (12-18y),
rzeszutek_2020_wwii_patgrandmother,294,294,18.0,43.0,17,0,294,0.0,0,0,0,derived,Adult (18+),,
rzeszutek_2020_swls,497,497,18.0,45.0,19,0,497,0.0,0,0,0,derived,Adult (18+),,
rzeszutek_2020_wwii_matgrandmother,379,379,18.0,44.0,17,0,379,0.0,0,0,0,derived,Adult (18+),,
rowe_2016_bai,80,80,16.0,54.0,33,1,79,0.0125,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.250% (< 2%), so not Mixed"
rzeszutek_2020_wwii_patgrandfather,269,269,18.0,44.0,16,0,269,0.0,0,0,0,derived,Adult (18+),,
rowe_2016_mfi20,80,80,16.0,54.0,33,1,79,0.0125,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.250% (< 2%), so not Mixed"
rosyid_2025_ethical_leadership,189,189,1.0,3.0,3,189,0,0.0,189,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
rosetti2023_gad7,468,468,18.0,25.0,8,0,468,0.0,0,0,0,derived,Adult (18+),,
rosyid_2025_prosocial_motivation,189,189,1.0,3.0,3,189,0,0.0,189,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
rzeszutek_2020_ghq28,500,500,18.0,45.0,19,0,500,0.0,0,0,0,derived,Adult (18+),,
rvobgvmaas_lsf_lehing_2024,184,184,21.0,45.0,22,0,184,0.0,0,0,0,derived,Adult (18+),,
rzeszutek_2020_wwii_matgrandfather,324,324,18.0,43.0,17,0,324,0.0,0,0,0,derived,Adult (18+),,
rosyid_2025_academic_citizenship,189,189,1.0,3.0,3,189,0,0.0,189,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
romadlon_2022_facit,200,200,29.0,72.0,37,0,200,0.0,0,0,0,derived,Adult (18+),,
rosetti2023_climate_anxiety,468,468,18.0,25.0,8,0,468,0.0,0,0,0,derived,Adult (18+),,
rosetti_2023_cas,468,468,18.0,25.0,8,0,468,0.0,0,0,0,derived,Adult (18+),,
rowe_2016_symptoms,80,80,16.0,54.0,33,1,79,0.0125,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.250% (< 2%), so not Mixed"
Rosenberg_fadplus_goto2021,802,802,18.0,80.0,51,0,802,0.0,0,0,0,derived,Adult (18+),,
rosetti2023_climate_knowledge,468,468,18.0,25.0,8,0,468,0.0,0,0,0,derived,Adult (18+),,
romadlon_2022_bdi,200,200,29.0,72.0,37,0,200,0.0,0,0,0,derived,Adult (18+),,
romadlon_2022_mfi20,200,200,29.0,72.0,37,0,200,0.0,0,0,0,derived,Adult (18+),,
rosetti_2023_gad7,468,468,18.0,25.0,8,0,468,0.0,0,0,0,derived,Adult (18+),,
rodriguezandres_2016_mnemocity_usability,159,159,5.0,10.0,6,159,0,0.0,28,131,0,derived,Child (<18y),"Early (<6y), Child (6-12y)",
rodriguezmuniz_2016_washback_survey,51,49,1.0,3.0,3,49,0,0.0,49,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
rodriguezsantero_2024_sats36,318,318,0.0,54.0,24,4,314,0.012579,3,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.258% (< 2%), so not Mixed"
shorttripm_silvia_2025,1151,1150,18.0,95.0,62,0,1150,0.0,0,0,0,derived,Adult (18+),,
shan_2020_pd,202,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
shinohara_2021_testimony,128,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
selm_2019_climate_knowledge,199,192,18.0,91.0,66,0,192,0.0,0,0,0,derived,Adult (18+),,
shu_2025_translation_eib,1054,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
sekowski_2025_mast,607,607,18.0,25.0,8,0,607,0.0,0,0,0,derived,Adult (18+),,
sd3ypl_klimczak_2019_ses,325,325,13.0,16.0,4,325,0,0.0,0,0,325,derived,Child (<18y),Adolescent (12-18y),
schoepp2022_test_anxiety,130,130,19.0,99.0,34,0,130,0.0,0,0,0,derived,Adult (18+),,
shan_2020_cs,202,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
sekowski_2025_pies,607,607,18.0,25.0,8,0,607,0.0,0,0,0,derived,Adult (18+),,
sd3ypl_klimczak_2019_sd3,730,730,12.0,16.0,5,730,0,0.0,0,0,730,derived,Child (<18y),Adolescent (12-18y),
sd3ypl_klimczak_2019_bpqa,325,325,13.0,16.0,4,325,0,0.0,0,0,325,derived,Child (<18y),Adolescent (12-18y),
sd3ypl_klimczak_2019_bfq,325,325,13.0,16.0,4,325,0,0.0,0,0,325,derived,Child (<18y),Adolescent (12-18y),
shu_2025_translation_add,1054,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
shi_2021_gentrification,209,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
senosy_2025_anxiety_state,121,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
safiye_2023_mbi,823,823,22.0,64.0,43,0,823,0.0,0,0,0,derived,Adult (18+),,
senosy_2025_anxiety_trait,121,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
sd4_silvia_2025,530,530,18.0,95.0,60,0,530,0.0,0,0,0,derived,Adult (18+),,
shan_2020_ph,202,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
safiye_2023_rfq,823,823,22.0,64.0,43,0,823,0.0,0,0,0,derived,Adult (18+),,
shan_2020_f,202,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
shan_2020_g,202,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
senyurt_2023_burnout,198,198,22.0,66.0,39,0,198,0.0,0,0,0,derived,Adult (18+),,
shan_2020_hs,202,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
skarzauskiene_2026_fake_news_agree,982,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
singh_2025_identity_gi,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
singh_2025_identity_pia,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
singh_2025_identity_cse,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
silva_2018_tfeq,2198,2198,18.0,35.0,18,0,2198,0.0,0,0,0,derived,Adult (18+),,
silk_2019_hyperactive,355,355,6.3846679,8.7446957,257,355,0,0.0,0,355,0,derived,Child (<18y),Child (6-12y),
singh_2025_identity_pba,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
silva_2018_mbds,802,802,18.0,35.0,18,0,802,0.0,0,0,0,derived,Adult (18+),,
silvia_2024_funny,1842,1842,18.0,88.0,66,0,1842,0.0,0,0,0,derived,Adult (18+),,
singh_2025_identity_pss,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
silva_2018_phcs,2198,2198,18.0,35.0,18,0,2198,0.0,0,0,0,derived,Adult (18+),,
skarzauskiene_2026_big_five,998,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
silva_2018_whoqol,2198,2198,18.0,35.0,18,0,2198,0.0,0,0,0,derived,Adult (18+),,
shu_2025_translation_pgv,1054,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
shu_2025_translation_pcd,1054,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
silk_2019_inattentive,355,355,6.3846679,8.7446957,257,355,0,0.0,0,355,0,derived,Child (<18y),Child (6-12y),
singh_2025_identity_irs,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
skalka2025_ai_literacy,1205,1205,17.0,56.0,39,13,1192,0.010788,0,0,13,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.079% (< 2%), so not Mixed"
silva_2018_bsq,1396,1396,18.0,35.0,16,0,1396,0.0,0,0,0,derived,Adult (18+),,
skarzauskiene_2026_attitudes_science,980,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
singh_2025_identity_pit,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
shu_2025_translation_srt,1054,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
singh_2025_identity_grit,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
singh_2025_identity_pds,1470,1470,18.0,92.0,73,0,1470,0.0,0,0,0,derived,Adult (18+),,
shu_2025_translation_mcpis,1054,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
skarzauskiene_2026_information_sources,989,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
skurvydas_2024_vigour,1140,1140,17.0,79.0,57,2,1138,0.001754,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.175% (< 2%), so not Mixed"
song_2025_ac,486,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
skarzauskiene_2026_trust_science,985,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
sleboda_2021_risk_benefit,3228,3202,15.0,74.0,60,7,3195,0.002186,0,0,7,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.219% (< 2%), so not Mixed"
song_2025_er,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
skarzauskiene_2026_science_engagement,934,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
song_2025_co,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
socialstereotype_hughes_2025_personality_self,297,297,18.0,79.0,52,0,297,0.0,0,0,0,derived,Adult (18+),,
song_2023_mpats,1238,1238,18.0,26.0,8,0,1238,0.0,0,0,0,derived,Adult (18+),,
smpi_lorenzoluaces_2020_phq9,487,487,18.0,92.0,48,0,487,0.0,0,0,0,derived,Adult (18+),,
song_2023_rses,1238,1238,18.0,26.0,8,0,1238,0.0,0,0,0,derived,Adult (18+),,
socialstereotype_hughes_2025_judgement,312,297,18.0,79.0,52,0,297,0.0,0,0,0,derived,Adult (18+),,
song_2025_cs,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
sned_bendall_2024,801,801,18.0,79.0,53,0,801,0.0,0,0,0,derived,Adult (18+),,
song_2025_ep,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
smpi_lorenzoluaces_2020_gad7,487,487,18.0,92.0,48,0,487,0.0,0,0,0,derived,Adult (18+),,
skarzauskiene_2026_fake_news_frequency,947,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
skarzauskiene_2026_science_behaviors,994,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
song_2023_slwai,1238,1238,18.0,26.0,8,0,1238,0.0,0,0,0,derived,Adult (18+),,
song_2025_au,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
socialstereotype_hughes_2025_personality_other,312,297,18.0,79.0,52,0,297,0.0,0,0,0,derived,Adult (18+),,
smpi_lorenzoluaces_2020_shaps,487,487,18.0,92.0,48,0,487,0.0,0,0,0,derived,Adult (18+),,
skarzauskiene_2026_social_trust,997,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
smpi_lorenzoluaces_2020_smpi,487,487,18.0,92.0,48,0,487,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_patriotism,7613,7613,18.0,98.0,78,0,7613,0.0,0,0,0,derived,Adult (18+),,
spain_2013_services_purpose,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_centralism,7256,7256,18.0,98.0,78,0,7256,0.0,0,0,0,derived,Adult (18+),,
spain_2013_services_services,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2013_services_internetout,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
song_2025_wwb,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2013_services_functioning,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2013_services_complaints,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_authenticity,7632,7632,18.0,98.0,78,0,7632,0.0,0,0,0,derived,Adult (18+),,
song_2025_pj,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
song_2025_lwb,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2013_services_othercontact,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
song_2025_sc,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
song_2025_fg,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2013_services_internet,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2013_services_inpersonsat,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_europe,7435,7435,18.0,98.0,78,0,7435,0.0,0,0,0,derived,Adult (18+),,
song_2025_hu,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2023_identity_identification,7638,7638,18.0,98.0,78,0,7638,0.0,0,0,0,derived,Adult (18+),,
song_2025_pwb,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2013_services_offices,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
song_2025_st,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2013_services_importance,2484,2482,18.0,95.0,76,0,2482,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_pride,7595,7595,18.0,98.0,78,0,7595,0.0,0,0,0,derived,Adult (18+),,
song_2025_sb,485,485,1.0,5.0,5,485,0,0.0,485,0,0,unusable,,,"looks like banded codes: 5 distinct values, max 5.0"
spain_2024_politics_actions,2562,2562,18.0,94.0,76,0,2562,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_parties,3885,3885,18.0,93.0,75,0,3885,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_leaders,3884,3884,18.0,93.0,75,0,3884,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_discomfort,3922,3922,18.0,94.0,76,0,3922,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_rights,3927,3927,18.0,94.0,76,0,3927,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_science,2923,2923,18.0,96.0,77,0,2923,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_dangers,2906,2906,18.0,96.0,77,0,2906,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_situations,2918,2918,18.0,96.0,77,0,2918,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_cuts,2900,2900,18.0,96.0,77,0,2900,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_activities,2922,2922,18.0,96.0,77,0,2922,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_benefits,2918,2918,18.0,96.0,77,0,2918,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_engagement,2924,2924,18.0,96.0,77,0,2924,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_technology,2919,2919,18.0,96.0,77,0,2919,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_state,7615,7615,18.0,98.0,78,0,7615,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_society,3927,3927,18.0,94.0,76,0,3927,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_sympathy,3832,3832,18.0,93.0,75,0,3832,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_territorial,3916,3916,18.0,94.0,76,0,3916,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_functions,2921,2921,18.0,96.0,77,0,2921,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_interest,2921,2921,18.0,96.0,77,0,2921,0.0,0,0,0,derived,Adult (18+),,
spain_2023_identity_territorial,7642,7642,18.0,98.0,78,0,7642,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_identity,3928,3928,18.0,94.0,76,0,3928,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_future,2895,2895,18.0,96.0,77,0,2895,0.0,0,0,0,derived,Adult (18+),,
spain_2023_science_utility,2923,2923,18.0,96.0,77,0,2923,0.0,0,0,0,derived,Adult (18+),,
spain_2024_politics_associations,2561,2561,18.0,94.0,76,0,2561,0.0,0,0,0,derived,Adult (18+),,
spain_2024_ideology_welfare,3928,3928,18.0,94.0,76,0,3928,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_awareness,4004,4004,18.0,96.0,78,0,4004,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_concern,3994,3994,18.0,96.0,78,0,3994,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_youthpriority,5005,5005,18.0,97.0,79,0,5005,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_comfort,3880,3880,18.0,95.0,77,0,3880,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_elderslights,1030,1030,65.0,97.0,32,0,1030,0.0,0,0,0,derived,Elderly (minimum age >50),,
spain_2025_ageism_bureaucracy,1030,1030,65.0,97.0,32,0,1030,0.0,0,0,0,derived,Elderly (minimum age >50),,
spain_2024_values_meaning,2843,2843,18.0,97.0,79,0,2843,0.0,0,0,0,derived,Adult (18+),,
spain_2024_politics_political,2552,2552,18.0,94.0,76,0,2552,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_aspects,3872,3872,18.0,95.0,77,0,3872,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_comparison,4973,4973,18.0,97.0,79,0,4973,0.0,0,0,0,derived,Adult (18+),,
spain_2024_politics_values,2562,2562,18.0,94.0,76,0,2562,0.0,0,0,0,derived,Adult (18+),,
spain_2024_politics_online,2523,2523,18.0,94.0,75,0,2523,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_difficulty,1028,1028,65.0,97.0,32,0,1028,0.0,0,0,0,derived,Elderly (minimum age >50),,
spain_2024_politics_inperson,2562,2562,18.0,94.0,76,0,2562,0.0,0,0,0,derived,Adult (18+),,
spain_2024_values_values,2840,2840,18.0,97.0,79,0,2840,0.0,0,0,0,derived,Adult (18+),,
spain_2024_politics_difficulty,2538,2538,18.0,94.0,76,0,2538,0.0,0,0,0,derived,Adult (18+),,
spain_2024_values_difficulty,2815,2815,18.0,97.0,79,0,2815,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_youthslights,974,974,18.0,34.0,17,0,974,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_agreement,5004,5004,18.0,97.0,79,0,5004,0.0,0,0,0,derived,Adult (18+),,
spain_2024_politics_beliefs,2562,2562,18.0,94.0,76,0,2562,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_elderpriority,5005,5005,18.0,97.0,79,0,5005,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_association,4003,4003,18.0,96.0,78,0,4003,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ageism_problems,4940,4940,18.0,97.0,79,0,4940,0.0,0,0,0,derived,Adult (18+),,
spain_2024_values_political,2810,2810,18.0,97.0,79,0,2810,0.0,0,0,0,derived,Adult (18+),,
spain_2024_values_institutions,2841,2841,18.0,97.0,79,0,2841,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_spending,2426,2426,18.0,96.0,77,0,2426,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_policy,2426,2426,18.0,96.0,77,0,2426,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_effects,2427,2427,18.0,96.0,77,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_impact,2427,2427,18.0,96.0,77,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_system,4008,4008,18.0,97.0,78,0,4008,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_efficacy,4009,4009,18.0,97.0,78,0,4009,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_attention,2426,2426,18.0,96.0,76,0,2426,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_tools,3878,3878,18.0,95.0,77,0,3878,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_sectors,3877,3877,18.0,95.0,77,0,3877,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_media,4005,4005,18.0,97.0,78,0,4005,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_judiciary,4008,4008,18.0,97.0,78,0,4008,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_regulation,3880,3880,18.0,95.0,77,0,3880,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_trust,2388,2388,18.0,96.0,77,0,2388,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_frequency,2281,2281,18.0,95.0,71,0,2281,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_eventsagree,3340,3340,18.0,95.0,77,0,3340,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_datause,4002,4002,18.0,96.0,78,0,4002,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_agreement,2427,2427,18.0,96.0,77,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_priorities,4005,4005,18.0,97.0,78,0,4005,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_possibilities,3880,3880,18.0,95.0,77,0,3880,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_parties,4010,4010,18.0,97.0,78,0,4010,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_internal,4008,4008,18.0,97.0,78,0,4008,0.0,0,0,0,derived,Adult (18+),,
spain_2025_democracy_trust,4010,4010,18.0,97.0,78,0,4010,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_impact,4002,4002,18.0,96.0,78,0,4002,0.0,0,0,0,derived,Adult (18+),,
spain_2025_europe_awareness,2427,2427,18.0,96.0,77,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_ai_risk,4002,4002,18.0,96.0,78,0,4002,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_system,2426,2426,18.0,97.0,78,0,2426,0.0,0,0,0,derived,Adult (18+),,
spain_2025_inequality_recognition,4001,4001,18.0,97.0,78,0,4001,0.0,0,0,0,derived,Adult (18+),,
spain_2025_inequality_personal,4004,4004,18.0,97.0,78,0,4004,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_mental,239,239,19.0,89.0,56,0,239,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_digital,2427,2427,18.0,97.0,78,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_inequality_trajectory,3999,3999,18.0,97.0,78,0,3999,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sex_identity,9009,9009,16.0,98.0,81,54,8955,0.005994,0,0,54,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.599% (< 2%), so not Mixed"
spain_2025_sanitation_aicomfort,2422,2422,18.0,97.0,77,0,2422,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_regional,2161,2161,18.0,97.0,77,0,2161,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_airegulation,2413,2413,18.0,97.0,77,0,2413,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_coordination,2427,2427,18.0,97.0,78,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_aiconcern,2409,2409,18.0,97.0,78,0,2409,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_hospital,248,248,18.0,90.0,65,0,248,0.0,0,0,0,derived,Adult (18+),,
spain_2025_tourism_importance,2893,2893,18.0,96.0,77,0,2893,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_services,2427,2427,18.0,97.0,78,0,2427,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_primary,1972,1972,18.0,94.0,75,0,1972,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sanitation_diagnostics,2425,2425,18.0,97.0,78,0,2425,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sex_frequency,9004,9004,16.0,98.0,81,53,8951,0.005886,0,0,53,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.589% (< 2%), so not Mixed"
spain_2025_sanitation_specialist,1160,1160,18.0,89.0,71,0,1160,0.0,0,0,0,derived,Adult (18+),,
spain_2025_sex_attitudes,9006,9006,16.0,98.0,81,54,8952,0.005996,0,0,54,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.600% (< 2%), so not Mixed"
spain_2025_sex_condom,1187,1187,16.0,83.0,66,8,1179,0.00674,0,0,8,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.674% (< 2%), so not Mixed"
spain_2025_inequality_leaders,3942,3942,18.0,97.0,77,0,3942,0.0,0,0,0,derived,Adult (18+),,
spain_2025_fears_leaders,2034,2034,18.0,96.0,78,0,2034,0.0,0,0,0,derived,Adult (18+),,
spain_2025_inequality_inequality,4001,4001,18.0,97.0,78,0,4001,0.0,0,0,0,derived,Adult (18+),,
spain_2025_fears_prospect,2048,2048,18.0,96.0,78,0,2048,0.0,0,0,0,derived,Adult (18+),,
spain_2026_disinformation_hostility,3480,3480,18.0,95.0,76,0,3480,0.0,0,0,0,derived,Adult (18+),,
spain_2026_confidence_prospect,3022,3022,16.0,94.0,78,23,2999,0.007611,0,0,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.761% (< 2%), so not Mixed"
spain_2026_disinformation_memes,3456,3456,18.0,95.0,76,0,3456,0.0,0,0,0,derived,Adult (18+),,
spain_2026_international_eu,6000,6000,18.0,95.0,77,0,6000,0.0,0,0,0,derived,Adult (18+),,
spain_2026_elections_moreno,3996,3996,18.0,97.0,76,0,3996,0.0,0,0,0,derived,Adult (18+),,
spain_2026_confidence_retrospect,3027,3027,16.0,94.0,78,23,3004,0.007598,0,0,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.760% (< 2%), so not Mixed"
spain_2026_confidence_expectations,3025,3025,16.0,94.0,78,23,3002,0.007603,0,0,23,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.760% (< 2%), so not Mixed"
spain_2026_disinformation_humorperception,3490,3490,18.0,95.0,76,0,3490,0.0,0,0,0,derived,Adult (18+),,
