table,age range,child age (for child-focused studies),basis,min_age,max_age,n_age,share_under_18,generated
huang_2016_neo_conscientious,Adult (18+),,derived_cov_age,47.0,67.0,114,0.0,2026-09-01
hpwt_bayona_2025_workcharacteristics,Adult (18+),,derived_cov_age,21.0,75.0,499,0.0,2026-09-01
hpwt_bayona_2025_jobperformance,Adult (18+),,derived_cov_age,21.0,75.0,499,0.0,2026-09-01
huang_2016_cesd,Adult (18+),,derived_cov_age,47.0,67.0,113,0.0,2026-09-01
hpwt_bayona_2025_jobsatisfaction,Adult (18+),,derived_cov_age,21.0,75.0,499,0.0,2026-09-01
jeon_2019_cbi,Adult (18+),,derived_cov_age,33.0,72.0,464,0.0,2026-09-01
jelinek_2021_cdi,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,16.0,1515,0.0,2026-09-01
islam_2022_gad7,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,19.0,428,0.226636,2026-09-01
iwasa_2016_dpssr,Adult (18+),,derived_cov_age,8.0,77.0,481,0.002079,2026-09-01
islam_2022_phq9,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,19.0,428,0.226636,2026-09-01
iwasa_2016_asi,Adult (18+),,derived_cov_age,8.0,77.0,481,0.002079,2026-09-01
jaen_2024_odor_id,Adult (18+),,derived_cov_age,40.0,85.0,845,0.0,2026-09-01
janoffbulman_2016_moralmotives_s2,Adult (18+),,derived_cov_age,18.0,67.0,293,0.0,2026-09-01
iwasa_2016_padua_inventory,Adult (18+),,derived_cov_age,8.0,77.0,481,0.002079,2026-09-01
islam_2022_igds9sf,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,19.0,428,0.226636,2026-09-01
janoffbulman_2016_moralmotives_s1,Adult (18+),,derived_cov_age,18.0,74.0,310,0.0,2026-09-01
iwasa_2016_stai_trait,Adult (18+),,derived_cov_age,8.0,77.0,481,0.002079,2026-09-01
islam_2022_bsmas,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,19.0,428,0.226636,2026-09-01
islam_2022_gdt,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,19.0,428,0.226636,2026-09-01
jimenezherrera_2022_moral_sensitivity,Adult (18+),,derived_cov_age,18.0,56.0,749,0.0,2026-09-01
jo_2023_arp,Adult (18+),,derived_cov_age,18.0,66.0,345,0.0,2026-09-01
jian-wen-low-sepsis-and-trauma-resuscitation-2024,Adult (18+),,derived_cov_age,24.0,32.0,40,0.0,2026-09-01
jeon_2019_cesd10,Adult (18+),,derived_cov_age,33.0,72.0,464,0.0,2026-09-01
jo_2023_cfs,Adult (18+),,derived_cov_age,18.0,66.0,345,0.0,2026-09-01
jo_2023_crp,Adult (18+),,derived_cov_age,18.0,66.0,345,0.0,2026-09-01
jo_2023_pbc,Adult (18+),,derived_cov_age,18.0,66.0,345,0.0,2026-09-01
jo_2023_sni,Adult (18+),,derived_cov_age,18.0,66.0,345,0.0,2026-09-01
jo_2023_sno,Adult (18+),,derived_cov_age,18.0,66.0,345,0.0,2026-09-01
johansson-swedish-pss-rasch-analysis-2024,Adult (18+),,derived_cov_age,18.0,65.0,797,0.0,2026-09-01
johnhenderson_2020_disinfection_behavior,Adult (18+),,derived_cov_age,30.0,99.0,192,0.0,2026-09-01
johnhenderson_2020_health_mindset,Adult (18+),,derived_cov_age,30.0,99.0,192,0.0,2026-09-01
jovanovic_2026_conscientiousness_bfi,Mixed,Adolescent (12-18y),derived_cov_age,15.0,19.0,1376,0.316134,2026-09-01
jovanovic_2026_conscientiousness_dass_d,Mixed,Adolescent (12-18y),derived_cov_age,15.0,19.0,924,0.285714,2026-09-01
jovanovic_2026_conscientiousness_panas_na,Mixed,Adolescent (12-18y),derived_cov_age,15.0,19.0,403,0.141439,2026-09-01
jovanovic_2026_conscientiousness_spane_na,Mixed,Adolescent (12-18y),derived_cov_age,15.0,19.0,973,0.388489,2026-09-01
jovanovic_2026_conscientiousness_yips,Mixed,Adolescent (12-18y),derived_cov_age,15.0,19.0,452,0.378319,2026-09-01
jung_2018_media_use,Adult (18+),,derived_cov_age,21.0,40.0,2134,0.0,2026-09-01
kalczajanosi_2021_covid_fear,Adult (18+),,derived_cov_age,18.0,77.0,1503,0.0,2026-09-01
kalczajanosi_2021_covid_risk,Adult (18+),,derived_cov_age,18.0,77.0,1503,0.0,2026-09-01
kalczajanosi_2021_vaccine_skepticism,Adult (18+),,derived_cov_age,18.0,77.0,1503,0.0,2026-09-01
Karim2022_tmoca_subscales_longitudinal,Elderly (minimum age >50),,derived_cov_age,60.0,85.0,46,0.0,2026-09-01
Karim2022_tmoca_subscales_single,Elderly (minimum age >50),,derived_cov_age,60.0,89.0,233,0.0,2026-09-01
kokoszka_2022_zjn,Adult (18+),,derived_cov_age,35.0,66.0,100,0.0,2026-09-01
kermen_2022_self_efficacy,Mixed,Adolescent (12-18y),derived_cov_age,14.0,18.0,325,0.055385,2026-09-01
kokoszka_2022_soc,Adult (18+),,derived_cov_age,35.0,66.0,100,0.0,2026-09-01
kermen_2022_attention,Mixed,Adolescent (12-18y),derived_cov_age,14.0,18.0,325,0.055385,2026-09-01
kilic_2024_nutrition_attitude,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,60.0,276,0.423913,2026-09-01
kim_2025_hads,Adult (18+),,derived_cov_age,21.0,70.0,286,0.0,2026-09-01
kilic_2024_mental_toughness,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,10.0,60.0,276,0.423913,2026-09-01
kim_2023_gad7,Adult (18+),,derived_cov_age,13.0,64.0,202,0.019802,2026-09-01
kinyanjui_2023_substance_use,Adult (18+),,derived_cov_age,16.0,45.0,400,0.005,2026-09-01
kim_2023_pss10,Adult (18+),,derived_cov_age,13.0,64.0,202,0.019802,2026-09-01
kim_2025_isi,Adult (18+),,derived_cov_age,21.0,70.0,286,0.0,2026-09-01
kermen_2022_self_regulation,Mixed,Adolescent (12-18y),derived_cov_age,14.0,18.0,325,0.055385,2026-09-01
kim_2025_psqi,Adult (18+),,derived_cov_age,21.0,70.0,286,0.0,2026-09-01
kokoszka_2022_who5,Adult (18+),,derived_cov_age,35.0,66.0,100,0.0,2026-09-01
kermen_2022_anxiety,Mixed,Adolescent (12-18y),derived_cov_age,14.0,18.0,325,0.055385,2026-09-01
kokoszka_2022_hamd,Adult (18+),,derived_cov_age,35.0,66.0,100,0.0,2026-09-01
kim_2025_psas,Adult (18+),,derived_cov_age,21.0,70.0,286,0.0,2026-09-01
kemp_2019_mss_disorganized,Adult (18+),,derived_cov_age,19.0,75.0,584,0.0,2026-09-01
kokoszka_2022_paid,Adult (18+),,derived_cov_age,35.0,66.0,100,0.0,2026-09-01
kim_2023_phq9,Adult (18+),,derived_cov_age,13.0,64.0,202,0.019802,2026-09-01
kepaq_balparda_2021,Mixed,Adolescent (12-18y),derived_cov_age,14.0,65.0,386,0.07772,2026-09-01
kemp_2019_mss_positive,Adult (18+),,derived_cov_age,19.0,75.0,584,0.0,2026-09-01
kemp_2019_mss_negative,Adult (18+),,derived_cov_age,19.0,75.0,584,0.0,2026-09-01
konerding_2019_patientsatisfaction,Adult (18+),,derived_cov_age,21.0,99.0,1841,0.0,2026-09-01
koksal_2023_psycap,Adult (18+),,derived_cov_age,22.0,49.0,281,0.0,2026-09-01
kushnir2017_ftnd,Adult (18+),,derived_cov_age,19.0,71.0,319,0.0,2026-09-01
kushnir2017_bfi,Adult (18+),,derived_cov_age,19.0,71.0,319,0.0,2026-09-01
kushnir2017_tsrq,Adult (18+),,derived_cov_age,19.0,71.0,319,0.0,2026-09-01
komura_2026_gqs_animacy,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
kuehner_2017_mw_rumination,Adult (18+),,derived_cov_age,19.0,32.0,43,0.0,2026-09-01
kushnir2017_anrt,Adult (18+),,derived_cov_age,19.0,71.0,316,0.0,2026-09-01
komura_2026_gqs_perceived_safety,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
komura_2026_mdmt_sincere,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
komura_2026_gqs_likeability,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
komura_2026_mdmt_ethical,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
koksal_2023_work_depression,Adult (18+),,derived_cov_age,22.0,49.0,281,0.0,2026-09-01
komura_2026_mdmt_reliable,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
komura_2026_gqs_anthropomorphism,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
komura_2026_gqs_perceived_intelligence,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
komura_2026_mdmt_capable,Adult (18+),,derived_cov_age,20.0,78.0,148,0.0,2026-09-01
koksal_2023_life_satisfaction,Adult (18+),,derived_cov_age,22.0,49.0,281,0.0,2026-09-01
lhsbrasil_couto_2023_pss,Adult (18+),,derived_cov_age,18.0,79.0,464,0.0,2026-09-01
lee_2024_social_support,Adult (18+),,derived_cov_age,18.0,28.0,527,0.0,2026-09-01
lee_2024_panas,Adult (18+),,derived_cov_age,18.0,28.0,527,0.0,2026-09-01
lee_2024_swls,Adult (18+),,derived_cov_age,18.0,28.0,527,0.0,2026-09-01
lee_2020_empathy,Mixed,Adolescent (12-18y),derived_cov_age,17.0,31.0,675,0.023704,2026-09-01
lee_2020_social_support,Mixed,Adolescent (12-18y),derived_cov_age,17.0,31.0,690,0.023188,2026-09-01
lee_2020_alcohol_use,Mixed,Adolescent (12-18y),derived_cov_age,17.0,31.0,702,0.022792,2026-09-01
lee_2024_tci,Adult (18+),,derived_cov_age,18.0,28.0,527,0.0,2026-09-01
lhsbrasil_couto_2023_lhs,Adult (18+),,derived_cov_age,18.0,79.0,464,0.0,2026-09-01
lec5_xiong_2025,Mixed,"Child (6-12y), Adolescent (12-18y)",derived_cov_age,8.0,70.0,9506,0.37429,2026-09-01
lee_2020_vr_usability,Adult (18+),,derived_cov_age,21.0,27.0,60,0.0,2026-09-01
lhsbrasil_couto_2023_ses,Adult (18+),,derived_cov_age,18.0,79.0,464,0.0,2026-09-01
lee_2020_burnout,Mixed,Adolescent (12-18y),derived_cov_age,17.0,31.0,718,0.022284,2026-09-01
lee_2020_sleep_quality,Mixed,Adolescent (12-18y),derived_cov_age,17.0,31.0,680,0.023529,2026-09-01
liu_2017_communication,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
liu_2017_qol,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
liu_2017_mcmq_coping,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
liu_2017_benefit_finding,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
liu_2017_ssrs_support,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
lindstrom2021_team_identification,Adult (18+),,derived_cov_age,18.0,76.0,226,0.0,2026-09-01
lindstrom2021_honesty_humility,Adult (18+),,derived_cov_age,18.0,76.0,227,0.0,2026-09-01
liu_2017_scale_d,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
liu_2017_scale_o,Adult (18+),,derived_cov_age,27.0,70.0,350,0.0,2026-09-01
liu_2021_vrexp_depression,Adult (18+),,derived_cov_age,18.0,33.0,36,0.0,2026-09-01
liu_2021_vrexp_breq,Adult (18+),,derived_cov_age,18.0,33.0,36,0.0,2026-09-01
lindstrom2021_conscientiousness,Adult (18+),,derived_cov_age,18.0,76.0,220,0.0,2026-09-01
liu_2021_vrexp_brums,Adult (18+),,derived_cov_age,18.0,33.0,36,0.0,2026-09-01
lindstrom2021_violent_intentions,Adult (18+),,derived_cov_age,18.0,76.0,209,0.0,2026-09-01
luo_2021_host_ties,Adult (18+),,derived_cov_age,17.0,30.0,229,0.004367,2026-09-01
luo_2021_conational_ties,Adult (18+),,derived_cov_age,17.0,30.0,229,0.004367,2026-09-01
luo_2021_ecr,Adult (18+),,derived_cov_age,17.0,30.0,229,0.004367,2026-09-01
lsbq_maleki_2025_persian_comprehension,Adult (18+),,derived_cov_age,15.0,59.0,315,0.019048,2026-09-01
luo_2021_acculturation_index,Adult (18+),,derived_cov_age,17.0,30.0,229,0.004367,2026-09-01
lsbq_maleki_2025_persian_switching,Adult (18+),,derived_cov_age,15.0,59.0,314,0.019108,2026-09-01
lsbq_maleki_2025_non_persian_proficiency,Adult (18+),,derived_cov_age,15.0,59.0,307,0.019544,2026-09-01
lsbq_maleki_2025_non_persian_use,Adult (18+),,derived_cov_age,15.0,55.0,290,0.013793,2026-09-01
lsbq_maleki_2025_dominant_language_home_community,Adult (18+),,derived_cov_age,15.0,59.0,279,0.017921,2026-09-01
liu_2025_ydlq,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
LOC_fadplus_goto2021,Adult (18+),,derived_cov_age,18.0,80.0,802,0.0,2026-09-01
liu_2025_ydcy,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
liu_2025_xljk,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
liu_2025_mlq,Adult (18+),,derived_cov_age,17.0,37.0,345,0.002899,2026-09-01
liu_2025_positive_cognition,Adult (18+),,derived_cov_age,17.0,37.0,345,0.002899,2026-09-01
liu_2025_teacher_support,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
liu_2025_learning_motivation,Adult (18+),,derived_cov_age,17.0,37.0,345,0.002899,2026-09-01
liu_2025_nlgz,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
liu_2022_fragreading_cdq,Adult (18+),,derived_cov_age,17.0,48.0,915,0.00765,2026-09-01
liu_2025_perceived_competence,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
liu_2021_vrexp_experience,Adult (18+),,derived_cov_age,18.0,34.0,39,0.0,2026-09-01
liu_2022_fragreading_frq,Adult (18+),,derived_cov_age,17.0,48.0,915,0.00765,2026-09-01
liu_2025_jjqx,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,17.0,879,0.0,2026-09-01
luo_2021_intl_ties,Adult (18+),,derived_cov_age,17.0,30.0,229,0.004367,2026-09-01
malik_2018_social_motivation,Adult (18+),,derived_cov_age,23.0,49.0,359,0.0,2026-09-01
lys_2020_rape_3_sj,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
magnus-format-study2_2022,Adult (18+),,derived_cov_age,18.0,70.0,600,0.0,2026-09-01
lys_2020_rape_3_asi,Adult (18+),,derived_cov_age,18.0,54.0,429,0.0,2026-09-01
magnus-format-study1_2022,Adult (18+),,derived_cov_age,18.0,78.0,602,0.0,2026-09-01
makransky_2016_self_efficacy,Adult (18+),,derived_cov_age,17.0,44.0,189,0.005291,2026-09-01
lys_2020_rape_2_rma,Adult (18+),,derived_cov_age,18.0,40.0,142,0.0,2026-09-01
lys_2020_rape_3_rma,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
malik_2018_individual_motivation,Adult (18+),,derived_cov_age,23.0,49.0,359,0.0,2026-09-01
lys_2020_rape_3_sds,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
lys_2020_rape_3_diff,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
lys_2020_rape_2_rma_pre,Adult (18+),,derived_cov_age,18.0,40.0,142,0.0,2026-09-01
malik_2018_organizational_motivation,Adult (18+),,derived_cov_age,23.0,49.0,359,0.0,2026-09-01
lys_2020_rape_1_rma,Adult (18+),,derived_cov_age,15.0,79.0,873,0.004582,2026-09-01
makransky_2016_motivation,Adult (18+),,derived_cov_age,17.0,44.0,189,0.005291,2026-09-01
lys_2020_rape_3_kpnts,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
lys_2020_rape_3_cons,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
magiccats_ozono_2020,Adult (18+),,derived_cov_age,20.0,71.0,451,0.0,2026-09-01
lys_2020_rape_3_unjust,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
mancone_2024_ravlt_intrusion,Adult (18+),,derived_cov_age,18.0,29.0,160,0.0,2026-09-01
makransky_2016_mcq_correct,Adult (18+),,derived_cov_age,17.0,44.0,189,0.005291,2026-09-01
lys_2020_rape_3_rwa,Adult (18+),,derived_cov_age,18.0,54.0,430,0.0,2026-09-01
marquessanchez_2023_kidmed,Mixed,Adolescent (12-18y),derived_cov_age,14.0,18.0,235,0.038298,2026-09-01
margaretto_2025_translation_study_1_lextale,Adult (18+),,derived_cov_age,18.0,48.0,231,0.0,2026-09-01
margaretto_2025_translation_study_1_generalknowledge,Adult (18+),,derived_cov_age,18.0,48.0,231,0.0,2026-09-01
matarboumosleh_2017_spai26,Adult (18+),,derived_cov_age,17.0,30.0,663,0.003017,2026-09-01
marcussonclavertz_2019_velten,Adult (18+),,derived_cov_age,18.0,74.0,106,0.0,2026-09-01
matarboumosleh_2017_gad2,Adult (18+),,derived_cov_age,17.0,30.0,403,0.002481,2026-09-01
matosaslopez_2024_teacher_assessment,Adult (18+),,derived_cov_age,17.0,51.0,2223,0.00045,2026-09-01
manolika_2021_mini_ipip,Adult (18+),,derived_cov_age,18.0,35.0,384,0.0,2026-09-01
margaretto_2025_translation_study_1_vocabulary_3,Adult (18+),,derived_cov_age,18.0,48.0,231,0.0,2026-09-01
matosaslopez_2022_bars_teaching,Adult (18+),,derived_cov_age,17.0,48.0,2324,0.002582,2026-09-01
mascherini_2021_meddiet,Adult (18+),,derived_cov_age,18.0,71.0,1383,0.0,2026-09-01
matarboumosleh_2017_phq2,Adult (18+),,derived_cov_age,17.0,30.0,402,0.002488,2026-09-01
margaretto_2025_translation_study_2_readingcomprehension,Adult (18+),,derived_cov_age,18.0,68.0,220,0.0,2026-09-01
matosaslopez_2024_questionnaire_quality,Adult (18+),,derived_cov_age,17.0,51.0,2223,0.00045,2026-09-01
margaretto_2025_translation_study_2_generalknowledge_1,Adult (18+),,derived_cov_age,18.0,68.0,220,0.0,2026-09-01
margaretto_2025_translation_study_1_readingcomprehension,Adult (18+),,derived_cov_age,18.0,48.0,231,0.0,2026-09-01
margaretto_2025_translation_study_2_lextale,Adult (18+),,derived_cov_age,18.0,68.0,220,0.0,2026-09-01
margaretto_2025_translation_study_2_generalknowledge_2,Adult (18+),,derived_cov_age,18.0,68.0,220,0.0,2026-09-01
manolika_2021_movie_preferences,Adult (18+),,derived_cov_age,18.0,35.0,384,0.0,2026-09-01
margaretto_2025_translation_study_1_vocabulary_2,Adult (18+),,derived_cov_age,18.0,48.0,231,0.0,2026-09-01
manolika_2021_reading_preferences,Adult (18+),,derived_cov_age,18.0,35.0,384,0.0,2026-09-01
margaretto_2025_translation_study_1_vocabulary_1,Adult (18+),,derived_cov_age,18.0,48.0,231,0.0,2026-09-01
margaretto_2025_translation_study_2_vocabulary_full,Adult (18+),,derived_cov_age,18.0,68.0,220,0.0,2026-09-01
manolika_2021_dirty_dozen,Adult (18+),,derived_cov_age,18.0,35.0,384,0.0,2026-09-01
mancone_2024_ravlt_recall,Adult (18+),,derived_cov_age,18.0,29.0,160,0.0,2026-09-01
medvedev_2018_ql,Adult (18+),,derived_cov_age,18.0,55.0,175,0.0,2026-09-01
medvedev_2018_pan,Adult (18+),,derived_cov_age,18.0,55.0,171,0.0,2026-09-01
mede_2025_clim_polsupport,Adult (18+),,derived_cov_age,18.0,100.0,69728,0.0,2026-09-01
mede_2025_normperc,Adult (18+),,derived_cov_age,18.0,100.0,71690,0.0,2026-09-01
mede_2025_sdo,Adult (18+),,derived_cov_age,18.0,100.0,70584,0.0,2026-09-01
mede_2025_sciengage,Adult (18+),,derived_cov_age,18.0,100.0,71702,0.0,2026-09-01
mede_2025_scipop,Adult (18+),,derived_cov_age,18.0,100.0,71710,0.0,2026-09-01
mede_2025_outspokenness,Adult (18+),,derived_cov_age,18.0,100.0,71705,0.0,2026-09-01
mede_2025_clim_weather_future,Adult (18+),,derived_cov_age,18.0,100.0,67871,0.0,2026-09-01
mboya_2020_gds15,Elderly (minimum age >50),,derived_cov_age,60.0,108.0,304,0.0,2026-09-01
mclaughlin_samuel_2025_auditory_session_1,Adult (18+),,derived_cov_age,18.0,65.0,251,0.0,2026-09-01
mede_2025_goals_priority,Adult (18+),,derived_cov_age,18.0,100.0,71701,0.0,2026-09-01
matranga_2019_hpv_knowledge,Adult (18+),,derived_cov_age,18.0,61.0,199,0.0,2026-09-01
mede_2025_clim_government,Adult (18+),,derived_cov_age,18.0,100.0,71695,0.0,2026-09-01
mede_2025_sciinfo,Adult (18+),,derived_cov_age,18.0,100.0,71693,0.0,2026-09-01
mede_2025_clim_emotions,Adult (18+),,derived_cov_age,18.0,100.0,71703,0.0,2026-09-01
medvedev_2018_oxh,Adult (18+),,derived_cov_age,18.0,55.0,176,0.0,2026-09-01
mede_2025_goals_tackle,Adult (18+),,derived_cov_age,18.0,100.0,71690,0.0,2026-09-01
mede_2025_clim_weather_past,Adult (18+),,derived_cov_age,18.0,100.0,71309,0.0,2026-09-01
mavromoustakos_2016_probability_scale,Adult (18+),,derived_cov_age,18.0,64.0,115,0.0,2026-09-01
mavromoustakos_2016_ztpi,Adult (18+),,derived_cov_age,18.0,64.0,115,0.0,2026-09-01
mede_2025_willvul,Adult (18+),,derived_cov_age,18.0,100.0,70264,0.0,2026-09-01
mavromoustakos_2016_fasq,Adult (18+),,derived_cov_age,18.0,64.0,115,0.0,2026-09-01
mede_2025_trust_scientists,Adult (18+),,derived_cov_age,18.0,100.0,71707,0.0,2026-09-01
mbft_anunciacao_2024,Mixed,"Early (<6y), Adolescent (12-18y)",derived_cov_age,0.0,90.0,272842,0.282673,2026-09-01
meng-competitiveness-2023,Adult (18+),,derived_cov_age,18.0,30.0,2385,0.0,2026-09-01
metacogmonitoring_double2025,Adult (18+),,derived_cov_age,18.0,76.0,300,0.0,2026-09-01
meloni_2015_parent_interests,Adult (18+),,derived_cov_age,31.0,55.0,76,0.0,2026-09-01
merlo2025_eng_cognitive,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,1065,0.192488,2026-09-01
merlo2025_eng_emotional,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,1065,0.192488,2026-09-01
merlo2025_eng_comprehensive,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,1065,0.192488,2026-09-01
merlo2025_eng_agentic,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,1065,0.192488,2026-09-01
meloni_2015_parent_divers_ed,Adult (18+),,derived_cov_age,31.0,55.0,76,0.0,2026-09-01
meloni_2015_deq_oe_parent,Adult (18+),,derived_cov_age,31.0,55.0,76,0.0,2026-09-01
mekheimer_2026_paf,Adult (18+),,derived_cov_age,28.0,58.0,160,0.0,2026-09-01
mentalrotation_wolf_2024,Adult (18+),,derived_cov_age,18.0,22.0,37,0.0,2026-09-01
merlo2025_eet,Mixed,Adolescent (12-18y),derived_cov_age,14.0,19.0,1065,0.192488,2026-09-01
mekheimer_2026_cai,Adult (18+),,derived_cov_age,28.0,58.0,160,0.0,2026-09-01
mexico_2023_quality_cablecars,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
meloni_2015_deq_ce_parent,Adult (18+),,derived_cov_age,31.0,55.0,76,0.0,2026-09-01
mekheimer_2026_flp,Adult (18+),,derived_cov_age,28.0,58.0,160,0.0,2026-09-01
mekheimer_2026_id,Adult (18+),,derived_cov_age,28.0,58.0,160,0.0,2026-09-01
medvedev_2018_sl,Adult (18+),,derived_cov_age,18.0,55.0,174,0.0,2026-09-01
mexico_2023_quality_administration,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_buses,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_corruptionperception,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_police,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_streets,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_trains,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_parks,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_highways,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_schooling,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_corruption,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_confidence,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_transportationstations,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_wellbeingservice,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_roads,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_problems,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_university,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_generalcorruption,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_lightning,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_health,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_drainage,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_healthservice,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_water,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_trash,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_electricgovernment,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_homelightning,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_wellbeing,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2023_quality_low,Adult (18+),,derived_cov_age,18.0,98.0,78896,0.0,2026-09-01
mexico_2025_q1safety_govtrust,Adult (18+),,derived_cov_age,18.0,98.0,23481,0.0,2026-09-01
mexico_2024_q4safety_harassment,Adult (18+),,derived_cov_age,18.0,98.0,23439,0.0,2026-09-01
mexico_2024_q2safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,24114,0.0,2026-09-01
mexico_2025_q1safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,23591,0.0,2026-09-01
mexico_2024_q2safety_harassment,Adult (18+),,derived_cov_age,18.0,98.0,24108,0.0,2026-09-01
mexico_2024_q2safety_conflicts,Adult (18+),,derived_cov_age,18.0,98.0,24106,0.0,2026-09-01
mexico_2024_q4safety_perception,Adult (18+),,derived_cov_age,18.0,98.0,23450,0.0,2026-09-01
mexico_2024_q1safety_govperformance,Adult (18+),,derived_cov_age,18.0,98.0,24022,0.0,2026-09-01
mexico_2024_q1safety_govtrust,Adult (18+),,derived_cov_age,18.0,98.0,23904,0.0,2026-09-01
