table,was,now,kind
spain_2025_ai_datause,Mixed,Adult (18+),changed
spain_2025_europe_agreement,Mixed,Adult (18+),changed
spain_2025_democracy_priorities,Mixed,Adult (18+),changed
spain_2025_ai_possibilities,Mixed,Adult (18+),changed
spain_2025_democracy_parties,Mixed,Adult (18+),changed
spain_2025_democracy_internal,Mixed,Adult (18+),changed
spain_2025_democracy_trust,Mixed,Adult (18+),changed
spain_2025_ai_impact,Mixed,Adult (18+),changed
spain_2025_europe_awareness,Mixed,Adult (18+),changed
spain_2025_ai_risk,Mixed,Adult (18+),changed
spain_2025_sanitation_system,Mixed,Adult (18+),changed
spain_2025_inequality_recognition,Mixed,Adult (18+),changed
spain_2025_inequality_personal,Mixed,Adult (18+),changed
spain_2025_sanitation_mental,Mixed,Adult (18+),changed
spain_2025_sanitation_digital,Mixed,Adult (18+),changed
spain_2025_inequality_trajectory,Mixed,Adult (18+),changed
spain_2025_sex_identity,Mixed,Adult (18+),changed
spain_2025_sanitation_aicomfort,Mixed,Adult (18+),changed
spain_2025_sanitation_regional,Mixed,Adult (18+),changed
spain_2025_sanitation_airegulation,Mixed,Adult (18+),changed
spain_2025_sanitation_coordination,Mixed,Adult (18+),changed
spain_2025_sanitation_aiconcern,Mixed,Adult (18+),changed
spain_2025_sanitation_hospital,Mixed,Adult (18+),changed
spain_2025_tourism_importance,Mixed,Adult (18+),changed
spain_2025_sanitation_services,Mixed,Adult (18+),changed
spain_2025_sanitation_primary,Mixed,Adult (18+),changed
spain_2025_sanitation_diagnostics,Mixed,Adult (18+),changed
spain_2025_sex_frequency,Mixed,Adult (18+),changed
spain_2025_sanitation_specialist,Mixed,Adult (18+),changed
spain_2025_sex_attitudes,Mixed,Adult (18+),changed
spain_2025_sex_condom,Mixed,Adult (18+),changed
spain_2025_inequality_leaders,Mixed,Adult (18+),changed
spain_2025_fears_leaders,Mixed,Adult (18+),changed
spain_2025_inequality_inequality,Mixed,Adult (18+),changed
spain_2025_fears_prospect,Mixed,Adult (18+),changed
spain_2026_disinformation_hostility,Mixed,Adult (18+),changed
spain_2026_confidence_prospect,Mixed,Adult (18+),changed
spain_2026_disinformation_memes,Mixed,Adult (18+),changed
spain_2026_international_eu,Mixed,Adult (18+),changed
spain_2026_elections_moreno,Mixed,Adult (18+),changed
spain_2026_confidence_retrospect,Mixed,Adult (18+),changed
spain_2026_confidence_expectations,Mixed,Adult (18+),changed
spain_2026_disinformation_humorperception,Mixed,Adult (18+),changed
spain_2026_elections_montero,Mixed,Adult (18+),changed
spain_2026_international_influence,Mixed,Adult (18+),changed
spain_2026_disinformation_humorclimate,Mixed,Adult (18+),changed
spain_2026_elections_gavira,Mixed,Adult (18+),changed
spain_2026_international_media,Mixed,Adult (18+),changed
spain_2026_elections_garcia,Mixed,Adult (18+),changed
spain_2026_international_confidence,Mixed,Adult (18+),changed
spain_2026_disinformation_concern,Mixed,Adult (18+),changed
spain_2026_disinformation_personalhumor,Mixed,Adult (18+),changed
spain_2026_disinformation_humorlimits,Mixed,Adult (18+),changed
spain_2026_elections_maillo,Mixed,Adult (18+),changed
spain_2026_disinformation_regulation,Mixed,Adult (18+),changed
spain_2026_elections_campaign,Mixed,Adult (18+),changed
spain_2026_elections_leaderscampaign,Mixed,Adult (18+),changed
spain_2026_confidence_macro,Mixed,Adult (18+),changed
spain_2026_confidence_acquisition,Mixed,Adult (18+),changed
spain_2026_disinformation_offense,Mixed,Adult (18+),changed
szabo_2025_bwas,,Adult (18+),new row
szabo_2025_pss4,,Adult (18+),new row
szabo_2025_work_conflict,,Adult (18+),new row
spain_2026_love_desire,Mixed,Adult (18+),changed
spain_2026_prostitution_pornography,Mixed,Adult (18+),changed
spain_2026_love_conceptions,Mixed,Adult (18+),changed
szabo_2025_work_addiction,,Adult (18+),new row
spain_2026_prostitution_prostitution,Mixed,Adult (18+),changed
szabo_2025_molbi,,Adult (18+),new row
spain_2026_love_gestures,Mixed,Adult (18+),changed
spain_2026_love_association,Mixed,Adult (18+),changed
szabo_2025_wellbeing,,Adult (18+),new row
szabo_2025_passion,,Adult (18+),new row
spq_kay_2025,Adult (18+),Adult (18+),confirmed
spain_2026_love_attitudes,Mixed,Adult (18+),changed
spain_2026_international_threat,Mixed,Adult (18+),changed
spain_2026_love_importance,Mixed,Adult (18+),changed
szabo_2025_family_conflict,,Adult (18+),new row
spain_2026_love_apps,Mixed,Adult (18+),changed
spain_2026_love_usage,Mixed,Adult (18+),changed
ssd12_habib_2025,Adult (18+),Adult (18+),confirmed
spain_2026_international_un,Mixed,Adult (18+),changed
spalex_aguasvivas_2020,Adult (18+),Adult (18+),confirmed
taylorabdulai_2025_incentives,,Adult (18+),new row
taylorabdulai_2025_stop_behavior,,Adult (18+),new row
taylorabdulai_2025_info_source,,Adult (18+),new row
teacherjudgements_lohmann_2026_selfconcept,Adult (18+),Adult (18+),confirmed
taylorabdulai_2025_conspiracy,,Adult (18+),new row
teicher_2015_mace_distress_helpless,Adult (18+),Adult (18+),confirmed
teacherjudgements_lohmann_2026_conscientiousness,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_nonverbal,Adult (18+),Adult (18+),confirmed
tang_2024_outcome_expectations,,Mixed,new row
teicher_2015_mace_emot_neglect,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_distress_terrified,Adult (18+),Adult (18+),confirmed
teacherjudgements_lohmann_2026_motivation,Adult (18+),Adult (18+),confirmed
tang_2024_swls,,Mixed,new row
tang_2024_caregiver_child_conflict,,Mixed,new row
tang_2024_caregiver_child_attachment,,Mixed,new row
tang_2024_academic_satisfaction,,Mixed,new row
tang_2024_panas_negative,,Mixed,new row
tang_2024_environmental_support,,Mixed,new row
tang_2024_self_construal,,Mixed,new row
tang_2024_caregiver_child_regulation,,Mixed,new row
tang_2024_self_efficacy,,Mixed,new row
tang_2024_caregiver_child_communication,,Mixed,new row
tang_2024_goal_progress,,Mixed,new row
tang_2024_panas_positive,,Mixed,new row
teicher_2015_mace_verbal,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_witness_sib,Adult (18+),Adult (18+),confirmed
torices_2025_isra_b,,Adult (18+),new row
teq_novak_2021_selfesteem,Adult (18+),Adult (18+),confirmed
torices_2025_bapq,,Adult (18+),new row
teq_novak_2021_socdes,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_ct,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_physical,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_peer_physical,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_phys_neglect,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_sexual,Adult (18+),Adult (18+),confirmed
teq_novak_2021_bfin,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_ao,Adult (18+),Adult (18+),confirmed
torices_2025_dflex,,Adult (18+),new row
test_taking_much_2025_ef,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_cm,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_mr,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_witness_parent,Adult (18+),Adult (18+),confirmed
teodorini_2020_modafinil_attitudes,,Adult (18+),new row
teshome_2021_pss10,,Adult (18+),new row
teicher_2015_mace_peer_verbal,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h11_undo,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
trivia_fastrich_2017,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h12_language,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h1_consistency,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tran_2023_phq9,,Adult (18+),new row
torok_2025_news_source_frequency,,Adult (18+),new row
trevisan_2018_aq,,Mixed,new row
torok_2025_legality_beliefs,,Adult (18+),new row
torok_2025_data_security,,Adult (18+),new row
torok_2025_news_source_trust,,Adult (18+),new row
tsai_2017_treeit_h10_closure,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
torices_2025_isra_b_sit,,Adult (18+),new row
tran_2023_gi_symptoms,,Adult (18+),new row
torok_2025_facebook_uses,,Adult (18+),new row
tran_2023_gad7,,Adult (18+),new row
torok_2025_news_consumption,,Adult (18+),new row
torok_2025_discourse_responsibility,,Adult (18+),new row
torok_2025_social_media_effects,,Adult (18+),new row
torok_2025_data_disclosure,,Adult (18+),new row
torok_2025_ai_acceptance,,Adult (18+),new row
torok_2025_manipulation_fear,,Adult (18+),new row
trusz_2025_nfi,,Elderly (minimum age >50),new row
torok_2025_internet_use_frequency,,Adult (18+),new row
tsai_2017_treeit_h13_control,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
trevisan_2018_mscs,,Mixed,new row
turner_2022_sr_belief_change,,Adult (18+),new row
twod_rotation_mather2023,Mixed,Mixed,confirmed
tuason_2021_wellbeing,Adult (18+),Adult (18+),confirmed
turner_2022_cognitive_mediation,,Adult (18+),new row
tuason_2021_loneliness_social,Adult (18+),Adult (18+),confirmed
tuason_2021_covid_coping_enjoy,Adult (18+),Adult (18+),confirmed
tuason_2021_sense_of_agency,Adult (18+),Adult (18+),confirmed
tu_2022_achievement_motivation,,Mixed,new row
tsai_2017_treeit_tam_pu,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_tam_bi,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tuason_2021_loneliness_emotional,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h9_error,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h7_flexibility,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_tam_peou,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h8_message,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h4_minimalist,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h6_feedback,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h5_memory,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h2_visibility,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h14_document,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h3_match,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
uti_newlands_2023_rutiiq,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_wpai,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_uclals,Adult (18+),Adult (18+),confirmed
validatedtouchvideo_smit_2025_strength,Adult (18+),Adult (18+),confirmed
validatedtouchvideo_smit_2025_category,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_psq,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_fsdsr,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_gad,Adult (18+),Adult (18+),confirmed
validatedtouchvideo_smit_2025_arousal,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_phq,Adult (18+),Adult (18+),confirmed
wang_2016_study1_relationship,Adult (18+),Adult (18+),confirmed
wang_2016_study1_se,Adult (18+),Adult (18+),confirmed
wang_2016_study1_power,Adult (18+),Adult (18+),confirmed
wang_2016_study1_authliving,Adult (18+),Adult (18+),confirmed
vermeiren_2022_rf,Adult (18+),Adult (18+),confirmed
vermeiren_2022_vocab,Adult (18+),Adult (18+),confirmed
vermeiren_2022_comp,Adult (18+),Adult (18+),confirmed
wang_2016_study3_power,Adult (18+),Adult (18+),confirmed
wang_2016_study3_se,Adult (18+),Adult (18+),confirmed
vermeiren_2022_gk,Adult (18+),Adult (18+),confirmed
wang_2016_study3_auth,Adult (18+),Adult (18+),confirmed
vanteffelen_2020_foa,,Adult (18+),new row
vermeiren_2022_bfi,Adult (18+),Adult (18+),confirmed
vollbracht_et_al_2026_ambulatory_assessment,Adult (18+),Adult (18+),confirmed
vanteffelen_2020_trait_anger,,Adult (18+),new row
vanteffelen_2020_pid5_hostility,,Adult (18+),new row
vanteffelen_2020_aq_hostility,,Adult (18+),new row
wang_2016_study1_authalien,Adult (18+),Adult (18+),confirmed
vanteffelen_2020_rpq,,Adult (18+),new row
vermeiren_2022_art,,Adult (18+),new row
van_der_donk_2019_bdi,,Adult (18+),new row
validatedtouchvideo_smit_2025_threat,Adult (18+),Adult (18+),confirmed
vermeiren_2022_nd,Adult (18+),Adult (18+),confirmed
wang_2016_study1_authexternal,Adult (18+),Adult (18+),confirmed
west_2021_retaliatory_aggression_bscs,Adult (18+),Adult (18+),confirmed
west_2021_retaliatory_aggression_acq,Adult (18+),Adult (18+),confirmed
weeldenburg_2022_targetmtpq,,Child (<18y),new row
weber2026_name_knowledge,,Adult (18+),new row
west_2021_retaliatory_aggression_ars,Adult (18+),Adult (18+),confirmed
wen_2022_pyd,,Child (<18y),new row
west_2021_retaliatory_aggression_bpaq,Adult (18+),Adult (18+),confirmed
wang2022_dass_anxiety,,Child (<18y),new row
wang2022_dass_stress,,Child (<18y),new row
wang2022_iat,,Child (<18y),new row
wang2022_dass_depression,,Child (<18y),new row
weeldenburg_2022_brpeq_motivation,,Child (<18y),new row
wang2022_igas,,Child (<18y),new row
wang2022_fomo,,Child (<18y),new row
wang_2025_impulse_control,,Child (<18y),new row
wang_2025_growth_mindset,,Child (<18y),new row
wang_2025_cognitive_fusion,,Child (<18y),new row
wang_2025_automatic_thoughts,,Child (<18y),new row
wang_2016_study3_social_desirability,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_vitality_post,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_posaff_post,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_posaff_pre,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_anxiety_pre,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_nature_connect,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_anxiety_post,Adult (18+),Adult (18+),confirmed
wolf_2017_study1_anxiety,Adult (18+),Adult (18+),confirmed
wolf_2017_study1_posaff,Adult (18+),Adult (18+),confirmed
wilmer-mrmet-and-rmet-validation-data-set-2022,Non-human,Mixed,Non-human preserved
williams-cps2019,Adult (18+),Adult (18+),confirmed
wolf_2017_study1_vitality,Adult (18+),Adult (18+),confirmed
williams-cps2018,Adult (18+),Adult (18+),confirmed
williams-brat2020-study2,Adult (18+),Adult (18+),confirmed
wiedemann_2021_text_readability,,Adult (18+),new row
westhoff2023_stopd,,Adult (18+),new row
wicherts_2023_5pft,,Adult (18+),new row
westhoff2023_pbat,,Adult (18+),new row
wiedemann_2021_risk_perception,,Adult (18+),new row
west_2021_retaliatory_aggression_cast,Adult (18+),Adult (18+),confirmed
williams-brat2020_study1,Adult (18+),Adult (18+),confirmed
wolf_2017_study2_video_liking,Adult (18+),Adult (18+),confirmed
west_2021_retaliatory_aggression_study4_deq,Adult (18+),Adult (18+),confirmed
wilmer-mrmet-normative-data-set-2022,Non-human,Mixed,Non-human preserved
wilmer-rmet-normative-data-set-2022,Non-human,Mixed,Non-human preserved
wurm_2016_hbi,,Adult (18+),new row
wolters2026_css,,Adult (18+),new row
xu_2016_pqb,,Mixed,new row
wolters2026_panas_pa,,Adult (18+),new row
wolf_2017_study2_vitality_pre,Adult (18+),Adult (18+),confirmed
wolters2026_wi,,Adult (18+),new row
xiong_2025_dass21,,Adult (18+),new row
wolters2026_symptom_concerns,,Adult (18+),new row
wooly_hartman2022,Mixed,Adult (18+),changed
xu_2023_hi,,Adult (18+),new row
wurm_2016_mdi,,Adult (18+),new row
wolters2026_panas_na,,Adult (18+),new row
xu_2023_mi,,Adult (18+),new row
xu_2023_oic,,Adult (18+),new row
xu_2023_pca,,Adult (18+),new row
xu_2025_hcq_p,,Adult (18+),new row
xue_2024_full_dataset,Adult (18+),Adult (18+),confirmed
xue_2024_study2_efa,Adult (18+),Adult (18+),confirmed
xue_2024_study3_cfa,Adult (18+),Adult (18+),confirmed
yang_2023_emotional_eating_cesd,,Adult (18+),new row
yang_2023_emotional_eating_ders,,Adult (18+),new row
yang_2023_emotional_eating_eesr,,Adult (18+),new row
yang_2023_emotional_eating_uppsp,,Adult (18+),new row
yang_2026_erq,,Mixed,new row
yang_2026_pars3,,Mixed,new row
yang_2026_rrs,,Mixed,new row
yang_2026_stress_response,,Mixed,new row
yao_2020_bai,,Adult (18+),new row
yao_2020_bdi,,Adult (18+),new row
yao_2020_epq,,Adult (18+),new row
yao_2020_gad,,Adult (18+),new row
yao_2020_ius,,Adult (18+),new row
yao_2020_pswq,,Adult (18+),new row
yoshimura_2026_es_scale,,Adult (18+),new row
yoshimura_2026_isu_scale,,Adult (18+),new row
yoshimura_2026_psych_safety,,Adult (18+),new row
yu_2015_family_environment,,Adult (18+),new row
yu2025,Adult (18+),Adult (18+),confirmed
zaehl2023_hexaco,,Adult (18+),new row
zaehl2023_twq_balance,,Adult (18+),new row
zaehl2023_twq_cohesion,,Adult (18+),new row
zaehl2023_twq_commitment,,Adult (18+),new row
zaehl2023_twq_communication,,Adult (18+),new row
zaehl2023_twq_coordination,,Adult (18+),new row
zaehl2023_twq_support,,Adult (18+),new row
zvi_2022_harassment_perception,,Adult (18+),new row
zvi_2022_legal_judgment,,Adult (18+),new row
zhao_2025_digital_literacy,,Adult (18+),new row
zvi_2022_rei,,Adult (18+),new row
zhou_2025_ehealth_literacy,,Adult (18+),new row
zhou_2025_peer_relationship,,Adult (18+),new row
