cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19,cbi20,cbi21,cbi22,cbi23,cbi24,cbi25,cbi26,cbi27,cbi28,age,gender,study,id
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_578
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,25.0,0,BigStudy,student_579
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,BigStudy,student_580
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,25.0,0,BigStudy,student_581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,BigStudy,student_582
2,1,1,0,1,0,1,1,1,0,1,0,1,3,1,2,0,0,2,0,2,0,1,1,0,3,1,1,20.0,0,BigStudy,student_583
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,19.0,1,BigStudy,student_584
0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,2,1,1,2,19.0,0,BigStudy,student_585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,0,BigStudy,student_586
1,2,0,2,2,0,0,0,3,0,0,0,0,2,0,0,2,3,0,0,3,1,3,0,0,0,2,3,21.0,1,BigStudy,student_587
0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,27.0,1,BigStudy,student_588
1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,1,0,3,2,19.0,0,BigStudy,student_589
3,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,3,1,0,2,0,3,21.0,1,BigStudy,student_590
1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19.0,0,BigStudy,student_591
1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,18.0,1,BigStudy,student_592
1,1,1,1,1,1,1,2,1,0,2,0,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,19.0,0,BigStudy,student_593
0,0,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18.0,1,BigStudy,student_594
2,3,1,0,3,1,3,0,3,0,0,0,3,2,3,3,3,3,3,0,1,0,3,3,0,3,0,3,53.0,1,BigStudy,student_595
0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,1,1,0,1,1,0,1,1,19.0,0,BigStudy,student_596
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_597
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.0,0,BigStudy,student_598
1,2,0,0,2,1,0,1,1,0,1,0,1,0,0,1,0,0,2,0,0,0,2,0,0,1,1,0,21.0,1,BigStudy,student_599
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,0,BigStudy,student_600
3,1,1,1,3,2,1,1,3,0,2,2,1,3,1,2,1,3,3,1,3,0,3,3,1,1,3,2,19.0,1,BigStudy,student_601
1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,2,2,0,0,0,0,0,0,0,2,21.0,0,BigStudy,student_602
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0,1,BigStudy,student_603
1,0,0,3,3,0,0,1,3,0,3,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,24.0,1,BigStudy,student_604
1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,1,24.0,1,BigStudy,student_605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,1,BigStudy,student_606
3,0,1,1,2,2,1,1,2,2,3,0,0,0,0,1,1,0,0,2,1,1,3,3,1,0,0,0,20.0,1,BigStudy,student_607
1,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,19.0,1,BigStudy,student_608
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_609
0,1,1,1,2,0,0,0,1,3,3,0,0,0,0,1,0,2,2,0,1,3,3,2,1,2,2,2,18.0,0,BigStudy,student_610
1,1,1,1,2,0,2,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,3,2,19.0,0,BigStudy,student_611
3,1,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,3,3,0,0,0,0,0,3,1,0,25.0,0,BigStudy,student_612
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,19.0,1,BigStudy,student_613
1,2,0,0,2,0,0,2,3,0,1,1,0,0,3,3,1,0,1,2,2,1,1,0,0,1,1,2,18.0,1,BigStudy,student_614
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_615
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,3,2,25.0,0,BigStudy,student_616
2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,1,19.0,1,BigStudy,student_617
2,2,0,1,2,1,1,0,1,1,2,2,2,1,1,1,1,2,2,2,2,3,1,0,1,0,0,1,20.0,1,BigStudy,student_618
0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,1,20.0,1,BigStudy,student_619
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,19.0,0,BigStudy,student_620
2,1,2,3,1,3,0,1,2,1,2,3,2,2,3,0,3,2,2,0,2,3,3,1,1,3,2,0,23.0,1,BigStudy,student_621
1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1,2,0,0,1,1,2,1,2,0,1,20.0,1,BigStudy,student_622
0,1,0,1,3,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,20.0,1,BigStudy,student_623
0,3,0,1,3,1,1,0,2,0,0,0,3,0,1,1,1,0,0,0,0,0,2,0,0,0,0,2,19.0,1,BigStudy,student_624
1,2,2,0,2,1,0,0,3,0,1,0,1,0,0,1,1,2,0,1,3,3,2,0,0,0,0,0,22.0,1,BigStudy,student_625
1,2,0,2,2,2,1,1,3,0,1,1,1,3,0,1,2,1,2,3,2,1,3,0,1,3,0,1,19.0,1,BigStudy,student_626
2,3,0,1,1,0,1,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,22.0,1,BigStudy,student_627
3,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2,2,3,3,3,3,3,2,1,0,0,20.0,0,BigStudy,student_628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_630
0,2,0,1,2,1,0,0,3,0,1,0,0,1,0,0,2,2,1,0,1,0,2,0,0,0,0,1,21.0,1,BigStudy,student_631
3,2,2,2,3,2,2,2,2,0,1,1,2,2,1,1,2,2,3,1,1,1,2,2,0,3,2,3,24.0,0,BigStudy,student_632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.0,1,BigStudy,student_633
0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,20.0,1,BigStudy,student_634
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0,0,BigStudy,student_635
2,1,0,0,2,0,2,0,0,0,2,1,1,0,0,2,1,2,1,0,0,0,1,2,0,1,0,0,23.0,1,BigStudy,student_636
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_637
1,3,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,20.0,1,BigStudy,student_638
1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,19.0,1,BigStudy,student_639
2,1,2,1,1,1,1,1,0,0,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,3,1,20.0,0,BigStudy,student_640
1,3,0,1,2,1,0,0,3,0,0,0,0,2,0,0,2,1,0,0,1,1,3,0,2,3,0,1,20.0,1,BigStudy,student_641
3,2,0,2,2,0,0,0,3,0,0,0,2,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,19.0,0,BigStudy,student_642
3,3,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,21.0,1,BigStudy,student_643
1,2,0,1,2,0,0,2,2,0,3,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,19.0,1,BigStudy,student_644
1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,20.0,1,BigStudy,student_645
0,1,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,2,1,2,2,0,0,0,1,0,0,22.0,0,BigStudy,student_646
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_647
1,1,1,0,1,0,0,1,1,0,1,0,3,0,0,0,0,3,0,2,2,1,3,0,0,0,3,0,18.0,0,BigStudy,student_648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19.0,1,BigStudy,student_649
0,1,0,0,3,1,0,3,1,0,0,0,0,0,0,3,2,0,3,0,0,1,2,0,0,0,0,2,19.0,1,BigStudy,student_650
1,1,0,1,2,1,0,0,0,1,0,0,2,1,0,1,2,3,1,1,1,1,2,0,1,0,1,2,25.0,1,BigStudy,student_651
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_652
0,1,0,0,1,2,2,1,3,0,1,2,1,3,1,2,1,0,2,1,1,3,2,0,1,2,3,1,19.0,1,BigStudy,student_653
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0,0,BigStudy,student_654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_655
0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,20.0,0,BigStudy,student_656
0,1,0,1,3,0,0,0,0,0,2,1,0,2,0,0,0,0,2,1,1,0,2,0,0,2,0,2,22.0,1,BigStudy,student_657
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,24.0,1,BigStudy,student_658
0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,19.0,1,BigStudy,student_659
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,1,BigStudy,student_660
3,3,1,1,1,0,1,0,0,0,1,1,1,3,3,0,0,0,3,3,1,0,0,0,0,3,3,0,20.0,0,BigStudy,student_661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,BigStudy,student_662
0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,0,BigStudy,student_663
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,22.0,1,BigStudy,student_664
0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,21.0,1,BigStudy,student_665
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,0,BigStudy,student_666
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_667
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0,1,BigStudy,student_668
3,2,1,1,2,0,2,1,0,1,2,2,1,1,1,1,0,0,0,1,1,1,1,2,0,1,1,1,19.0,0,BigStudy,student_669
2,2,3,0,3,0,0,0,2,0,0,0,3,3,2,1,3,3,2,3,3,3,1,0,0,2,3,3,24.0,0,BigStudy,student_670
2,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,20.0,0,BigStudy,student_671
0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_672
2,2,0,0,0,0,0,0,2,0,2,2,3,2,0,0,0,1,0,0,0,0,0,2,0,3,0,1,20.0,1,BigStudy,student_673
3,3,2,1,0,1,1,1,3,0,0,0,0,3,0,0,0,0,3,3,1,0,1,1,0,3,1,1,19.0,1,BigStudy,student_674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_675
0,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23.0,0,BigStudy,student_676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0,1,BigStudy,student_678
0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,59.0,0,BigStudy,student_679
1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,19.0,1,BigStudy,student_680
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,0,BigStudy,student_681
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,1,BigStudy,student_682
3,2,1,1,1,0,3,0,0,0,3,3,3,0,0,0,0,1,3,0,0,0,0,2,0,3,0,1,22.0,1,BigStudy,student_683
0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,2,3,2,0,0,0,0,0,18.0,1,BigStudy,student_684
2,3,0,1,1,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,1,0,3,0,0,1,0,1,19.0,1,BigStudy,student_685
0,1,2,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,18.0,0,BigStudy,student_686
0,2,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,19.0,1,BigStudy,student_687
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0,1,BigStudy,student_688
0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_689
1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_690
0,3,0,0,2,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,3,0,2,0,0,0,0,0,19.0,1,BigStudy,student_691
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,19.0,1,BigStudy,student_692
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21.0,1,BigStudy,student_693
3,3,0,0,3,0,0,0,0,0,0,0,1,1,0,1,2,1,2,2,0,0,0,0,1,2,1,1,22.0,1,BigStudy,student_694
3,1,1,0,2,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,3,2,0,1,0,1,20.0,1,BigStudy,student_695
3,3,1,3,3,1,2,1,3,0,2,2,3,1,1,3,2,3,3,3,3,1,3,2,1,2,2,1,21.0,1,BigStudy,student_696
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,20.0,1,BigStudy,student_697
3,3,1,1,3,3,1,0,3,0,3,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,2,3,31.0,1,BigStudy,student_698
0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,39.0,1,BigStudy,student_699
0,1,0,0,2,1,0,2,1,1,0,3,2,1,1,0,0,1,2,1,0,1,2,2,1,3,2,1,19.0,1,BigStudy,student_700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,BigStudy,student_701
0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0,1,BigStudy,student_702
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_703
1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,20.0,1,BigStudy,student_704
0,1,0,1,2,0,0,0,1,0,1,0,1,2,0,1,1,1,0,1,1,1,2,0,0,2,1,1,19.0,1,BigStudy,student_705
3,3,1,1,1,1,1,1,3,1,1,1,1,3,0,3,0,2,2,2,1,1,2,1,0,3,1,1,20.0,1,BigStudy,student_706
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23.0,1,BigStudy,student_707
1,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,3,1,2,2,0,0,0,1,0,31.0,1,BigStudy,student_708
1,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,1,BigStudy,student_709
1,3,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,21.0,1,BigStudy,student_710
0,2,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,23.0,1,BigStudy,student_711
0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,1,0,0,19.0,1,BigStudy,student_712
2,1,1,1,1,2,2,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1,2,2,1,2,3,2,19.0,0,BigStudy,student_713
3,3,0,3,1,1,3,0,3,0,0,0,3,1,1,3,2,1,0,0,0,2,3,3,1,3,2,3,21.0,1,BigStudy,student_714
0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,23.0,1,BigStudy,student_715
1,0,0,0,1,1,1,2,0,0,0,1,2,2,0,0,2,2,1,0,2,0,2,0,2,2,1,1,25.0,1,BigStudy,student_716
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_717
1,0,0,0,3,0,1,1,1,0,1,0,0,1,1,2,1,3,1,0,1,2,1,1,0,1,0,1,19.0,1,BigStudy,student_718
0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,21.0,1,BigStudy,student_719
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_720
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0,0,BigStudy,student_721
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,20.0,1,BigStudy,student_722
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_723
0,2,0,0,1,2,0,0,1,0,0,0,1,2,1,1,0,1,0,0,2,1,0,2,0,0,0,2,22.0,0,BigStudy,student_724
0,1,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,20.0,1,BigStudy,student_725
1,1,0,2,3,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,20.0,1,BigStudy,student_726
0,1,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,3,3,0,0,0,2,2,0,0,0,0,21.0,0,BigStudy,student_727
3,1,3,1,1,1,2,1,1,0,0,2,1,1,1,0,0,0,0,0,0,2,0,0,0,3,3,1,21.0,0,BigStudy,student_728
1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,23.0,1,BigStudy,student_729
0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,2,3,0,0,0,0,0,0,39.0,1,BigStudy,student_730
1,3,1,2,3,1,1,0,2,0,1,0,0,3,1,1,0,0,3,0,3,0,3,1,0,3,0,0,21.0,1,BigStudy,student_731
2,3,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,2,2,1,0,1,0,0,1,0,0,21.0,0,BigStudy,student_732
0,3,0,2,3,0,0,0,1,1,3,1,0,1,0,1,3,0,3,1,2,0,2,3,0,1,0,2,21.0,1,BigStudy,student_733
1,1,2,1,0,1,2,1,1,1,1,1,1,1,0,0,1,2,0,2,3,2,3,3,0,2,0,0,21.0,1,BigStudy,student_734
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0,1,BigStudy,student_735
0,3,1,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,19.0,0,BigStudy,student_736
1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,19.0,1,BigStudy,student_737
3,1,2,1,2,1,2,1,3,0,1,0,1,3,0,0,0,1,3,1,2,1,1,0,1,3,2,2,30.0,0,BigStudy,student_738
1,2,1,2,3,1,2,0,3,0,1,1,2,1,3,2,0,1,3,3,3,3,3,1,0,3,3,2,18.0,0,BigStudy,student_739
0,0,2,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,20.0,0,BigStudy,student_740
3,2,0,0,2,3,2,0,1,0,0,0,0,0,0,1,3,3,3,0,0,3,1,0,2,0,1,1,31.0,1,BigStudy,student_741
3,3,0,1,3,0,0,0,3,0,0,0,0,0,0,3,1,3,2,0,0,0,2,0,0,0,3,3,36.0,1,BigStudy,student_742
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.0,0,BigStudy,student_743
0,1,0,1,3,2,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,1,3,3,0,0,0,0,19.0,1,BigStudy,student_744
1,3,0,2,3,0,1,0,1,0,2,2,0,2,1,2,0,1,0,1,2,1,3,2,1,3,0,0,19.0,1,BigStudy,student_745
1,0,1,0,3,0,1,1,1,0,2,0,2,2,1,2,0,3,2,0,0,0,2,2,0,1,0,2,19.0,1,BigStudy,student_746
3,2,1,0,0,0,1,1,3,0,2,0,1,1,0,0,2,0,1,3,3,0,1,1,0,1,2,2,24.0,0,BigStudy,student_747
0,3,1,1,3,3,0,0,0,0,2,1,3,0,1,1,3,3,1,1,1,3,2,0,0,0,0,3,56.0,1,BigStudy,student_748
0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,BigStudy,student_749
3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,3,3,3,2,2,2,2,3,3,19.0,0,BigStudy,student_750
0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,2,2,0,0,0,1,3,20.0,0,BigStudy,student_751
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,1,BigStudy,student_752
2,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,2,0,3,3,2,0,2,0,0,2,0,2,20.0,0,BigStudy,student_753
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,19.0,1,BigStudy,student_754
3,1,0,1,1,0,0,0,2,2,0,0,0,0,0,1,0,1,0,2,3,0,1,0,0,2,0,1,35.0,1,BigStudy,student_755
1,2,0,2,2,0,0,0,1,0,0,0,2,0,0,2,0,3,3,0,0,3,3,0,1,3,1,2,30.0,1,BigStudy,student_756
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_757
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.0,1,BigStudy,student_758
1,1,1,0,2,0,1,0,2,0,2,2,2,1,1,2,0,0,0,1,1,1,2,1,0,1,1,1,20.0,1,BigStudy,student_759
1,2,1,2,3,2,1,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,3,1,0,2,2,2,19.0,1,BigStudy,student_760
0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,21.0,1,BigStudy,student_761
3,3,0,0,3,1,0,0,3,0,2,0,0,0,0,0,0,1,3,3,0,0,1,1,0,3,0,0,20.0,1,BigStudy,student_762
0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,21.0,0,BigStudy,student_763
0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,19.0,0,BigStudy,student_764
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,21.0,1,BigStudy,student_765
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,22.0,0,BigStudy,student_766
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.0,0,BigStudy,student_767
0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,19.0,1,BigStudy,student_768
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23.0,0,BigStudy,student_769
