table,was,now,kind
personalitychange_kramer_2025_sa,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_rses,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_masculinity_Chile,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_conforming,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_capable,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_main_collectivism_Mexico_Chile,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_si,Adult (18+),Adult (18+),confirmed
personalitychange_kramer_2025_sccs,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_benevolent,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_hedonistic,Adult (18+),Adult (18+),confirmed
pilch_2021_fear_covid19,Adult (18+),Adult (18+),confirmed
pierro_2018_tf_past_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_selfforgive_s3,Adult (18+),Adult (18+),confirmed
pierro_2018_locomotion_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_tf_future_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_negaffect_s3,Adult (18+),Adult (18+),confirmed
piterova-slovak-science-related-populism,Adult (18+),Adult (18+),confirmed
pilch_2021_coping_behavior,Adult (18+),Adult (18+),confirmed
pilch_2021_protection_motivation,Adult (18+),Adult (18+),confirmed
pierro_2018_selfforgive_s2,Adult (18+),Adult (18+),confirmed
pierro_2018_tf_present_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_locomotion_s1,Adult (18+),Adult (18+),confirmed
pierro_2018_selfforgive_s1,Adult (18+),Adult (18+),confirmed
pierro_2018_hfs_s4,Adult (18+),Adult (18+),confirmed
pilch_2021_personality_ipip20,Adult (18+),Adult (18+),confirmed
pierro_2018_locomotion_s3,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_warm,Adult (18+),Adult (18+),confirmed
pierro_2018_assessment_s1,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_traditional,Adult (18+),Adult (18+),confirmed
pierro_2018_assessment_s4,Adult (18+),Adult (18+),confirmed
pierro_2018_posaffect_s3,Adult (18+),Adult (18+),confirmed
phq9_xiong_2025,Mixed,Mixed,confirmed
pierro_2018_assessment_s3,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_secure,Adult (18+),Adult (18+),confirmed
pezzuti_2025_coolpeople_single-items,Adult (18+),Adult (18+),confirmed
qi_2025_big_five,Adult (18+),Adult (18+),confirmed
qi_2025_dark_triad,Adult (18+),Adult (18+),confirmed
ptacek2023_aaq2,Adult (18+),Adult (18+),confirmed
qi_2025_individualism_collectivism,Adult (18+),Adult (18+),confirmed
qi_2025_modesty,Adult (18+),Adult (18+),confirmed
ptacek2023_swls,Adult (18+),Adult (18+),confirmed
ptacek2023_compact,Adult (18+),Adult (18+),confirmed
ptcichina_zhan_2024,Mixed,Mixed,confirmed
ptacek2023_dass21,Adult (18+),Adult (18+),confirmed
powell_2018_trust,Adult (18+),Adult (18+),confirmed
poza2026_hlseu,Adult (18+),Adult (18+),confirmed
portella_2022_racial_attitudes,Mixed,Mixed,confirmed
powell_2018_qcae,Adult (18+),Adult (18+),confirmed
powell_2018_memory,Adult (18+),Adult (18+),confirmed
pranckeviciene_2022_gad7,Adult (18+),Adult (18+),confirmed
potocnik_2024_diabetes,Adult (18+),Adult (18+),confirmed
pranckeviciene_2022_phq9,Adult (18+),Adult (18+),confirmed
previc_bohn2023,Child (<18y),Child (<18y),confirmed
powell_2018_affect,Adult (18+),Adult (18+),confirmed
queiros_2018_qcae,Adult (18+),Adult (18+),confirmed
randomness_angelike_2024_conscientiousness,Adult (18+),Adult (18+),confirmed
quarter_life_crisis__cd,Adult (18+),Adult (18+),confirmed
quarter_life_crisis__mwb,Adult (18+),Adult (18+),confirmed
rapm_poulton_2022_timed,Adult (18+),Adult (18+),confirmed
quarter_life_crisis__iuc,Adult (18+),Adult (18+),confirmed
randomness_angelike_2024_ncs,Adult (18+),Adult (18+),confirmed
rapm_poulton_2022_untimed,Mixed,Mixed,confirmed
rahman_2022_phq9,Adult (18+),Adult (18+),confirmed
rdatasets_gssabortion,Adult (18+),Adult (18+),confirmed
qi_2025_self_esteem,Adult (18+),Adult (18+),confirmed
qol_islam_2025,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
qi_2025_swls,Adult (18+),Adult (18+),confirmed
qi_2025_self_concept_clarity,Adult (18+),Adult (18+),confirmed
qi_2025_self_construal,Adult (18+),Adult (18+),confirmed
qi_2025_panas,Adult (18+),Adult (18+),confirmed
rmet_higgins_2022_tom,Adult (18+),Adult (18+),confirmed
rmet_higgins_2022_rmet,Adult (18+),Adult (18+),confirmed
robbins_2019_risk_quality_belief,Adult (18+),Adult (18+),confirmed
robbins_2019_has_belief,Adult (18+),Adult (18+),confirmed
rmet_higgins_2022_tas,Adult (18+),Adult (18+),confirmed
robbins_2019_farmtype_belief,Adult (18+),Adult (18+),confirmed
rmet_higgins_2022_aq,Adult (18+),Adult (18+),confirmed
ribeiro_2024_msk_hq,Adult (18+),Adult (18+),confirmed
ren_2019_scpv,Child (<18y),Child (<18y),confirmed
ren2019_cpti,Child (<18y),Child (<18y),confirmed
reinwarth_2023_domain_satisfaction,Mixed,Mixed,confirmed
rfq8_wozniakprus_2022,Adult (18+),Adult (18+),confirmed
reinwarth_2023_phq4,Mixed,Mixed,confirmed
ren2019_scpv,Child (<18y),Child (<18y),confirmed
rfq_wozniakprus_2021,Adult (18+),Adult (18+),confirmed
ren_2019_ypic,Child (<18y),Child (<18y),confirmed
ren2019_ypic,Child (<18y),Child (<18y),confirmed
ren_2019_cpti,Child (<18y),Child (<18y),confirmed
ren_2019_sdq,Child (<18y),Child (<18y),confirmed
reinwarth_2023_loneliness3,Mixed,Mixed,confirmed
ren2019_sdq,Child (<18y),Child (<18y),confirmed
reinwarth_2023_domain_importance,Mixed,Mixed,confirmed
reinwarth_2023_psych_symptoms,Mixed,Mixed,confirmed
reinecke_2018_online_vigilance,Mixed,Mixed,confirmed
rzeszutek_2020_wwii_patgrandmother,Adult (18+),Adult (18+),confirmed
rzeszutek_2020_swls,Adult (18+),Adult (18+),confirmed
rzeszutek_2020_wwii_matgrandmother,Adult (18+),Adult (18+),confirmed
rowe_2016_bai,Adult (18+),Adult (18+),confirmed
rzeszutek_2020_wwii_patgrandfather,Adult (18+),Adult (18+),confirmed
rowe_2016_mfi20,Adult (18+),Adult (18+),confirmed
rosetti2023_gad7,Adult (18+),Adult (18+),confirmed
rzeszutek_2020_ghq28,Adult (18+),Adult (18+),confirmed
rvobgvmaas_lsf_lehing_2024,Adult (18+),Adult (18+),confirmed
rzeszutek_2020_wwii_matgrandfather,Adult (18+),Adult (18+),confirmed
romadlon_2022_facit,Adult (18+),Adult (18+),confirmed
rosetti2023_climate_anxiety,Adult (18+),Adult (18+),confirmed
rosetti_2023_cas,Adult (18+),Adult (18+),confirmed
rowe_2016_symptoms,Adult (18+),Adult (18+),confirmed
Rosenberg_fadplus_goto2021,Adult (18+),Adult (18+),confirmed
rosetti2023_climate_knowledge,Adult (18+),Adult (18+),confirmed
romadlon_2022_bdi,Adult (18+),Adult (18+),confirmed
romadlon_2022_mfi20,Adult (18+),Adult (18+),confirmed
rosetti_2023_gad7,Adult (18+),Adult (18+),confirmed
rodriguezandres_2016_mnemocity_usability,Child (<18y),Child (<18y),confirmed
rodriguezsantero_2024_sats36,Adult (18+),Adult (18+),confirmed
shorttripm_silvia_2025,Adult (18+),Adult (18+),confirmed
selm_2019_climate_knowledge,Adult (18+),Adult (18+),confirmed
sekowski_2025_mast,Adult (18+),Adult (18+),confirmed
sd3ypl_klimczak_2019_ses,Child (<18y),Child (<18y),confirmed
schoepp2022_test_anxiety,Adult (18+),Adult (18+),confirmed
sekowski_2025_pies,Adult (18+),Adult (18+),confirmed
sd3ypl_klimczak_2019_sd3,Child (<18y),Child (<18y),confirmed
sd3ypl_klimczak_2019_bpqa,Child (<18y),Child (<18y),confirmed
sd3ypl_klimczak_2019_bfq,Child (<18y),Child (<18y),confirmed
safiye_2023_mbi,Adult (18+),Adult (18+),confirmed
sd4_silvia_2025,Adult (18+),Adult (18+),confirmed
safiye_2023_rfq,Adult (18+),Adult (18+),confirmed
senyurt_2023_burnout,Adult (18+),Adult (18+),confirmed
singh_2025_identity_gi,Adult (18+),Adult (18+),confirmed
singh_2025_identity_pia,Adult (18+),Adult (18+),confirmed
singh_2025_identity_cse,Adult (18+),Adult (18+),confirmed
silva_2018_tfeq,Adult (18+),Adult (18+),confirmed
silk_2019_hyperactive,Child (<18y),Child (<18y),confirmed
singh_2025_identity_pba,Adult (18+),Adult (18+),confirmed
silva_2018_mbds,Adult (18+),Adult (18+),confirmed
silvia_2024_funny,Adult (18+),Adult (18+),confirmed
singh_2025_identity_pss,Adult (18+),Adult (18+),confirmed
silva_2018_phcs,Adult (18+),Adult (18+),confirmed
silva_2018_whoqol,Adult (18+),Adult (18+),confirmed
silk_2019_inattentive,Child (<18y),Child (<18y),confirmed
singh_2025_identity_irs,Adult (18+),Adult (18+),confirmed
skalka2025_ai_literacy,Adult (18+),Adult (18+),confirmed
silva_2018_bsq,Adult (18+),Adult (18+),confirmed
singh_2025_identity_pit,Adult (18+),Adult (18+),confirmed
singh_2025_identity_grit,Adult (18+),Adult (18+),confirmed
singh_2025_identity_pds,Adult (18+),Adult (18+),confirmed
skurvydas_2024_vigour,Adult (18+),Adult (18+),confirmed
sleboda_2021_risk_benefit,Adult (18+),Adult (18+),confirmed
socialstereotype_hughes_2025_personality_self,Adult (18+),Adult (18+),confirmed
song_2023_mpats,Adult (18+),Adult (18+),confirmed
smpi_lorenzoluaces_2020_phq9,Adult (18+),Adult (18+),confirmed
song_2023_rses,Adult (18+),Adult (18+),confirmed
socialstereotype_hughes_2025_judgement,Adult (18+),Adult (18+),confirmed
sned_bendall_2024,Non-human,Adult (18+),Non-human preserved
smpi_lorenzoluaces_2020_gad7,Adult (18+),Adult (18+),confirmed
song_2023_slwai,Adult (18+),Adult (18+),confirmed
socialstereotype_hughes_2025_personality_other,Adult (18+),Adult (18+),confirmed
smpi_lorenzoluaces_2020_shaps,Adult (18+),Adult (18+),confirmed
smpi_lorenzoluaces_2020_smpi,Adult (18+),Adult (18+),confirmed
spain_2023_identity_patriotism,Adult (18+),Adult (18+),confirmed
spain_2013_services_purpose,Adult (18+),Adult (18+),confirmed
spain_2023_identity_centralism,Adult (18+),Adult (18+),confirmed
spain_2013_services_services,Adult (18+),Adult (18+),confirmed
spain_2013_services_internetout,Adult (18+),Adult (18+),confirmed
spain_2013_services_functioning,Adult (18+),Adult (18+),confirmed
spain_2013_services_complaints,Adult (18+),Adult (18+),confirmed
spain_2023_identity_authenticity,Adult (18+),Adult (18+),confirmed
spain_2013_services_othercontact,Adult (18+),Adult (18+),confirmed
spain_2013_services_internet,Adult (18+),Adult (18+),confirmed
spain_2013_services_inpersonsat,Adult (18+),Adult (18+),confirmed
spain_2023_identity_europe,Adult (18+),Adult (18+),confirmed
spain_2023_identity_identification,Adult (18+),Adult (18+),confirmed
spain_2013_services_offices,Adult (18+),Adult (18+),confirmed
spain_2013_services_importance,Adult (18+),Adult (18+),confirmed
spain_2023_identity_pride,Adult (18+),Adult (18+),confirmed
spain_2024_politics_actions,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_parties,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_leaders,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_discomfort,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_rights,Adult (18+),Adult (18+),confirmed
spain_2023_science_science,Adult (18+),Adult (18+),confirmed
spain_2023_science_dangers,Adult (18+),Adult (18+),confirmed
spain_2023_science_situations,Adult (18+),Adult (18+),confirmed
spain_2023_science_cuts,Adult (18+),Adult (18+),confirmed
spain_2023_science_activities,Adult (18+),Adult (18+),confirmed
spain_2023_science_benefits,Adult (18+),Adult (18+),confirmed
spain_2023_science_engagement,Adult (18+),Adult (18+),confirmed
spain_2023_science_technology,Adult (18+),Adult (18+),confirmed
spain_2023_identity_state,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_society,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_sympathy,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_territorial,Adult (18+),Adult (18+),confirmed
spain_2023_science_functions,Adult (18+),Adult (18+),confirmed
spain_2023_science_interest,Adult (18+),Adult (18+),confirmed
spain_2023_identity_territorial,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_identity,Adult (18+),Adult (18+),confirmed
spain_2023_science_future,Adult (18+),Adult (18+),confirmed
spain_2023_science_utility,Adult (18+),Adult (18+),confirmed
spain_2024_politics_associations,Adult (18+),Adult (18+),confirmed
spain_2024_ideology_welfare,Adult (18+),Adult (18+),confirmed
spain_2025_ai_awareness,Adult (18+),Adult (18+),confirmed
spain_2025_ai_concern,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_youthpriority,Adult (18+),Adult (18+),confirmed
spain_2025_ai_comfort,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_elderslights,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
spain_2025_ageism_bureaucracy,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
spain_2024_values_meaning,Adult (18+),Adult (18+),confirmed
spain_2024_politics_political,Adult (18+),Adult (18+),confirmed
spain_2025_ai_aspects,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_comparison,Adult (18+),Adult (18+),confirmed
spain_2024_politics_values,Adult (18+),Adult (18+),confirmed
spain_2024_politics_online,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_difficulty,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
spain_2024_politics_inperson,Adult (18+),Adult (18+),confirmed
spain_2024_values_values,Adult (18+),Adult (18+),confirmed
spain_2024_politics_difficulty,Adult (18+),Adult (18+),confirmed
spain_2024_values_difficulty,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_youthslights,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_agreement,Adult (18+),Adult (18+),confirmed
spain_2024_politics_beliefs,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_elderpriority,Adult (18+),Adult (18+),confirmed
spain_2025_ai_association,Adult (18+),Adult (18+),confirmed
spain_2025_ageism_problems,Adult (18+),Adult (18+),confirmed
spain_2024_values_political,Adult (18+),Adult (18+),confirmed
spain_2024_values_institutions,Adult (18+),Adult (18+),confirmed
spain_2025_europe_spending,Adult (18+),Adult (18+),confirmed
spain_2025_europe_policy,Adult (18+),Adult (18+),confirmed
spain_2025_europe_effects,Adult (18+),Adult (18+),confirmed
spain_2025_europe_impact,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_system,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_efficacy,Adult (18+),Adult (18+),confirmed
spain_2025_europe_attention,Adult (18+),Adult (18+),confirmed
spain_2025_ai_tools,Adult (18+),Adult (18+),confirmed
spain_2025_ai_sectors,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_media,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_judiciary,Adult (18+),Adult (18+),confirmed
spain_2025_ai_regulation,Adult (18+),Adult (18+),confirmed
spain_2025_europe_trust,Adult (18+),Adult (18+),confirmed
spain_2025_ai_frequency,Adult (18+),Adult (18+),confirmed
spain_2025_ai_eventsagree,Adult (18+),Adult (18+),confirmed
spain_2025_ai_datause,Adult (18+),Adult (18+),confirmed
spain_2025_europe_agreement,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_priorities,Adult (18+),Adult (18+),confirmed
spain_2025_ai_possibilities,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_parties,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_internal,Adult (18+),Adult (18+),confirmed
spain_2025_democracy_trust,Adult (18+),Adult (18+),confirmed
spain_2025_ai_impact,Adult (18+),Adult (18+),confirmed
spain_2025_europe_awareness,Adult (18+),Adult (18+),confirmed
spain_2025_ai_risk,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_system,Adult (18+),Adult (18+),confirmed
spain_2025_inequality_recognition,Adult (18+),Adult (18+),confirmed
spain_2025_inequality_personal,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_mental,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_digital,Adult (18+),Adult (18+),confirmed
spain_2025_inequality_trajectory,Adult (18+),Adult (18+),confirmed
spain_2025_sex_identity,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_aicomfort,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_regional,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_airegulation,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_coordination,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_aiconcern,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_hospital,Adult (18+),Adult (18+),confirmed
spain_2025_tourism_importance,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_services,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_primary,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_diagnostics,Adult (18+),Adult (18+),confirmed
spain_2025_sex_frequency,Adult (18+),Adult (18+),confirmed
spain_2025_sanitation_specialist,Adult (18+),Adult (18+),confirmed
spain_2025_sex_attitudes,Adult (18+),Adult (18+),confirmed
spain_2025_sex_condom,Adult (18+),Adult (18+),confirmed
spain_2025_inequality_leaders,Adult (18+),Adult (18+),confirmed
spain_2025_fears_leaders,Adult (18+),Adult (18+),confirmed
spain_2025_inequality_inequality,Adult (18+),Adult (18+),confirmed
spain_2025_fears_prospect,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_hostility,Adult (18+),Adult (18+),confirmed
spain_2026_confidence_prospect,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_memes,Adult (18+),Adult (18+),confirmed
spain_2026_international_eu,Adult (18+),Adult (18+),confirmed
spain_2026_elections_moreno,Adult (18+),Adult (18+),confirmed
spain_2026_confidence_retrospect,Adult (18+),Adult (18+),confirmed
spain_2026_confidence_expectations,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_humorperception,Adult (18+),Adult (18+),confirmed
spain_2026_elections_montero,Adult (18+),Adult (18+),confirmed
spain_2026_international_influence,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_humorclimate,Adult (18+),Adult (18+),confirmed
spain_2026_elections_gavira,Adult (18+),Adult (18+),confirmed
spain_2026_international_media,Adult (18+),Adult (18+),confirmed
spain_2026_elections_garcia,Adult (18+),Adult (18+),confirmed
spain_2026_international_confidence,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_concern,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_personalhumor,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_humorlimits,Adult (18+),Adult (18+),confirmed
spain_2026_elections_maillo,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_regulation,Adult (18+),Adult (18+),confirmed
spain_2026_elections_campaign,Adult (18+),Adult (18+),confirmed
spain_2026_elections_leaderscampaign,Adult (18+),Adult (18+),confirmed
spain_2026_confidence_macro,Adult (18+),Adult (18+),confirmed
spain_2026_confidence_acquisition,Adult (18+),Adult (18+),confirmed
spain_2026_disinformation_offense,Adult (18+),Adult (18+),confirmed
szabo_2025_bwas,Adult (18+),Adult (18+),confirmed
szabo_2025_pss4,Adult (18+),Adult (18+),confirmed
szabo_2025_work_conflict,Adult (18+),Adult (18+),confirmed
spain_2026_love_desire,Adult (18+),Adult (18+),confirmed
spain_2026_prostitution_pornography,Adult (18+),Adult (18+),confirmed
spain_2026_love_conceptions,Adult (18+),Adult (18+),confirmed
szabo_2025_work_addiction,Adult (18+),Adult (18+),confirmed
spain_2026_prostitution_prostitution,Adult (18+),Adult (18+),confirmed
szabo_2025_molbi,Adult (18+),Adult (18+),confirmed
spain_2026_love_gestures,Adult (18+),Adult (18+),confirmed
spain_2026_love_association,Adult (18+),Adult (18+),confirmed
szabo_2025_wellbeing,Adult (18+),Adult (18+),confirmed
szabo_2025_passion,Adult (18+),Adult (18+),confirmed
spq_kay_2025,Adult (18+),Adult (18+),confirmed
spain_2026_love_attitudes,Adult (18+),Adult (18+),confirmed
spain_2026_international_threat,Adult (18+),Adult (18+),confirmed
spain_2026_love_importance,Adult (18+),Adult (18+),confirmed
szabo_2025_family_conflict,Adult (18+),Adult (18+),confirmed
spain_2026_love_apps,Adult (18+),Adult (18+),confirmed
spain_2026_love_usage,Adult (18+),Adult (18+),confirmed
ssd12_habib_2025,Adult (18+),Adult (18+),confirmed
spain_2026_international_un,Adult (18+),Adult (18+),confirmed
spalex_aguasvivas_2020,Adult (18+),Adult (18+),confirmed
taylorabdulai_2025_incentives,Adult (18+),Adult (18+),confirmed
taylorabdulai_2025_stop_behavior,Adult (18+),Adult (18+),confirmed
taylorabdulai_2025_info_source,Adult (18+),Adult (18+),confirmed
teacherjudgements_lohmann_2026_selfconcept,Adult (18+),Adult (18+),confirmed
taylorabdulai_2025_conspiracy,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_distress_helpless,Adult (18+),Adult (18+),confirmed
teacherjudgements_lohmann_2026_conscientiousness,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_nonverbal,Adult (18+),Adult (18+),confirmed
tang_2024_outcome_expectations,Mixed,Mixed,confirmed
teicher_2015_mace_emot_neglect,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_distress_terrified,Adult (18+),Adult (18+),confirmed
teacherjudgements_lohmann_2026_motivation,Adult (18+),Adult (18+),confirmed
tang_2024_swls,Mixed,Mixed,confirmed
tang_2024_caregiver_child_conflict,Mixed,Mixed,confirmed
tang_2024_caregiver_child_attachment,Mixed,Mixed,confirmed
tang_2024_academic_satisfaction,Mixed,Mixed,confirmed
tang_2024_panas_negative,Mixed,Mixed,confirmed
tang_2024_environmental_support,Mixed,Mixed,confirmed
tang_2024_self_construal,Mixed,Mixed,confirmed
tang_2024_caregiver_child_regulation,Mixed,Mixed,confirmed
tang_2024_self_efficacy,Mixed,Mixed,confirmed
tang_2024_caregiver_child_communication,Mixed,Mixed,confirmed
tang_2024_goal_progress,Mixed,Mixed,confirmed
tang_2024_panas_positive,Mixed,Mixed,confirmed
teicher_2015_mace_verbal,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_witness_sib,Adult (18+),Adult (18+),confirmed
torices_2025_isra_b,Adult (18+),Adult (18+),confirmed
teq_novak_2021_selfesteem,Adult (18+),Adult (18+),confirmed
torices_2025_bapq,Adult (18+),Adult (18+),confirmed
teq_novak_2021_socdes,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_ct,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_physical,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_peer_physical,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_phys_neglect,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_sexual,Adult (18+),Adult (18+),confirmed
teq_novak_2021_bfin,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_ao,Adult (18+),Adult (18+),confirmed
torices_2025_dflex,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_ef,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_cm,Adult (18+),Adult (18+),confirmed
test_taking_much_2025_mr,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_witness_parent,Adult (18+),Adult (18+),confirmed
teodorini_2020_modafinil_attitudes,Adult (18+),Adult (18+),confirmed
teshome_2021_pss10,Adult (18+),Adult (18+),confirmed
teicher_2015_mace_peer_verbal,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h11_undo,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
trivia_fastrich_2017,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h12_language,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h1_consistency,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tran_2023_phq9,Adult (18+),Adult (18+),confirmed
torok_2025_news_source_frequency,Adult (18+),Adult (18+),confirmed
trevisan_2018_aq,Mixed,Mixed,confirmed
torok_2025_legality_beliefs,Adult (18+),Adult (18+),confirmed
torok_2025_data_security,Adult (18+),Adult (18+),confirmed
torok_2025_news_source_trust,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h10_closure,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
torices_2025_isra_b_sit,Adult (18+),Adult (18+),confirmed
tran_2023_gi_symptoms,Adult (18+),Adult (18+),confirmed
torok_2025_facebook_uses,Adult (18+),Adult (18+),confirmed
tran_2023_gad7,Adult (18+),Adult (18+),confirmed
torok_2025_news_consumption,Adult (18+),Adult (18+),confirmed
torok_2025_discourse_responsibility,Adult (18+),Adult (18+),confirmed
torok_2025_social_media_effects,Adult (18+),Adult (18+),confirmed
torok_2025_data_disclosure,Adult (18+),Adult (18+),confirmed
torok_2025_ai_acceptance,Adult (18+),Adult (18+),confirmed
torok_2025_manipulation_fear,Adult (18+),Adult (18+),confirmed
trusz_2025_nfi,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
torok_2025_internet_use_frequency,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h13_control,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
trevisan_2018_mscs,Mixed,Mixed,confirmed
turner_2022_sr_belief_change,Adult (18+),Adult (18+),confirmed
twod_rotation_mather2023,Mixed,Mixed,confirmed
tuason_2021_wellbeing,Adult (18+),Adult (18+),confirmed
turner_2022_cognitive_mediation,Adult (18+),Adult (18+),confirmed
tuason_2021_loneliness_social,Adult (18+),Adult (18+),confirmed
tuason_2021_covid_coping_enjoy,Adult (18+),Adult (18+),confirmed
tuason_2021_sense_of_agency,Adult (18+),Adult (18+),confirmed
tu_2022_achievement_motivation,Mixed,Mixed,confirmed
tsai_2017_treeit_tam_pu,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_tam_bi,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tuason_2021_loneliness_emotional,Adult (18+),Adult (18+),confirmed
tsai_2017_treeit_h9_error,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h7_flexibility,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_tam_peou,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h8_message,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h4_minimalist,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h6_feedback,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h5_memory,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h2_visibility,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h14_document,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
tsai_2017_treeit_h3_match,Elderly (minimum age >50),Elderly (minimum age >50),confirmed
uti_newlands_2023_rutiiq,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_wpai,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_uclals,Adult (18+),Adult (18+),confirmed
validatedtouchvideo_smit_2025_strength,Adult (18+),Adult (18+),confirmed
validatedtouchvideo_smit_2025_category,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_psq,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_fsdsr,Adult (18+),Adult (18+),confirmed
uti_newlands_2023_gad,Adult (18+),Adult (18+),confirmed
validatedtouchvideo_smit_2025_arousal,Adult (18+),Adult (18+),confirmed
