table,section_id,item,instrument,instructions,section_prompt,item_text,correct_response,option_text,resp
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi54,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I sometimes have an impulse to steal other people's belongings, even if they are of no use to me.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi54,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"I sometimes have an impulse to steal other people's belongings, even if they are of no use to me.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi55,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes almost irresistibly tempted to steal something from the supermarket.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi55,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes almost irresistibly tempted to steal something from the supermarket.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi55,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes almost irresistibly tempted to steal something from the supermarket.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi55,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes almost irresistibly tempted to steal something from the supermarket.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi55,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I am sometimes almost irresistibly tempted to steal something from the supermarket.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi56,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have an impulse to hurt defenseless children or animals.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi56,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have an impulse to hurt defenseless children or animals.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi56,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have an impulse to hurt defenseless children or animals.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi56,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have an impulse to hurt defenseless children or animals.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi56,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I sometimes have an impulse to hurt defenseless children or animals.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi57,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to make special gestures or walk a certain way.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi57,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to make special gestures or walk a certain way.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi57,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to make special gestures or walk a certain way.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi57,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to make special gestures or walk a certain way.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi57,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I feel I have to make special gestures or walk a certain way.,,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi58,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"In certain situations I feel an impulse to eat too much, even if I am then ill.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi58,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"In certain situations I feel an impulse to eat too much, even if I am then ill.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi58,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"In certain situations I feel an impulse to eat too much, even if I am then ill.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi58,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"In certain situations I feel an impulse to eat too much, even if I am then ill.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi58,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"In certain situations I feel an impulse to eat too much, even if I am then ill.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi59,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a suicide or a crime, I am upset for a long time and find it difficult to stop thinking about it.",,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi59,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a suicide or a crime, I am upset for a long time and find it difficult to stop thinking about it.",,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi59,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a suicide or a crime, I am upset for a long time and find it difficult to stop thinking about it.",,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi59,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a suicide or a crime, I am upset for a long time and find it difficult to stop thinking about it.",,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi59,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,"When I hear about a suicide or a crime, I am upset for a long time and find it difficult to stop thinking about it.",,Very much,4
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi60,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent useless worries about germs and diseases.,,Not at all,0
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi60,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent useless worries about germs and diseases.,,A little,1
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi60,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent useless worries about germs and diseases.,,Some,2
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi60,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent useless worries about germs and diseases.,,A lot,3
iwasa_2016_padua_inventory,iwasa_2016_padua_inventory_1,pi60,"Padua Inventory (Sanavio, 1988), 60-item version",Reply to each question with a rating of 0 to 4 (0 equals not at all; 1 equals a little; 2 equals some; 3 equals a lot; 4 equals very much.),,I invent useless worries about germs and diseases.,,Very much,4
