table,status,batch,timestamp
wolf_2017_study2_vitality_pre,blocked,batch_227,2026-09-16T01:38:06
wolters2026_panas_na,done,batch_228,2026-09-16T01:41:46
wolters2026_panas_pa,done,batch_228,2026-09-16T01:41:46
wolters2026_wi,done,batch_228,2026-09-16T01:41:46
wu2021_burnout,done,batch_229,2026-09-16T02:42:15-07:00
wu2021_panas,blocked,batch_229,2026-09-16T02:42:15-07:00
wu2021_resilience,blocked,batch_229,2026-09-16T02:42:15-07:00
wu2021_swls,blocked,batch_230,2026-09-16T03:01:18
wu_2024_resilience,done,batch_230,2026-09-16T03:01:18
wu2026_liking,done,batch_230,2026-09-16T03:01:18
wu2026_novel,done,batch_231,2026-09-16T11:55:03-07:00
wu2026_typical,done,batch_231,2026-09-16T11:55:03-07:00
wurm_2016_mdi,done,batch_231,2026-09-16T11:55:03-07:00
xiao_2026_entrepreneurial_intention,done,batch_232,2026-09-16T11:58:23-07:00
xiong_2025_dass21,done,batch_232,2026-09-16T11:58:23-07:00
xu_2016_pqb,blocked,batch_232,2026-09-16T11:58:23-07:00
xu_2022_ples_aa,done,batch_233,2026-09-16T12:16:17
xu_2025_hcq_p,done,batch_233,2026-09-16T12:16:17
yandun2026_logical_thinking,done,batch_233,2026-09-16T12:16:17
yandun2026_memory,done,batch_234,2026-09-16T12:33:20
yang_2018_cesd,done,batch_234,2026-09-16T12:33:20
yang_2023_consumption_intent,done,batch_234,2026-09-16T12:33:20
yang_2023_emotional_eating_cesd,done,batch_235,2026-09-16T12:46:22
yang_2023_emotional_eating_ders,done,batch_235,2026-09-16T12:46:22
yang_2023_emotional_eating_eesr,done,batch_235,2026-09-16T12:46:22
yang_2023_emotional_eating_uppsp,done,batch_236,2026-09-16T20:03:40+00:00
yang_2023_green_brand_image,done,batch_236,2026-09-16T20:03:40+00:00
yang_2023_perceived_value,done,batch_236,2026-09-16T20:03:40+00:00
yang_2025_aiccs,done,batch_237,2026-09-16T13:21:43
yang2026_efl_learner_perspective,done,batch_237,2026-09-16T13:21:43
yang_2026_erq,blocked,batch_237,2026-09-16T13:21:43
yang_2026_igd_benefits,done,batch_238,2026-09-16T13:47:59
yang_2026_igd_criteria,blocked,batch_238,2026-09-16T13:47:59
yang_2026_pars3,done,batch_238,2026-09-16T13:47:59
ye_2025_q25_scale,done,batch_239,2026-09-16T14:04:15-07:00
yin_2022_gad7,done,batch_239,2026-09-16T14:04:15-07:00
yin_2022_values_importance,done,batch_239,2026-09-16T14:04:15-07:00
yu_2025_bedtime_procrastination,done,batch_240,2026-09-16T14:07:30
yu_2025_physical_activity,done,batch_240,2026-09-16T14:07:30
yuebo_2024_netbenefit,done,batch_240,2026-09-16T14:07:30
yuebo_2024_satisfaction,done,batch_241,2026-09-18T19:14:43-07:00
yuebo_2024_srvquality,done,batch_241,2026-09-18T19:14:43-07:00
yuebo_2024_sysquality,done,batch_241,2026-09-18T19:14:43-07:00
yuebo_2024_tck,done,batch_242,2026-09-18T19:52:19-07:00
yuebo_2024_tk,blocked,batch_242,2026-09-18T19:52:19-07:00
yuebo_2024_tpack,blocked,batch_242,2026-09-18T19:52:19-07:00
yuebo_2024_use,done,batch_243,2026-09-18T19:54:10-07:00
zaehl2023_hexaco,blocked,batch_243,2026-09-18T19:54:10-07:00
zaehl2023_twq_commitment,done,batch_243,2026-09-18T19:54:10-07:00
zaehl2023_twq_support,done,batch_244,2026-09-18T20:09:59-07:00
zamzuri_2021_rpap_attitude,done,batch_244,2026-09-18T20:09:59-07:00
zamzuri_2021_rpap_practice,done,batch_244,2026-09-18T20:09:59-07:00
zamzuri_2021_rpap_risk_perception,done,batch_245,2026-09-18T20:12:44-07:00
zautra_2015_caug,done,batch_245,2026-09-18T20:12:44-07:00
zautra_2015_iri,blocked,batch_245,2026-09-18T20:12:44-07:00
zautra_2015_tmms24,done,batch_246,2026-09-18T20:22:01-07:00
zeng_2025_academic_buoyancy_cfa,blocked,batch_246,2026-09-18T20:22:01-07:00
zeng_2025_academic_buoyancy_efa,blocked,batch_246,2026-09-18T20:22:01-07:00
zeng_2025_megaproject_msr,done,batch_247,2026-09-18T20:34:08-07:00
zeng_2025_megaproject_seap,done,batch_247,2026-09-18T20:34:08-07:00
zeng_2026_gai_exploitation,done,batch_247,2026-09-18T20:34:08-07:00
zeng_2026_gai_inst_support,done,batch_248,2026-09-18T20:41:57-07:00
zeng_2026_gai_learning_effect,done,batch_248,2026-09-18T20:41:57-07:00
zeng_2026_gai_role_adapt,done,batch_248,2026-09-18T20:41:57-07:00
zeng_2026_gai_self_efficacy,done,batch_249,2026-09-18T20:59:09-07:00
zeng_2026_gai_ttf,done,batch_249,2026-09-18T20:59:09-07:00
zhang_2020_trait_creativity_mood,done,batch_249,2026-09-18T20:59:09-07:00
zhang_2024_attractiveness,done,batch_250,2026-09-18T21:07:13-07:00
zhang_2024_gift_intention,done,batch_250,2026-09-18T21:07:13-07:00
zhang_2024_parasocial,done,batch_250,2026-09-18T21:07:13-07:00
zhang_2024_streamer_dsp,done,batch_251,2026-09-18T21:10:07-07:00
zhang_2024_viewer_dsp,done,batch_251,2026-09-18T21:10:07-07:00
zhang_2025_coercive_pressure,done,batch_251,2026-09-18T21:10:07-07:00
zhang_2025_environ_awareness,done,batch_252,2026-09-18T21:24:01-07:00
zhang_2025_normative_pressure,done,batch_252,2026-09-18T21:24:01-07:00
zhang_2025_self_efficacy,done,batch_252,2026-09-18T21:24:01-07:00
zhao_2024_erq,done,batch_253,2026-09-18T21:33:20-07:00
zhao_2025_digital_literacy,done,batch_253,2026-09-18T21:33:20-07:00
zhao_2025_nat_env_perception,done,batch_253,2026-09-18T21:33:20-07:00
zhao_2025_place_attachment,done,batch_254,2026-09-18T21:36:12-07:00
zhao_2025_psych_recovery_eval,done,batch_254,2026-09-18T21:36:12-07:00
zhou_2024_smart_home_intention,done,batch_254,2026-09-18T21:36:12-07:00
zhou_2025_ehealth_literacy,done,batch_255,2026-09-18T21:52:16-07:00
zvi_2022_rei,blocked,batch_255,2026-09-18T21:52:16-07:00
ALSECYPIAMH_WU_2022_MIL,blocked,batch_255,2026-09-18T21:52:16-07:00
AMI_CV_Hewitt2024,done,batch_256,2026-09-18T21:54:59-07:00
AOMT_BR_SF_EDPANAB_Geiger_2021_RF,done,batch_256,2026-09-18T21:54:59-07:00
BAFACALO_Golino_2013_BVPS,blocked,batch_256,2026-09-18T21:54:59-07:00
CV_OASIS_ODSIS_PPE_Novak_2020_PANAS,done,batch_257,2026-09-18T22:05:22-07:00
EWAS_Sanford_2024,done,batch_257,2026-09-18T22:05:22-07:00
FGSIS_Berzeviczy_2018,done,batch_257,2026-09-18T22:05:22-07:00
presenteeism_golz_2024,done,batch_258,2026-09-19T09:09:40-07:00
uti_newlands_2023_gad,done,batch_258,2026-09-19T09:09:40-07:00
uti_newlands_2023_phq,done,batch_258,2026-09-19T09:09:40-07:00
uti_newlands_2023_rutiiq,blocked,batch_259,2026-09-19T09:20:05-07:00
uti_newlands_2023_wpai,done,batch_259,2026-09-19T09:20:05-07:00
dss_mouta_2021,done,batch_259,2026-09-19T09:20:05-07:00
christiannationalism_davis2021,blocked,batch_260,2026-09-19T09:31:02-07:00
morgan_2026_music_personality_stompr,done,batch_260,2026-09-19T09:31:02-07:00
bfi_goldberg_1992_agreeableness,done,batch_260,2026-09-19T09:31:02-07:00
bfi_goldberg_1992_conscientiousness,done,batch_261,2026-09-19T09:38:55-07:00
bfi_goldberg_1992_extraversion,done,batch_261,2026-09-19T09:38:55-07:00
bfi_goldberg_1992_neuroticism,done,batch_261,2026-09-19T09:38:55-07:00
bfi_goldberg_1992_openness_to_experience,done,batch_262,2026-09-19T09:46:06-07:00
talaifar_2025_study1_lifestyle_survey,done,batch_262,2026-09-19T09:46:06-07:00
talaifar_2025_study2_plp,done,batch_262,2026-09-19T09:46:06-07:00
cogcontrol_gyurkovics_2019_mwprobe,done,batch_263,2026-09-19T10:00:12-07:00
mede_2025_clim_emotions,done,batch_263,2026-09-19T10:00:12-07:00
mede_2025_clim_government,blocked,batch_263,2026-09-19T10:00:12-07:00
mede_2025_clim_polsupport,done,batch_264,2026-09-19T10:24:00-07:00
mede_2025_clim_weather_future,done,batch_264,2026-09-19T10:24:00-07:00
mede_2025_clim_weather_past,done,batch_264,2026-09-19T10:24:00-07:00
mede_2025_goals_priority,done,batch_265,2026-09-20T11:08:34
mede_2025_goals_tackle,done,batch_265,2026-09-20T11:08:34
mede_2025_normperc,done,batch_265,2026-09-20T11:08:34
mede_2025_outspokenness,done,batch_266,2026-09-20T11:19:39-07:00
mede_2025_sciengage,done,batch_266,2026-09-20T11:19:39-07:00
mede_2025_sciinfo,done,batch_266,2026-09-20T11:19:39-07:00
mede_2025_scipop,done,batch_267,2026-09-20T11:38:00-07:00
mede_2025_sdo,done,batch_267,2026-09-20T11:38:00-07:00
mede_2025_trust_scientists,done,batch_267,2026-09-20T11:38:00-07:00
mede_2025_willvul,done,batch_268,2026-09-20T11:54:43-07:00
feminist_perspectives,blocked,batch_268,2026-09-20T11:54:43-07:00
wang_2016_study1_authalien,done,batch_268,2026-09-20T11:54:43-07:00
wang_2016_study1_authexternal,done,batch_269,2026-09-20T11:57:31
wolf_2017_study2_video_liking,done,batch_269,2026-09-20T11:57:31
pierro_2018_assessment_s4,done,batch_269,2026-09-20T11:57:31
pierro_2018_locomotion_s4,done,batch_270,2026-09-20T12:09:22
pierro_2018_tf_present_s4,done,batch_270,2026-09-20T12:09:22
wesselmann_2018_drri,done,batch_270,2026-09-20T12:09:22
wesselmann_2018_ostracism,done,batch_271,2026-09-20T12:32:21-07:00
wesselmann_2018_social_support,done,batch_271,2026-09-20T12:32:21-07:00
afaya_2020_complications_knowledge,done,batch_271,2026-09-20T12:32:21-07:00
afaya_2020_diet_knowledge,done,batch_272,2026-09-20T12:35:29-07:00
afaya_2020_exercise_knowledge,done,batch_272,2026-09-20T12:35:29-07:00
afaya_2020_footcare_knowledge,done,batch_272,2026-09-20T12:35:29-07:00
afaya_2020_general_knowledge,done,batch_273,2026-09-20T12:53:22
afaya_2020_medication_knowledge,done,batch_273,2026-09-20T12:53:22
afaya_2020_monitoring_knowledge,done,batch_273,2026-09-20T12:53:22
avilatamayo_2022_empl_stab,done,batch_274,2026-09-20T12:56:33-07:00
avilatamayo_2022_skills_dev,done,batch_274,2026-09-20T12:56:33-07:00
avilatamayo_2022_work_envir,done,batch_274,2026-09-20T12:56:33-07:00
avilatamayo_2022_work_life,done,batch_275,2026-09-20T13:09:44-07:00
avilatamayo_2022_workf_div,done,batch_275,2026-09-20T13:09:44-07:00
busch_2022_course_exacerbate,done,batch_275,2026-09-20T13:09:44-07:00
yang_2025_intercultural_contact,done,batch_276,2026-09-20T13:31:48
song_2025_cs,done,batch_276,2026-09-20T13:31:48
song_2025_er,done,batch_276,2026-09-20T13:31:48
song_2025_lwb,blocked,batch_277,2026-09-20T13:34:52-07:00
song_2025_pj,done,batch_277,2026-09-20T13:34:52-07:00
song_2025_pwb,done,batch_277,2026-09-20T13:34:52-07:00
song_2025_sc,done,batch_278,2026-09-20T14:04:22-07:00
song_2025_wwb,done,batch_278,2026-09-20T14:04:22-07:00
dou2025_ans,done,batch_278,2026-09-20T14:04:22-07:00
qin_2025_cultural_identity,done,batch_279,2026-09-20T14:16:33-07:00
wang_2026_veteran_expectations,done,batch_279,2026-09-20T14:16:33-07:00
ribeiro_2019_academic_motivation,done,batch_279,2026-09-20T14:16:33-07:00
rogers_2021_financial_knowledge,done,batch_280,2026-09-20T14:19:46
hoai_2026_academic_achievement,done,batch_280,2026-09-20T14:19:46
hoai_2026_cognitive_presence,done,batch_280,2026-09-20T14:19:46
hoai_2026_instructional_design_quality,done,batch_281,2026-09-20T14:34:59-07:00
hoai_2026_learning_experience,done,batch_281,2026-09-20T14:34:59-07:00
hoai_2026_social_presence,done,batch_281,2026-09-20T14:34:59-07:00
hoai_2026_student_engagement,done,batch_282,2026-09-20T14:49:24
hoai_2026_teaching_presence,done,batch_282,2026-09-20T14:49:24
aiquipa_2026_dgs,done,batch_282,2026-09-20T14:49:24
ramadan_2026_ai_awareness,done,batch_283,2026-09-20T15:16:07
ramadan_2026_applied_practice,done,batch_283,2026-09-20T15:16:07
ramadan_2026_attitudes,done,batch_283,2026-09-20T15:16:07
ramadan_2026_perceived_competence,done,batch_284,2026-09-20T15:40:05
preschool_sel_emt,done,batch_284,2026-09-20T15:40:05
pellerin2020_3dws,done,batch_284,2026-09-20T15:40:05
pellerin2020_asti,done,batch_285,2026-09-20T15:43:35
wu2021_empathy,done,batch_285,2026-09-20T15:43:35
offlinefriend_ofaq,done,batch_285,2026-09-20T15:43:35
wooly_hartman2022,done,batch_286,2026-09-20T16:13:19-07:00
ilearnathome_regalado_2025,done,batch_286,2026-09-20T16:13:19-07:00
skalka2025_ai_literacy,done,batch_286,2026-09-20T16:13:19-07:00
mekheimer_2026_cai,blocked,batch_287,2026-09-20T16:32:46
mekheimer_2026_flp,done,batch_287,2026-09-20T16:32:46
mekheimer_2026_id,blocked,batch_287,2026-09-20T16:32:46
mekheimer_2026_paf,blocked,batch_288,2026-09-20T16:53:57
yandun2026_attention,done,batch_288,2026-09-20T16:53:57
FACIT_YOUNT_2021_clinic10,done,batch_288,2026-09-20T16:53:57
goldberg_2018_bri_bri,done,batch_289,2026-09-20T17:06:26
goldberg_2018_bri_feel,done,batch_289,2026-09-20T17:06:26
goldberg_2018_bri_food,done,batch_289,2026-09-20T17:06:26
goldberg_2018_bri_ofood,done,batch_290,2026-09-20T17:13:17
goldberg_2018_sbo,done,batch_290,2026-09-20T17:13:17
parental_text_intervention,blocked,batch_290,2026-09-20T17:13:17
covid_travel_mackenzie_2021,done,batch_291,2026-09-20T17:52:48
opladen2025_fkg,done,batch_291,2026-09-20T17:52:48
opladen2025_fks,done,batch_291,2026-09-20T17:52:48
hannachi_2025_eco_anxiety_cas,done,batch_292,2026-09-20T18:09:42-07:00
hannachi_2025_eco_anxiety_cope,blocked,batch_292,2026-09-20T18:09:42-07:00
hannachi_2025_eco_anxiety_heas,done,batch_292,2026-09-20T18:09:42-07:00
spain_2025_democracy_efficacy,done,batch_293,2026-09-20T18:13:51
spain_2025_democracy_internal,done,batch_293,2026-09-20T18:13:51
spain_2025_democracy_judiciary,done,batch_293,2026-09-20T18:13:51
spain_2025_democracy_media,done,batch_294,2026-09-20T18:41:08
spain_2025_democracy_parties,done,batch_294,2026-09-20T18:41:08
spain_2025_democracy_priorities,done,batch_294,2026-09-20T18:41:08
spain_2025_democracy_system,done,batch_295,2026-09-20T18:44:20
spain_2025_democracy_trust,done,batch_295,2026-09-20T18:44:20
spain_2025_ageism_agreement,done,batch_295,2026-09-20T18:44:20
spain_2025_ageism_bureaucracy,done,batch_296,2026-09-20T18:55:19
spain_2025_ageism_comparison,done,batch_296,2026-09-20T18:55:19
spain_2025_ageism_difficulty,done,batch_296,2026-09-20T18:55:19
spain_2025_ageism_elderpriority,done,batch_297,2026-09-20T19:05:32
spain_2025_ageism_elderslights,done,batch_297,2026-09-20T19:05:32
spain_2025_ageism_problems,done,batch_297,2026-09-20T19:05:32
spain_2025_ageism_youthpriority,done,batch_298,2026-09-21T19:36:41
spain_2025_ageism_youthslights,done,batch_298,2026-09-21T19:36:41
Zanesco_2023_Golleretal2020,done,batch_298,2026-09-21T19:36:41
rdatasets_gssabortion,done,batch_299,2026-09-21T20:05:34-07:00
IJLS_Eersel_2024_ICECAP,blocked,batch_304,2026-09-22T10:30:00-07:00
IJLS_Eersel_2024_IUS,done,batch_304,2026-09-19T13:30:00-07:00
IJLS_Eersel_2024_Optimism,done,batch_304,2026-09-19T13:30:00-07:00
MotAcademica_Ribeiro_2019,excluded,batch_304,2026-09-23T14:00:00-07:00
PEMAIW_Qiu_2020_PANAS,done,batch_304,2026-09-19T13:30:00-07:00
PROMISPME_Forrest_2021_Family_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_Family_Proxy,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_GHGlobal_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_LS_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_MP_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_PosAff_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_Strength_Children,blocked,rights_2026-09-10,2026-09-10T06:20:00
PROMISPME_Forrest_2021_Strength_Proxy,blocked,rights_2026-09-10,2026-09-10T06:20:00
PTCI_Chinese_Zhan_2024,blocked,batch_304,2026-09-19T15:40:00-07:00
QADT_Kleka_2023,done,batch_304,2026-09-19T13:30:00-07:00
SCS_Suh_2023_BFNE,blocked,batch_304,2026-09-19T15:40:00-07:00
abortion,done,batch_304,2026-09-19T13:30:00-07:00
alcoholhealthwarninglabel_brennan_2022_intentions_postexposure,done,batch_304,2026-09-19T13:30:00-07:00
ali_2021_phq9,done,already_published,2026-09-19T15:10:00-07:00
amorim_2025_climej_florescimentonotrabalho,blocked,batch_304,2026-09-19T13:30:00-07:00
anxiety_gastro_symptoms,done,batch_303,2026-09-19T12:15:00-07:00
audit_BrummerHoffman_2021,done,batch_303,2026-09-20T15:45:00-07:00
brand_raffaelli_2024_recognition_20,done,batch_303,2026-09-19T12:15:00-07:00
cavalini_mokken,done,batch_303,2026-09-19T12:15:00-07:00
cognitive_load_klimova_2023_paas,blocked,batch_303,2026-09-19T12:15:00-07:00
conner_2017_lot,done,already_published,2026-09-19T15:10:00-07:00
consideration_future_consequences,done,already_published,2026-09-19T15:10:00-07:00
cordova2019_clinical_edu_environment,done,batch_303,2026-09-19T18:00:00-07:00
cucchi_2018_pts,done,already_published,2026-09-19T15:10:00-07:00
disgust_berger2014,done,batch_303,2026-09-19T12:15:00-07:00
dvivdtws_ppmial_marcatto_2023_ocs,excluded,batch_303,2026-09-19T19:30:00-07:00
ecps_sahm_2024_distrust,done,batch_022,2026-09-04T11:00:00-07:00
ecps_sahm_2024_moral,done,batch_022,2026-09-04T11:00:00-07:00
ees_sarling_2024,done,batch_303,2026-09-19T12:15:00-07:00
envirisk_lalot_2025,done,batch_302,2026-09-19T11:30:00-07:00
famous_melodies,done,batch_302,2026-09-19T11:30:00-07:00
franco_2024_unfolding,done,batch_302,2026-09-19T11:30:00-07:00
gcbs_brotherton_2013_vcl,done,batch_302,2026-09-19T11:30:00-07:00
gilbert_meta_28,done,batch_302,2026-09-19T11:30:00-07:00
gilbert_meta_66,blocked,batch_302,2026-09-22T10:30:00-07:00
gilbert_meta_72,blocked,batch_302,2026-09-22T10:30:00-07:00
gilbert_meta_9,blocked,batch_302,2026-09-19T11:30:00-07:00
gilbert_meta_95,done,batch_302,2026-09-19T11:30:00-07:00
iat_poverty,done,batch_302,2026-09-19T11:30:00-07:00
imos_1985,done,batch_302,2026-09-19T11:30:00-07:00
imos_1986,done,batch_302,2026-09-19T11:30:00-07:00
imos_1992,done,batch_301,2026-09-18T16:15:00-07:00
imos_1995,done,batch_301,2026-09-18T16:15:00-07:00
imos_1998,done,batch_301,2026-09-18T16:15:00-07:00
imos_2000,done,batch_301,2026-09-18T16:15:00-07:00
imos_2002,done,batch_301,2026-09-18T16:15:00-07:00
imos_2003,done,batch_301,2026-09-18T16:15:00-07:00
imos_2007,done,batch_301,2026-09-18T16:15:00-07:00
imos_2011,done,batch_301,2026-09-18T16:15:00-07:00
imos_2016,done,batch_301,2026-09-18T16:15:00-07:00
iowa_gambling_task,done,batch_301,2026-09-18T16:15:00-07:00
ipip_openpsychometrics_ad,done,batch_301,2026-09-18T16:15:00-07:00
ipip_openpsychometrics_sc,done,batch_301,2026-09-18T16:15:00-07:00
iwasa_2016_padua_inventory,done,already_published,2026-09-19T15:10:00-07:00
mental_health_malawi,blocked,batch_300,2026-09-22T10:30:00-07:00
mturkddm_by,done,batch_300,2026-09-18T14:30:00-07:00
mturkddm_lexical,done,batch_300,2026-09-18T14:30:00-07:00
much_tte_2025_concentrationtask,done,batch_300,2026-09-18T14:30:00-07:00
much_tte_2025_currentmotivation,done,batch_300,2026-09-18T14:30:00-07:00
much_tte_2025_effort,done,batch_300,2026-09-18T14:30:00-07:00
nas_rogoza_2024_study2_ngs,done,batch_300,2026-09-18T14:30:00-07:00
nomt_hooper_2024_study2,done,batch_300,2026-09-18T14:30:00-07:00
pass20_klosowska_2025_dass_online,done,batch_300,2026-09-18T14:30:00-07:00
pass20_klosowska_2025_pass_hospital,blocked,batch_300,2026-09-18T14:30:00-07:00
polca_carcinoma,done,batch_300,2026-09-18T14:30:00-07:00
preussmattsson_2022_ownership,done,batch_205,2026-09-16T18:20:00-07:00
promis1wave1_anger,blocked,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_cesd,done,batch_022,2026-09-04T11:00:00-07:00
promis1wave1_social,blocked,batch_022,2026-09-04T11:00:00-07:00
qi_2025_self_construal,done,batch_205,2026-09-18T11:05:00-07:00
qi_2025_swls,done,batch_205,2026-09-16T18:20:00-07:00
quantshort,blocked,batch_205,2026-09-18T11:05:00-07:00
roar_lexical,done,batch_205,2026-09-16T18:20:00-07:00
simsalRbim_Human_LargeValence_2018,done,batch_205,2026-09-16T18:20:00-07:00
simsalRbim_Mice_LowValence,done,batch_205,2026-09-16T18:20:00-07:00
tears,done,batch_205,2026-09-16T18:20:00-07:00
teq_novak_2021_scbs,done,batch_205,2026-09-16T18:20:00-07:00
teq_novak_2021_spirit,done,batch_205,2026-09-16T18:20:00-07:00
wine_luckett2021,done,batch_204,2026-09-14T19:45:00-07:00
FAD_fadplus_goto2021,done,batch_204,2026-09-14T19:45:00-07:00
FEDSP_Trzcinska_2023_MonKnow,done,batch_204,2026-09-14T19:45:00-07:00
FIVPEI_Perrig_2023_AttDiff,done,batch_204,2026-09-14T19:45:00-07:00
NAMPRB_Siwiak_2024_SSUB,done,batch_204,2026-09-14T19:45:00-07:00
chile_2023_social-welfare-survey_rr,done,batch_204,2026-09-14T19:45:00-07:00
chile_2023_social-welfare-survey_ss,done,batch_204,2026-09-14T19:45:00-07:00
chile_2023_social-welfare-survey_u,done,batch_204,2026-09-14T19:45:00-07:00
estcrm_selfeff,done,batch_204,2026-09-14T19:45:00-07:00
florida_twins_par,done,batch_204,2026-09-14T19:45:00-07:00
gilbert_meta_112,done,batch_204,2026-09-14T19:45:00-07:00
gilbert_meta_113,blocked,batch_204,2026-09-14T19:30:00-07:00
gilbert_meta_13,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_14,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_17,blocked,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_18,blocked,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_19,blocked,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_23,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_30,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_32,excluded,,
gilbert_meta_39,excluded,,
gilbert_meta_45,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_68,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_69,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_70,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_71,done,batch_203,2026-09-09T17:52:12-07:00
gilbert_meta_73,done,batch_202,2026-09-08T16:13:15-07:00
gilbert_meta_78,done,already_published,2026-09-19T15:10:00-07:00
gilbert_meta_80,blocked,batch_202,2026-09-08T16:13:15-07:00
kfcovid_Li2020,done,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_cons,blocked,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_diff,done,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_kpnts,done,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_rwa,done,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_sds,blocked,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_sj,done,batch_202,2026-09-08T16:13:15-07:00
lys_2020_rape_3_unjust,done,batch_202,2026-09-08T16:13:15-07:00
mhscdc_fried_2020_smartphone,done,batch_202,2026-09-08T16:13:15-07:00
oxfordcovid_xue_2024_at,done,batch_201,2026-09-05T13:16:43-07:00
paampsmartsud_saba_2023_ders,done,batch_201,2026-09-05T13:16:43-07:00
pezzuti_2025_coolpeople_main_nfc,done,batch_201,2026-09-05T13:16:43-07:00
shu_2025_translation_add,done,batch_201,2026-09-05T13:16:43-07:00
singh_2025_identity_pba,done,batch_201,2026-09-05T13:16:43-07:00
socialstereotype_hughes_2025_judgement,done,batch_201,2026-09-05T13:16:43-07:00
sun_2025_morality_study1_fairnessHEXACO,excluded,,
sun_2025_morality_study1_fairnessMCQ,done,batch_201,2026-09-05T13:16:43-07:00
sun_2025_morality_study2_colleaguerespect,blocked,batch_201,2026-09-05T13:16:43-07:00
sun_2025_morality_study2_colleaguetrust,blocked,batch_201,2026-09-05T13:16:43-07:00
wang_onlineriskexp_2025_interpersonalsecurity,blocked,batch_201,2026-09-05T13:16:43-07:00
wang_onlineriskexp_2025_negativeatt,blocked,batch_201,2026-09-05T13:16:43-07:00
kumlander_2018_scs,done,batch_305,2026-09-22T04:20:52-07:00
dwyer_2019_clinton_activist,done,batch_305,2026-09-22T04:20:52-07:00
dvivdtws_ppmial_marcatto_2023_ocb,blocked,batch_305,2026-09-22T04:20:52-07:00
trivia_fastrich_2017,done,batch_306,2026-09-22T04:38:31
milavic_2019_psisysf,done,batch_306,2026-09-22T04:38:31
risticdedic_2025_dhq_currentstate,done,batch_306,2026-09-22T04:38:31
risticdedic_2025_dhq_expectation,done,batch_307,2026-09-22T06:22:53-07:00
risticdedic_2025_dhq_importance,done,batch_307,2026-09-22T06:22:53-07:00
kermen_2022_self_efficacy,done,batch_307,2026-09-22T06:22:53-07:00
christensen_2018_wsssf_2171,done,batch_308,2026-09-22T06:38:46
christensen_2018_wsssf_5831,done,batch_308,2026-09-22T06:38:46
chile_2023_children-adolescents-survey_aa,done,batch_308,2026-09-22T06:38:46
chile_2023_children-adolescents-survey_cp_a,done,batch_309,2026-09-23T09:53:38-07:00
chile_2023_children-adolescents-survey_cp_c,done,batch_309,2026-09-23T09:53:38-07:00
chile_2023_children-adolescents-survey_g,done,batch_309,2026-09-23T09:53:38-07:00
chile_2023_children-adolescents-survey_n,done,batch_310,2026-09-23T09:56:30-07:00
imos_1984,done,batch_310,2026-09-23T09:56:30-07:00
mboya_2020_gds15,done,batch_310,2026-09-23T09:56:30-07:00
hyatt_2023_aggression_aeq,done,batch_311,2026-09-23T10:09:27-07:00
hyatt_2023_aggression_s3_acme,done,batch_311,2026-09-23T10:09:27-07:00
hyatt_2023_aggression_s3_cast,done,batch_311,2026-09-23T10:09:27-07:00
hyatt_2023_aggression_s3_daq,done,batch_312,2026-09-23T10:26:08-07:00
hyatt_2023_aggression_s3_ssis,done,batch_312,2026-09-23T10:26:08-07:00
ren_2019_cpti,blocked,batch_312,2026-09-23T10:26:08-07:00
moon_2023_korean_proficiency,done,batch_313,2026-09-23T10:41:54-07:00
moon_2023_pregnancy_stress,done,batch_313,2026-09-23T10:41:54-07:00
moon_2023_selfesteem,done,batch_313,2026-09-23T10:41:54-07:00
moon_2023_spousal_support,done,batch_314,2026-09-23T10:51:38-07:00
milson_2026_self_esteem,done,batch_314,2026-09-23T10:51:38-07:00
temesgen_2025_elephant_conserv_attitude,done,batch_314,2026-09-23T10:51:38-07:00
BPAQ_Christopher_2024_PCL5,done,batch_315,2026-09-23T15:28:53-07:00
