table,check,severity,message,n_rows,n_items,n_participants
nomt_hooper_2024_study2,column_order,warn,"columns start ['group', 'id', 'cov_gender']; datastandard.md step 7 writes [id, item, resp] + covariates.",56592,144,393
non_parametric_mixture_modeling_exp1_Cleaned,dup_id_item,error,44900 duplicate id+item rows with no wave/timepoint/date column,44957,2,56
non_parametric_mixture_modeling_exp1_Cleaned,imputed_values*,warn,Item 'A' has one resp value accounting for 75% of responses — possible mean imputation.,44957,2,56
non_parametric_mixture_modeling_exp1_Cleaned,name_length,error,"table name is 44 characters; datastandard.md caps it at 40. Shorten the construct label, never the author or year.",44957,2,56
non_parametric_mixture_modeling_exp1_Cleaned,name_charset,warn,"table name 'non_parametric_mixture_modeling_exp1_Cleaned' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",44957,2,56
non_parametric_mixture_modeling_exp1_Cleaned,sample_floor,warn,"56 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",44957,2,56
non_parametric_mixture_modeling_exp1_Cleaned,column_order,warn,"columns start ['id', 'item', 'rt']; datastandard.md step 7 writes [id, item, resp] + covariates.",44957,2,56
nonverbal_immediacy,size_skipped,info,16 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
novelobjectmatching,imputed_values*,warn,Item 'FaceM_01' has one resp value accounting for 89% of responses — possible mean imputation.,47840,320,299
novelobjectmatching,multi_scale*,warn,"Item names suggest 5 subscales (['npmt', 'facem', 'facen', 'fingerprintm']) — IRW requires separate tables per construct.",47840,320,299
number_pattern_game,dup_id_item,error,263611 duplicate id+item rows with no wave/timepoint/date column,272700,255,606
number_pattern_game,imputed_values*,warn,Item '1' has one resp value accounting for 60% of responses — possible mean imputation.,272700,255,606
offlinefriend_bigfive,,ok,,35288,44,802
offlinefriend_dospert,imputed_values*,warn,Item 'T1_DOSPERT_10' has one resp value accounting for 72% of responses — possible mean imputation.,22140,30,800
offlinefriend_ofaq,imputed_values*,warn,Item 'T1_OFAQ_20' has one resp value accounting for 61% of responses — possible mean imputation.,29674,37,802
orev_bohn2024,imputed_values*,warn,Item 'ant' has one resp value accounting for 99% of responses — possible mean imputation.,30212,52,581
orev_bohn2024,column_order,warn,"columns start ['id', 'item', 'rt']; datastandard.md step 7 writes [id, item, resp] + covariates.",30212,52,581
oxfordcovid_xue_2024_at,dup_id_item,warn,134082 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),179937,44,1518
oxfordcovid_xue_2024_at,imputed_values*,warn,Item 'media_playing' has one resp value accounting for 69% of responses — possible mean imputation.,179937,44,1518
oxfordcovid_xue_2024_at,multi_scale*,warn,"Item names suggest 2 subscales (['media', 'activity']) — IRW requires separate tables per construct.",179937,44,1518
oxfordcovid_xue_2024_at,resp_scale_mixed,warn,items span more than one response scale: 36 on 1-5 and 8 on ['0-5']. IRW requires one table per construct; split before submitting.,179937,44,1518
oxfordcovid_xue_2024_at,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",179937,44,1518
oxfordcovid_xue_2024_bfi,dup_id_item,warn,5569 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),32848,15,1826
oxfordcovid_xue_2024_bfi,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",32848,15,1826
oxfordcovid_xue_2024_bfi,cov_range,warn,"cov_age spans 3-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",32848,15,1826
oxfordcovid_xue_2024_brs,dup_id_item,warn,5256 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),10344,6,851
oxfordcovid_xue_2024_brs,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",10344,6,851
oxfordcovid_xue_2024_edeq,dup_id_item,warn,72490 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),90858,12,1534
oxfordcovid_xue_2024_edeq,imputed_values*,warn,Item 'edeq_10' has one resp value accounting for 81% of responses — possible mean imputation.,90858,12,1534
oxfordcovid_xue_2024_edeq,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",90858,12,1534
oxfordcovid_xue_2024_gad,dup_id_item,warn,43201 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),54210,7,1574
oxfordcovid_xue_2024_gad,imputed_values*,warn,Item 'gad_5' has one resp value accounting for 66% of responses — possible mean imputation.,54210,7,1574
oxfordcovid_xue_2024_gad,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",54210,7,1574
oxfordcovid_xue_2024_iusc,dup_id_item,warn,9213 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),53656,27,1662
oxfordcovid_xue_2024_iusc,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",53656,27,1662
oxfordcovid_xue_2024_iusc,cov_range,warn,"cov_age spans 3-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",53656,27,1662
oxfordcovid_xue_2024_mfq,dup_id_item,warn,6570 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),37431,20,1555
oxfordcovid_xue_2024_mfq,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",37431,20,1555
oxfordcovid_xue_2024_mfq,cov_range,warn,"cov_age spans 11-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",37431,20,1555
oxfordcovid_xue_2024_mh,dup_id_item,warn,6120 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),39840,15,2248
oxfordcovid_xue_2024_mh,imputed_values*,warn,Item 'mental_health___1' has one resp value accounting for 89% of responses — possible mean imputation.,39840,15,2248
oxfordcovid_xue_2024_mh,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",39840,15,2248
oxfordcovid_xue_2024_mh,cov_range,warn,"cov_age spans 3-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",39840,15,2248
oxfordcovid_xue_2024_pas,dup_id_item,warn,57725 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),72379,9,1632
oxfordcovid_xue_2024_pas,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",72379,9,1632
oxfordcovid_xue_2024_pas,cov_range,warn,"cov_age spans 11-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",72379,9,1632
oxfordcovid_xue_2024_phq,dup_id_item,warn,55865 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),70077,9,1582
oxfordcovid_xue_2024_phq,imputed_values*,warn,Item 'phq_8' has one resp value accounting for 78% of responses — possible mean imputation.,70077,9,1582
oxfordcovid_xue_2024_phq,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",70077,9,1582
oxfordcovid_xue_2024_phq,cov_range,warn,"cov_age spans 11-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",70077,9,1582
oxfordcovid_xue_2024_pss,dup_id_item,warn,25160 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),31555,4,1600
oxfordcovid_xue_2024_pss,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",31555,4,1600
oxfordcovid_xue_2024_pss,cov_range,warn,"cov_age spans 11-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",31555,4,1600
oxfordcovid_xue_2024_pswq_a,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",8072,16,506
oxfordcovid_xue_2024_pswq_a,cov_range,warn,"cov_age spans 13-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",8072,16,506
oxfordcovid_xue_2024_pswq_c,imputed_values*,warn,Item 'pswq_c_9' has one resp value accounting for 76% of responses — possible mean imputation.,17629,14,1264
oxfordcovid_xue_2024_pswq_c,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",17629,14,1264
oxfordcovid_xue_2024_rse,dup_id_item,warn,3255 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),18535,10,1534
oxfordcovid_xue_2024_rse,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",18535,10,1534
oxfordcovid_xue_2024_rse,cov_range,warn,"cov_age spans 11-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",18535,10,1534
oxfordcovid_xue_2024_school,imputed_values*,warn,Item 'school_1' has one resp value accounting for 93% of responses — possible mean imputation.,3158,19,173
oxfordcovid_xue_2024_school,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",3158,19,173
oxfordcovid_xue_2024_swemws,dup_id_item,warn,41705 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),52126,7,1491
oxfordcovid_xue_2024_swemws,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",52126,7,1491
oxfordcovid_xue_2024_ua,imputed_values*,warn,Item 'university_1' has one resp value accounting for 64% of responses — possible mean imputation.,2020,4,1308
oxfordcovid_xue_2024_ua,resp_scale_mixed,warn,items span more than one response scale: 2 on 1-4 and 1 on ['1-6']. IRW requires one table per construct; split before submitting.,2020,4,1308
oxfordcovid_xue_2024_ua,column_order,warn,"columns start ['id', 'wave', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",2020,4,1308
oxfordcovid_xue_2024_ua,cov_range,warn,"cov_age spans 3-342, outside [0, 120] -- looks like out of range for a human age in years. irw_filter() treats every value here as an age (#1779).",2020,4,1308
paampsmartsud_saba_2023_amps,resp_na,warn,resp has 1552 NAs,4448,15,93
paampsmartsud_saba_2023_amps,dup_id_item,warn,4500 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),4448,15,93
paampsmartsud_saba_2023_amps,column_order,warn,"columns start ['id', 'cov_NUMBER_MH_DIAGNOSES', 'cov_AUD_SUD_DIAGNOSES']; datastandard.md step 7 writes [id, item, resp] + covariates.",4448,15,93
paampsmartsud_saba_2023_attendance,imputed_values*,warn,Item 'ATTENDANCE_S1' has one resp value accounting for 100% of responses — possible mean imputation.,1200,12,100
paampsmartsud_saba_2023_attendance,column_order,warn,"columns start ['id', 'cov_NUMBER_MH_DIAGNOSES', 'cov_AUD_SUD_DIAGNOSES']; datastandard.md step 7 writes [id, item, resp] + covariates.",1200,12,100
paampsmartsud_saba_2023_ders,resp_na,warn,resp has 740 NAs,6660,37,90
paampsmartsud_saba_2023_ders,dup_id_item,warn,3700 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),6660,37,90
paampsmartsud_saba_2023_ders,imputed_values*,warn,Item 'DERS_14_POST' has one resp value accounting for 77% of responses — possible mean imputation.,6660,37,90
paampsmartsud_saba_2023_ders,column_order,warn,"columns start ['id', 'cov_NUMBER_MH_DIAGNOSES', 'cov_AUD_SUD_DIAGNOSES']; datastandard.md step 7 writes [id, item, resp] + covariates.",6660,37,90
paampsmartsud_saba_2023_ffmq,resp_na,warn,resp has 480 NAs,4320,24,90
paampsmartsud_saba_2023_ffmq,dup_id_item,warn,2400 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),4320,24,90
paampsmartsud_saba_2023_ffmq,column_order,warn,"columns start ['id', 'cov_NUMBER_MH_DIAGNOSES', 'cov_AUD_SUD_DIAGNOSES']; datastandard.md step 7 writes [id, item, resp] + covariates.",4320,24,90
paampsmartsud_saba_2023_pacs,resp_na,warn,resp has 100 NAs,900,5,90
paampsmartsud_saba_2023_pacs,dup_id_item,warn,500 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),900,5,90
paampsmartsud_saba_2023_pacs,column_order,warn,"columns start ['id', 'cov_NUMBER_MH_DIAGNOSES', 'cov_AUD_SUD_DIAGNOSES']; datastandard.md step 7 writes [id, item, resp] + covariates.",900,5,90
paampsmartsud_saba_2023_pss,resp_na,warn,resp has 200 NAs,1800,10,90
paampsmartsud_saba_2023_pss,dup_id_item,warn,1000 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),1800,10,90
paampsmartsud_saba_2023_pss,column_order,warn,"columns start ['id', 'cov_NUMBER_MH_DIAGNOSES', 'cov_AUD_SUD_DIAGNOSES']; datastandard.md step 7 writes [id, item, resp] + covariates.",1800,10,90
pact_project,dup_id_item,error,171719 duplicate id+item rows with no wave/timepoint/date column,1018383,850,4002
pact_project,imputed_values*,warn,Item '1' has one resp value accounting for 81% of responses — possible mean imputation.,1018383,850,4002
pact_project,item_scale_outlier,warn,"89 item(s) fall outside the table's 0.0-1.0 scale: [67, 68, 69, 70]. An isolated out-of-range column is usually not an item -- check for an administrative or count field.",1018383,850,4002
pact_project,column_order,warn,"columns start ['id', 'treatment', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",1018383,850,4002
papp_silva-martins2023,imputed_values*,warn,Item 'IIi23' has one resp value accounting for 70% of responses — possible mean imputation.,19233,62,503
papp_silva-martins2023,multi_scale*,warn,"Item names suggest 2 subscales (['i', 'iii']) — IRW requires separate tables per construct.",19233,62,503
papp_silva-martins2023,name_charset,warn,"table name 'papp_silva-martins2023' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",19233,62,503
parental_text_intervention,imputed_values*,warn,Item '3' has one resp value accounting for 72% of responses — possible mean imputation.,52809,19,3870
parental_text_intervention,resp_scale_mixed,warn,"items span more than one response scale: 15 on 1.0-4.0 and 4 on ['0.0-1.0', '0.0-6.0', '0.0-10.0']. IRW requires one table per construct; split before submitting.",52809,19,3870
pass20_klosowska_2025_csq_online,id_na,warn,id has 6 NAs,2508,6,414
pass20_klosowska_2025_csq_online,dup_id_item,error,18 duplicate id+item rows with no wave/timepoint/date column,2508,6,414
pass20_klosowska_2025_csq_online,column_order,warn,"columns start ['id', 'cov_age', 'cov_sex']; datastandard.md step 7 writes [id, item, resp] + covariates.",2508,6,414
pass20_klosowska_2025_dass_online,id_na,warn,id has 21 NAs,8778,21,414
pass20_klosowska_2025_dass_online,dup_id_item,error,63 duplicate id+item rows with no wave/timepoint/date column,8778,21,414
pass20_klosowska_2025_dass_online,column_order,warn,"columns start ['id', 'cov_age', 'cov_sex']; datastandard.md step 7 writes [id, item, resp] + covariates.",8778,21,414
pass20_klosowska_2025_pass_hospital,column_order,warn,"columns start ['id', 'cov_age', 'cov_sex']; datastandard.md step 7 writes [id, item, resp] + covariates.",2813,20,141
pass20_klosowska_2025_pass_online,id_na,warn,id has 40 NAs,14960,20,414
pass20_klosowska_2025_pass_online,dup_id_item,warn,6660 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),14960,20,414
pass20_klosowska_2025_pass_online,column_order,warn,"columns start ['id', 'cov_age', 'cov_sex']; datastandard.md step 7 writes [id, item, resp] + covariates.",14960,20,414
pass20_klosowska_2025_staix_online,id_na,warn,id has 20 NAs,8360,20,414
pass20_klosowska_2025_staix_online,dup_id_item,error,60 duplicate id+item rows with no wave/timepoint/date column,8360,20,414
pass20_klosowska_2025_staix_online,column_order,warn,"columns start ['id', 'cov_age', 'cov_sex']; datastandard.md step 7 writes [id, item, resp] + covariates.",8360,20,414
pass_vangsness_2019,,ok,,2768,12,231
pechorro_impulsivity_2021_bes,column_order,warn,"columns start ['id', 'cov_sex', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",3003,7,429
pechorro_impulsivity_2021_iid,imputed_values*,warn,Item 'iid_15' has one resp value accounting for 77% of responses — possible mean imputation.,9866,23,429
pechorro_impulsivity_2021_iid,column_order,warn,"columns start ['id', 'cov_sex', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",9866,23,429
pechorro_impulsivity_2021_rpq,imputed_values*,warn,Item 'rpq_1' has one resp value accounting for 66% of responses — possible mean imputation.,9866,23,429
pechorro_impulsivity_2021_rpq,column_order,warn,"columns start ['id', 'cov_sex', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",9866,23,429
pechorro_impulsivity_2021_ypitris,resp_na,warn,resp has 2 NAs,9007,21,429
pechorro_impulsivity_2021_ypitris,imputed_values*,warn,Item 'ypitris_15' has one resp value accounting for 70% of responses — possible mean imputation.,9007,21,429
pechorro_impulsivity_2021_ypitris,column_order,warn,"columns start ['id', 'cov_sex', 'cov_age']; datastandard.md step 7 writes [id, item, resp] + covariates.",9007,21,429
perceived_injustice_mourin,resp_na,warn,resp has 1 NAs,4198,19,221
phq_BrummerHoffman_2021,resp_na,warn,resp has 54 NAs,82206,45,1828
phq_BrummerHoffman_2021,imputed_values*,warn,Item 'phq_suicide_ability' has one resp value accounting for 69% of responses — possible mean imputation.,82206,45,1828
phq_BrummerHoffman_2021,name_charset,warn,"table name 'phq_BrummerHoffman_2021' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",82206,45,1828
phq_BrummerHoffman_2021,column_order,warn,"columns start ['id', 'group', 'date']; datastandard.md step 7 writes [id, item, resp] + covariates.",82206,45,1828
phq_insomnia_wang2025,size_skipped,info,12 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pirlsmissing_sirt,resp_na,warn,resp has 11003 NAs,110797,35,3480
pirlsmissing_sirt,imputed_values*,warn,Item 'R31G01M' has one resp value accounting for 82% of responses — possible mean imputation.,110797,35,3480
pisa2000_math,id_na,error,id is entirely NA,0,0,0
pisa2000_math,item_na,error,item is entirely NA,0,0,0
pisa2000_math,resp_na,error,resp is entirely NA,0,0,0
pisa2000_math,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2000_math,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2000_math,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2000_read,id_na,error,id is entirely NA,0,0,0
pisa2000_read,item_na,error,item is entirely NA,0,0,0
pisa2000_read,resp_na,error,resp is entirely NA,0,0,0
pisa2000_read,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2000_read,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2000_read,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2000_science,id_na,error,id is entirely NA,0,0,0
pisa2000_science,item_na,error,item is entirely NA,0,0,0
pisa2000_science,resp_na,error,resp is entirely NA,0,0,0
pisa2000_science,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2000_science,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2000_science,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2003_math,id_na,error,id is entirely NA,0,0,0
pisa2003_math,item_na,error,item is entirely NA,0,0,0
pisa2003_math,resp_na,error,resp is entirely NA,0,0,0
pisa2003_math,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2003_math,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2003_math,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2003_problem_solving,id_na,error,id is entirely NA,0,0,0
pisa2003_problem_solving,item_na,error,item is entirely NA,0,0,0
pisa2003_problem_solving,resp_na,error,resp is entirely NA,0,0,0
pisa2003_problem_solving,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2003_problem_solving,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2003_problem_solving,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2003_read,id_na,error,id is entirely NA,0,0,0
pisa2003_read,item_na,error,item is entirely NA,0,0,0
pisa2003_read,resp_na,error,resp is entirely NA,0,0,0
pisa2003_read,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2003_read,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2003_read,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2003_science,id_na,error,id is entirely NA,0,0,0
pisa2003_science,item_na,error,item is entirely NA,0,0,0
pisa2003_science,resp_na,error,resp is entirely NA,0,0,0
pisa2003_science,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2003_science,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2003_science,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2006_math,id_na,error,id is entirely NA,0,0,0
pisa2006_math,item_na,error,item is entirely NA,0,0,0
pisa2006_math,resp_na,error,resp is entirely NA,0,0,0
pisa2006_math,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2006_math,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2006_math,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2006_read,id_na,error,id is entirely NA,0,0,0
pisa2006_read,item_na,error,item is entirely NA,0,0,0
pisa2006_read,resp_na,error,resp is entirely NA,0,0,0
pisa2006_read,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2006_read,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2006_read,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2006_science,id_na,error,id is entirely NA,0,0,0
pisa2006_science,item_na,error,item is entirely NA,0,0,0
pisa2006_science,resp_na,error,resp is entirely NA,0,0,0
pisa2006_science,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2006_science,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2006_science,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2009_math,id_na,error,id is entirely NA,0,0,0
pisa2009_math,item_na,error,item is entirely NA,0,0,0
pisa2009_math,resp_na,error,resp is entirely NA,0,0,0
pisa2009_math,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2009_math,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2009_math,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2009_read,id_na,error,id is entirely NA,0,0,0
pisa2009_read,item_na,error,item is entirely NA,0,0,0
pisa2009_read,resp_na,error,resp is entirely NA,0,0,0
pisa2009_read,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2009_read,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2009_read,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2009_science,id_na,error,id is entirely NA,0,0,0
pisa2009_science,item_na,error,item is entirely NA,0,0,0
pisa2009_science,resp_na,error,resp is entirely NA,0,0,0
pisa2009_science,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2009_science,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2009_science,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2012_math,id_na,error,id is entirely NA,0,0,0
pisa2012_math,item_na,error,item is entirely NA,0,0,0
pisa2012_math,resp_na,error,resp is entirely NA,0,0,0
pisa2012_math,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2012_math,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2012_math,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2012_read,id_na,error,id is entirely NA,0,0,0
pisa2012_read,item_na,error,item is entirely NA,0,0,0
pisa2012_read,resp_na,error,resp is entirely NA,0,0,0
pisa2012_read,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2012_read,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2012_read,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2012_science,id_na,error,id is entirely NA,0,0,0
pisa2012_science,item_na,error,item is entirely NA,0,0,0
pisa2012_science,resp_na,error,resp is entirely NA,0,0,0
pisa2012_science,resp_variation*,error,resp has no variation (1 unique value),0,0,0
pisa2012_science,density*,warn,"very sparse (density=0); fine for adaptive/booklet designs, else verify",0,0,0
pisa2012_science,sample_floor,warn,"0 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",0,0,0
pisa2015_math,size_skipped,info,37 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2015_read,size_skipped,info,46 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2015_science,size_skipped,info,130 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2018_gc,size_skipped,info,24 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2018_math,size_skipped,info,58 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2018_read,size_skipped,info,196 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2018_science,size_skipped,info,94 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2022_math,size_skipped,info,166 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2022_read,size_skipped,info,122 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pisa2022_science,size_skipped,info,94 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
pks_probability,resp_na,warn,resp has 1908 NAs,10188,24,504
pks_probability,imputed_values*,warn,Item 'b101' has one resp value accounting for 81% of responses — possible mean imputation.,10188,24,504
polca_carcinoma,imputed_values*,warn,Item 'B' has one resp value accounting for 67% of responses — possible mean imputation.,826,7,118
polca_cheating,imputed_values*,warn,Item 'COPYEXAM' has one resp value accounting for 79% of responses — possible mean imputation.,1276,4,319
polca_election,resp_na,warn,resp has 1292 NAs,20128,12,1785
polca_values,imputed_values*,warn,Item 'A' has one resp value accounting for 79% of responses — possible mean imputation.,864,4,216
