source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,10.1371/journal.pone.0073605,Asymmetries of Influence: Differential Effects of Body Postures on Perceptions of Emotional Facial Expressions,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0073605,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0150289,The Development of Metaphor Comprehension and Its Relationship with Relational Verbal Reasoning and Executive Function,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150289,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://zenodo.org/record/32860#.VsWbg_nhBD-,Data set publically available from Zenodo:  https://zenodo.org/record/32860#.VsWbg_nhBD- .,https://zenodo.org/record/32860#.VsWbg_nhBD-,,,,,,
plos,10.1371/journal.pone.0218926,Motivational intensity and visual word search: Layout matters,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218926,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Due to the nature of our ethical approval by the Aalto University Research Ethics Committee, and due to the nature of our ""Research Data Form"" documents (""Tieteellisen Tutkimuksen Rekisteriseloste"" in Finnish), raw data cannot be publicly shared. Interested researchers may request raw data access by",,,,,,,
plos,10.1371/journal.pone.0248172,Multiplicative priming of the correct response can explain the interaction between Simon and flanker congruency,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0248172,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/dxp58,"The experiment scripts, data, scripts analyses and results presented in this work can be found at  https://osf.io/dxp58 .",https://osf.io/dxp58,,,,,,
plos,10.1371/journal.pone.0322795,The measurement of self-regulation in the Adolescent Brain Cognitive Development (ABCD) Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0322795,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/nzjf7/,"Due to data access restrictions outlined by the ABCD study, the authors are unable to publicly share the study’s dataset. However, the ABCD study embraces an open science approach and data access can be requested by any eligible researcher with a valid research use of the data ( https://nda.nih.gov/",https://osf.io/nzjf7/,,,,,,
plos,10.1371/journal.pone.0273581,No preconscious attentional bias towards itch in healthy individuals,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0273581,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.34894/PONM1X,All relevant data is available in the Dataverse database ( https://doi.org/10.34894/PONM1X ).,https://doi.org/10.34894/PONM1X,,,,,,
plos,10.1371/journal.pone.0137326,Attenuated Tonic and Enhanced Phasic Release of Dopamine in Attention Deficit Hyperactivity Disorder,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0137326,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0004898,"Response Monitoring in De Novo Patients with Parkinson's
                    Disease",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0004898,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0326598,Functional analysis within latent states: A novel framework for analysing functional time series data,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326598,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5281/zenodo.14533222,"All code written in support of this manuscript is available at  https://doi.org/10.5281/zenodo.14533222 . All data used for this work are available through the Child Mind Institute’s Healthy Brain Network Scientific Data Portal, accessible at  https://fcon_1000.projects.nitrc.org/indi/cmi_healthy_br",https://doi.org/10.5281/zenodo.14533222,,,,,,
plos,10.1371/journal.pone.0085316,Rule-Based Category Learning in Children: The Role of Age and Executive Functioning,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0085316,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0214864,Impairments in error processing and their association with ADHD symptoms in individuals born preterm,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0214864,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0312265,Effects of soccer instruction on the executive functions and agility of children in early childhood,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312265,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0312265.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0312265_S1_Data.xlsx,910,2,13,35.0,0
plos,10.1371/journal.pone.0062809,Evidence Inhibition Responds Reactively to the Salience of Distracting Information during Focused Attention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0062809,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0143994,Preserved Error-Monitoring in Borderline Personality Disorder Patients with and without Non-Suicidal Self-Injury Behaviors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143994,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0293657,Can cognitive training capitalise on near transfer effects? Limited evidence of transfer following online inhibition training in a randomised-controlled trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0293657,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/mzxtn/,"Data cannot be shared publicly because this is a Ministry of Defence funded project and data are subject to additional restrictions. All relevant code, and the pre-registration document is available online from:  https://osf.io/mzxtn/",https://osf.io/mzxtn/,,,,,,
plos,10.1371/journal.pone.0319004,Leveraging technology to probe mechanisms of psychopathology: A proof of concept study of inhibitory control,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0319004,cc0,no_usable_file,no tabular-format Supporting Information file on article page,All data files for participants who consented to data sharing are publicly available at Open Neuro accessible via the following link:  https://openneuro.org/datasets/ds005166/versions/1.0.0,,,,,,,
plos,10.1371/journal.pone.0182845,"Disentangling the relationship between children’s motor ability, executive function and academic achievement",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182845,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Dataset underlying the findings of the current study.   http",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0182845_S1_Dataset.sav,5424,209,23,1.1284,0
plos,10.1371/journal.pone.0331112,Improving attachment style clustering with ROCKET and CatBoost: Insights from EEG analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0331112,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.6084/m9.figshare.29936333.v1,"All the experimental data, including the players’ electrophysiological recordings and the corresponding coordination logs, are publicly available on figshare ( https://doi.org/10.6084/m9.figshare.29936333.v1 ). The dataset is provided as a ZIP file (dataset_flanker_task.zip) containing individual fo",https://doi.org/10.6084/m9.figshare.29936333.v1,,,,,,
plos,10.1371/journal.pone.0091254,Executive Functioning in Highly Talented Soccer Players,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0091254,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0236809,The effect of cognitive effort on the sense of agency,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0236809,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/em3gq/,"All data files are available from the OSF database ( https://osf.io/em3gq/ , doi:  10.17605/OSF.IO/EM3GQ ).",https://osf.io/em3gq/,,,,,,
plos,10.1371/journal.pone.0252245,Rationale and validation of a novel mobile application probing motor inhibition: Proof of concept of CALM-IT,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252245,cc0,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data from this study will be made available upon study completion.,,,,,,,
plos,10.1371/journal.pone.0208787,Classroom-based physical activity improves children’s math achievement – A randomized controlled trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0208787,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data from our study contain potentially sensitive information. The data are available upon request, however, a data transfer agreement needs to be in place to cover the transfer of data sets to meet the Danish Act on Processing of Personal Data. Interested researchers may direct data queries to ",,,,,,,
plos,10.1371/journal.pone.0110989,Auditory Conflict Resolution Correlates with Medial–Lateral Frontal Theta/Alpha Phase Synchrony,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110989,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0149836,Slowing after Observed Error Transfers across Tasks,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0149836,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.6084/m9.figshare.2733964,All behavior data files are available from FigShare at DOI:  10.6084/m9.figshare.2733964 .,https://doi.org/10.6084/m9.figshare.2733964,,,,,,
plos,10.1371/journal.pone.0005754,Embodied Emotion Modulates Neural Signature of Performance Monitoring,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005754,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0212482,"Boost your brain, while having a break! The effects of long-term cognitively engaging physical activity breaks on children’s executive functions and academic achievement",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212482,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: Dataset underlying the findings of the current study.   http",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0212482_S1_Dataset.sav,4686,135,33,1.0519,0
plos,10.1371/journal.pone.0074106,Punishment Sensitivity Predicts the Impact of Punishment on Cognitive Control,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0074106,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0099909,Event-Related Potentials for Post-Error and Post-Conflict Slowing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0099909,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0338435,Executive functions and psychopathology: A transdiagnostic network analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0338435,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The data used in this study were obtained from the publicly available Adolescent Brain Cognitive Development (ABCD) Study. Access to these de-identified data is controlled by the National Institutes of Health (NIH) through the NIMH Data Archive (NDA) and requires registration, an approved Data Use C",,,,,,,
plos,10.1371/journal.pone.0093874,Implicit Learning of Stimulus Regularities Increases Cognitive Control,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0093874,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0011508,Unconsciously Triggered Conflict Adaptation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0011508,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0003522,Searching for the Majority: Algorithms of Voluntary Control,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0003522,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0241308,Is the fine motor–executive functions link stronger for new compared to repeated fine motor tasks?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0241308,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset underlying the findings of this study.   https://doi",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0241308_S1_Dataset.xlsx,7673,124,62,0.998,0
plos,10.1371/journal.pone.0310525,Cognitive correlates of math abilities in autism spectrum disorder,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0310525,cc-by,not_item_response,Does NOT look like item-response data — not a candidate for IRW. | 60% of responses are unique (real items reuse a small scale; this looks like a results table) | 67% of resp values are non-integer — ordinal item responses are almost always integer-valued | SI caption: https://doi.org/10.1371/journal.pone.0310525.s001,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0310525_S1_Data.xlsx,1340,78,18,0.9544,0
plos,10.1371/journal.pone.0025591,Event-Related Potential Correlates of Performance-Monitoring in a Lateralized Time-Estimation Task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0025591,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0101126,Evidence for a Role for the Dorsal Anterior Cingulate Cortex in Disengaging from an Incorrect Action,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0101126,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0314211,The effect of mindfulness-based Tai Chi Chuan on mobile phone addiction among male college students is associated with executive functions,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0314211,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Original data.   https://doi.org/10.1371/journal.pone.031421",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0314211_S4_Data.xlsx,1716,66,26,1.0,0
plos,10.1371/journal.pone.0028396,Dopamine Transporter (<i>DAT1</i>) and Dopamine Receptor D4 (<i>DRD4</i>) Genotypes Differentially Impact on Electrophysiological Correlates of Error Processing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0028396,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0119414,The Effects of Attention Pre-Allocation and Target-Background Integration on Object-Based Attention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119414,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0123898,The Relationship between Regular Sports Participation and Vigilance in Male and Female Adolescents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0123898,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper.,,,,,,,
plos,10.1371/journal.pone.0257535,Recalibrating expectations about effect size: A multi-method survey of effect sizes in the ABCD study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257535,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"All data from the current study comes from the Adolescent Brain and Cognitive Development (ABCD) study. Because of data use agreement restrictions we were not able to make data freely available. However, data can be accessed with approval of the ABCD consortium at  https://nda.nih.gov/abcd/request-a",,,,,,,
plos,10.1371/journal.pone.0092017,Altered BOLD Response during Inhibitory and Error Processing in Adolescents with Anorexia Nervosa,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0092017,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0112393,Closing the Achievement Gap through Modification of Neurocognitive and Neuroendocrine Function: Results from a Cluster Randomized Controlled Trial of an Innovative Approach to the Education of Children in Kindergarten,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0112393,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5061/dryad.567pt.,The authors confirm that all data underlying the findings are fully available without restriction. Data are available from the DRYAD Digital Repository: doi:10.5061/dryad.567pt.,https://doi.org/10.5061/dryad.567pt.,,,,,,
plos,10.1371/journal.pone.0301052,Understanding the effects of stress on the P300 response during naturalistic simulation of heights exposure,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0301052,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://datadryad.org/stash/share/tRM7LgrL_ecB9ghA632P_FXbMIYN6Yo8121G1f36mak,All data required to produce the results in the paper are available at:  https://datadryad.org/stash/share/tRM7LgrL_ecB9ghA632P_FXbMIYN6Yo8121G1f36mak .,https://datadryad.org/stash/share/tRM7LgrL_ecB9ghA632P_FXbMIYN6Yo8121G1f36mak,,,,,,
plos,10.1371/journal.pone.0026337,Reduced Distractibility in a Remote Culture,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026337,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0067136,Effects of Low Frequency Prefrontal Repetitive Transcranial Magnetic Stimulation on the N2 Amplitude in a GoNogo Task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0067136,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0152409,The Influence of Texting Language on Grammar and Executive Functions in Primary School Children,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0152409,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: http://dx.doi.org/10.17026/dans-xqs-gr79,All relevant data are available through Data Archiving and Networked Services (DANS;  http://dx.doi.org/10.17026/dans-xqs-gr79 ).,http://dx.doi.org/10.17026/dans-xqs-gr79,,,,,,
plos,10.1371/journal.pone.0109604,Stimulus Roving and Flankers Affect Perceptual Learning of Contrast Discrimination in <i>Macaca mulatta</i>,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109604,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0117837,Sustained Attention is Associated with Error Processing Impairment: Evidence from Mental Fatigue Study in Four-Choice Reaction Time Task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0117837,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the paper and its Supporting Information files,,,,,,,
plos,10.1371/journal.pone.0151979,Spatial Coding as a Function of Handedness and Responding Hand: Theoretical and Methodological Implications,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0151979,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://figshare.com/articles/Data_Simon_Motion_Task/3121126,Data are available at:  https://figshare.com/articles/Data_Simon_Motion_Task/3121126 .,https://figshare.com/articles/Data_Simon_Motion_Task/3121126,,,,,,
plos,10.1371/journal.pone.0238221,Different temporal dynamics after conflicts and errors in children and adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238221,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: http://dx.doi.org/10.17632/z8bd48s9ds.1,Raw as well as processed data files and the Rscript including detailed description of the data preparation and data analysis steps are available at Mendeley Data public repository:  http://dx.doi.org/10.17632/z8bd48s9ds.1 .,http://dx.doi.org/10.17632/z8bd48s9ds.1,,,,,,
plos,10.1371/journal.pone.0002485,Motor Adaptation Scaled by the Difficulty of a Secondary Cognitive Task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0002485,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0240534,Auditory processing in children: Role of working memory and lexical ability in auditory closure,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240534,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are in the manuscript and its  Supporting information  files.,,,,,,,
plos,10.1371/journal.pone.0057293,EEG Source Reconstruction Reveals Frontal-Parietal Dynamics of Spatial Conflict Processing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0057293,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0145161,Interactive Cognitive-Motor Step Training Improves Cognitive Risk Factors of Falling in Older Adults – A Randomized Controlled Trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0145161,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data_Sample characteristics.   https://doi.org/10.1371/journ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0145161_S4_File.sav,616,90,7,0.9778,1
plos,10.1371/journal.pone.0026551,The Vividness of Happiness in Dynamic Facial Displays of Emotion,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026551,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0080222,Are Accuracy and Reaction Time Affected via Different Processes?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0080222,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0272035,Effects of using standing desks for 45 minutes on the stress and executive function of elementary school students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0272035,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Our data contain potentially identifying information and ethics committee of Nippon Sport Science University does not allow us to upload the data publicly. The datasets analysed in this study are available from the individuals that accept queries regarding data access. Nippon Sport Science Universit,,,,,,,
plos,10.1371/journal.pone.0185758,The moral foundations of illusory correlation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185758,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The results of the study are available through the Universitat de Barcelona Digital Repository ( http://diposit.ub.edu/dspace/handle/2445/114909 ).,,,,,,,
plos,10.1371/journal.pone.0018898,Deficits in Inhibitory Control in Smokers During a Go/NoGo Task: An Investigation Using Event-Related Brain Potentials,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0018898,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0026945,How Frontoparietal Brain Regions Mediate Imitative and Complementary Actions: An fMRI Study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026945,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0085163,Impact of a Single Bout of Aerobic Exercise on Regional Brain Perfusion and Activation Responses in Healthy Young Adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0085163,cc0,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0100454,Selective Impairment of Attentional Networks of Alerting in Wilson's Disease,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0100454,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0151489,Altered Cerebellar White Matter Integrity in Patients with Mild Traumatic Brain Injury in the Acute Stage,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0151489,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Both legal and ethical restrictions prohibit the authors from making the minimal data set publicly available. Given that the data used for this paper involve human subjects, data use will be considered for qualified researchers upon request and upon institutional review board approval from the resea",,,,,,,
plos,10.1371/journal.pone.0290142,Decrease in reaction time for volleyball athletes during saccadic eye movement task: A preliminary study with evoked potentials,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0290142,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://figshare.com/s/5dfb76a11915b19a1ead,"We have uploaded the data to a public repository. Here is the link:  https://figshare.com/s/5dfb76a11915b19a1ead . Also, the doi number is:  10.6084/m9.figshare.25283734 .",https://figshare.com/s/5dfb76a11915b19a1ead,,,,,,
plos,10.1371/journal.pone.0005920,Encouraging Expressions Affect the Brain and Alter Visual Attention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005920,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0029287,Dissociable Effects of Valence and Arousal in Adaptive Executive Control,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0029287,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0095653,A Visual ERP Study of Impulse Inhibition following a Zaleplon-Induced Nap after Sleep Deprivation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0095653,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0194388,The effect of task modality and stimulus frequency in paced serial addition tests on functional brain activity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194388,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8B8RN,All fMRI files are available via the following Harvard Dataverse link:  https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8B8RN .,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Q8B8RN,,,,,,
plos,10.1371/journal.pone.0213908,Properties of a brief assessment tool for longitudinal measurement of cognition in people living with HIV,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213908,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Data are available upon request from the Research Ethics Board of the McGill University Health Centre ( reb.neuro@mcgill.ca ) or the corresponding author, with an approved ethics protocol, and certain categories may be collapsed depending on the researchers’ needs.",,,,,,,
plos,10.1371/journal.pone.0310034,Feeling tired versus feeling relaxed: Two faces of low physiological arousal,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0310034,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/34bsa/?view_only=391e8b016365446ba8b07b316cbd1067,All data and the data analysis code are made available on the OSF ( https://osf.io/34bsa/?view_only=391e8b016365446ba8b07b316cbd1067 ).,https://osf.io/34bsa/?view_only=391e8b016365446ba8b07b316cbd1067,,,,,,
plos,10.1371/journal.pone.0093876,The Relationship between Reversed Masked Priming and the Tri-Phasic Pattern of the Lateralised Readiness Potential,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0093876,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0136786,Neurophysiological Evidence of Compensatory Brain Mechanisms in Early-Stage Multiple Sclerosis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136786,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data base with neurophysiological and neuropsychological dat",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0136786_S1_Dataset.sav,2950,58,51,0.9973,0
plos,10.1371/journal.pone.0198206,The impairing effects of mental fatigue on response inhibition: An ERP study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0198206,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://figshare.com/s/d642ef2dcf5c83c55b2a,The EEG and behavioral data that support the findings of the current study are publicly available at  https://figshare.com/s/d642ef2dcf5c83c55b2a .,https://figshare.com/s/d642ef2dcf5c83c55b2a,,,,,,
plos,10.1371/journal.pone.0060710,Neural Congruency Effects in the Multi-Source Interference Task Vanish in Healthy Youth after Controlling for Conditional Differences in Mean RT,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0060710,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0074539,Long-Term Cardiovascular Fitness Is Associated with Auditory Attentional Control in Old Adults: Neuro-Behavioral Evidence,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0074539,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0224092,Exercise intensity-dependent effects of arm and leg-cycling on cognitive performance,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224092,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its Supporting Information files.,,,,,,,
plos,10.1371/journal.pone.0075386,Effects on Automatic Attention Due to Exposure to Pictures of Emotional Faces while Performing Chinese Word Judgment Tasks,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0075386,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
