table,table.lower,Description,URL (for data),Reference,DOI (for paper),DOI (for data),Original License,Custom License (source),Public Reshare?,Derived License,Custom License (derived),Notes,Contributor,Date
karlsson_2023_climate_risk,karlsson_2023_climate_risk,"Climate-change risk perception, six items rated on a 0-100 slider, measured twice by 1,001 US respondents -- before (wave 1) and after (wave 2) a mental- imagery manipulation. 12,012 responses. resp is a continuous per-item slider rating, not a composite; the deposit's Pre_RiskAverage/Post_RiskAverage columns are excluded. treat is 0 for the control arm (instinctive mental imagery) and 1 for the two active arms, with cov_condition keeping which arm (1 control, 2 enhanced imagery, 3 prevented imagery).",https://osf.io/k6vp9/,"Karlsson, H., Asutay, E., & Vastfjall, D. (2023). A causal link between mental imagery and affect-laden perception of climate change related risks. Scientific Reports, 13, 10163. https://doi.org/10.1038/s41598-023-37195-w",10.1038/s41598-023-37195-w,,CC BY 4.0,,Public,CC BY 4.0,,"The deposit misnames one column: the codebook lists Post_Risk_DV_1..6 but the SPSS file has MPost_Risk_DV_4, with a stray M. It is item 4 -- its variable label is word-for-word Pre_Risk_DV_4's ('How big of a risk is climate change for you?') -- and is renamed on load so both waves carry the same six item codes; the processing script asserts the two labels still match before trusting the rename. One respondent has no condition recorded, so their treat and cov_condition are blank rather than guessed. Item text not shipped: the stems are in the variable labels, but resp is a continuous 0-100 slider, so there is no item x response-option grid for the itemtext schema. Also in this deposit and NOT shipped: an 80-trial mental rotation block answered by only 87 of the 1,001 respondents, below the 100-id floor.",automated,
bentall_2021_over_purchasing,bentall_2021_over_purchasing,"Nine-item over-purchasing (COVID-19 stockpiling) measure from a UK/Republic of Ireland general-population survey during the early phase of the pandemic; 3,066 respondents rating how much they increased purchasing of tinned food, water, sanitary products, toilet roll, dried foods, bread, pharmacy products, batteries and fuel on a 1-5 scale. Item text shipped.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246339,"Bentall RP, Lloyd A, Bennett K, McKay R, Mason L, Murphy J, et al. (2021). Pandemic buying: Testing a psychological model of over-purchasing and panic buying using data from the United Kingdom and the Republic of Ireland during the early phase of the COVID-19 pandemic. PLOS ONE 16(1): e0246339.",10.1371/journal.pone.0246339,,CC BY 4.0,,Public,CC BY 4.0,,"The rest of the deposit is composite scores only (intolerance of uncertainty, locus of control, paranoia, depression, anxiety, TIPI personality, RWA, death anxiety, CRT) with no constituent items; only the over-purchasing block is at item level.",automated,
simo_sanz_2018_spai,simo_sanz_2018_spai,"Spanish adaptation and validation of the Smartphone Addiction Inventory (SPAI); 2,958 Spanish adults answering all 26 SPAI items on a 1-4 agreement scale, with smartphone-usage and demographic covariates. Item text not shipped (the deposit carries no variable labels; the Spanish wording is in the article Table 2).",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0205389,"Simo-Sanz C, Ballestar-Tarin ML, Martinez-Sabater A (2018). Smartphone Addiction Inventory (SPAI): Translation, adaptation and validation of the tool in Spanish adult population. PLOS ONE 13(10): e0205389.",10.1371/journal.pone.0205389,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in Spanish. SPAI_tot, SPAI_FINAL and the four factor scores are composites of the 26 items and are not carried.",automated,
coroiu_2018_scs,coroiu_2018_scs,"Self-Compassion Scale (26 items, 1-5) from a German general population sample of 2,448 adults.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190771,"Coroiu A, Kwakkenbos L, Moran C, Thombs B, Albani C, Bourkas S, et al. (2018). Structural validation of the Self-Compassion Scale with a German general population sample. PLOS ONE 13(2): e0190771.",10.1371/journal.pone.0190771,,CC BY 4.0,,Public,CC BY 4.0,,"German general-population sample; the SPSS export is English-labelled but the survey was administered in German. User-missing codes -1 (no response) and -2 (filter) are declared in the file and dropped. Data hosted on OSF (10.17605/OSF.IO/RAV8K), CC BY 4.0 verified on the node.",automated,
coroiu_2018_cses,coroiu_2018_cses,"Core Self-Evaluations Scale (12 items, 1-5) from the same German general population sample of 2,447 adults.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190771,"Coroiu A, Kwakkenbos L, Moran C, Thombs B, Albani C, Bourkas S, et al. (2018). Structural validation of the Self-Compassion Scale with a German general population sample. PLOS ONE 13(2): e0190771.",10.1371/journal.pone.0190771,,CC BY 4.0,,Public,CC BY 4.0,,"German general-population sample; the SPSS export is English-labelled but the survey was administered in German. User-missing codes -1 (no response) and -2 (filter) are declared in the file and dropped. Data hosted on OSF (10.17605/OSF.IO/RAV8K), CC BY 4.0 verified on the node.",automated,
coroiu_2018_phq9,coroiu_2018_phq9,"PHQ-9 depression screener (9 items, 0-3) from the same German general population sample of 2,447 adults.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190771,"Coroiu A, Kwakkenbos L, Moran C, Thombs B, Albani C, Bourkas S, et al. (2018). Structural validation of the Self-Compassion Scale with a German general population sample. PLOS ONE 13(2): e0190771.",10.1371/journal.pone.0190771,,CC BY 4.0,,Public,CC BY 4.0,,"German general-population sample; the SPSS export is English-labelled but the survey was administered in German. User-missing codes -1 (no response) and -2 (filter) are declared in the file and dropped. Data hosted on OSF (10.17605/OSF.IO/RAV8K), CC BY 4.0 verified on the node.",automated,
enders_2022_vaccine_hesitancy,enders_2022_vaccine_hesitancy,"Vaccine hesitancy beliefs (10 items, 1-5) from a 2,055-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_covid_vax_misinfo,enders_2022_covid_vax_misinfo,"COVID-19 vaccine misinformation beliefs (5 items, 1-5) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_covid_conspiracy,enders_2022_covid_conspiracy,"COVID-19 conspiracy beliefs (7 items, 1-5) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_conspiracy_thinking,enders_2022_conspiracy_thinking,"Conspiracy thinking scale (4 items, 1-5) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_misinformation,enders_2022_misinformation,"General misinformation belief items (8 items, 1-5) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_machiavellianism,enders_2022_machiavellianism,"Machiavellianism subscale (4 items, 1-5) from a 2,053-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_narcissism,enders_2022_narcissism,"Narcissism subscale (4 items, 1-5) from a 2,052-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_psychopathy,enders_2022_psychopathy,"Psychopathy subscale (4 items, 1-5) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_populism,enders_2022_populism,"Populism scale (4 items, 1-5) from a 2,053-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_victimhood,enders_2022_victimhood,"Perceived victimhood scale (4 items, 1-5) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_science_literacy,enders_2022_science_literacy,"Science literacy knowledge test (11 dichotomous items) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_pss4,enders_2022_pss4,"Perceived Stress Scale, 4-item form (0-4) from a 2,054-respondent US national survey; reverse-worded items are left as administered.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_eq8_empathy,enders_2022_eq8_empathy,"EQ-8 empathy scale (8 items, 0-3) from a 2,053-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_compassion,enders_2022_compassion,"Compassion scale (5 items, 1-7) from a 2,053-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_institutional_trust,enders_2022_institutional_trust,"Trust in ten institutions and professions (10 items, 1-7) from a 2,053-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
enders_2022_conflict,enders_2022_conflict,"Interpersonal/political conflict experience checklist (12 dichotomous items) from a 2,054-respondent US national survey.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276082,"Enders AM, Uscinski JE, Klofstad C, Stoler J (2022). On the relationship between conspiracy theory beliefs, misinformation, and vaccine hesitancy. PLOS ONE 17(10): e0276082.",10.1371/journal.pone.0276082,,CC0 1.0,,Public,CC0 1.0,,"Built from the deposit's raw Qualtrics export, not the recoded 'Clean Data' file, so reverse-worded items are left as administered. Single-valued attention-check columns are dropped. CC0 verified on the OSF node itself.",automated,
nolte_2017_hlq_provider_support,nolte_2017_hlq_provider_support,"HLQ scale 'Feeling understood and supported by healthcare providers' (4 items, 1-4) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_information,nolte_2017_hlq_information,"HLQ scale 'Having sufficient information to manage my health' (4 items, 1-4) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_managing_health,nolte_2017_hlq_managing_health,"HLQ scale 'Actively managing my health' (5 items, 1-4) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_social_support,nolte_2017_hlq_social_support,"HLQ scale 'Social support for health' (5 items, 1-4) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_appraisal,nolte_2017_hlq_appraisal,"HLQ scale 'Appraisal of health information' (5 items, 1-4) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_engage_providers,nolte_2017_hlq_engage_providers,"HLQ scale 'Ability to actively engage with healthcare providers' (5 items, 1-5) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_navigating,nolte_2017_hlq_navigating,"HLQ scale 'Navigating the healthcare system' (6 items, 1-5) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_find_information,nolte_2017_hlq_find_information,"HLQ scale 'Ability to find good health information' (5 items, 1-5) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
nolte_2017_hlq_understand_info,nolte_2017_hlq_understand_info,"HLQ scale 'Understanding health information well enough to know what to do' (5 items, 1-5) from the German validation sample of 1,058 adults with chronic conditions.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172340,"Nolte S, Osborne RH, Dwinger S, Elsworth GR, Conrad ML, Rose M, Harter M, Dirmaier J (2017). German translation, cultural adaptation, and validation of the Health Literacy Questionnaire (HLQ). PLOS ONE 12(2): e0172340.",10.1371/journal.pone.0172340,,CC BY 4.0,,Public,CC BY 4.0,,"Administered in German; the SPSS variable labels carry the full German item wording. The HLQ has nine scales and no overall score, and the nine split across two response formats (scales 1-5 on 1-4, scales 6-9 on 1-5), so they ship as nine tables.",automated,
li_2026_sas_sv,li_2026_sas_sv,"Smartphone Addiction Scale, Short Version (10 items, 1-6) from 1,842 Chinese college students.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0349016,"Li X, Mao Y (2026). Network analysis of smartphone addiction and sleep disorder symptoms in Chinese college students. PLOS ONE 21(5): e0349016.",10.1371/journal.pone.0349016,,CC BY 4.0,,Public,CC BY 4.0,,"Data hosted on figshare (10.6084/m9.figshare.32109184), CC BY 4.0 verified on the figshare record. The deposit's PSQI columns are the seven derived component scores, not raw items, and are not carried.",automated,
graves_2021_pss10,graves_2021_pss10,"Perceived Stress Scale (10 items, 0-4) from 1,051 US college students.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255634,"Graves BS, Hall ME, Dias-Karch C, Haischer MH, Apter C (2021). Gender differences in perceived stress and coping among college students. PLOS ONE 16(8): e0255634.",10.1371/journal.pone.0255634,,CC BY 4.0,,Public,CC BY 4.0,,"The file has no person identifier, so the pre/post indicator is carried as cov_prepost rather than as a wave.",automated,
graves_2021_brief_cope,graves_2021_brief_cope,"Brief-COPE (28 items, 1-4) from 988 US college students.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255634,"Graves BS, Hall ME, Dias-Karch C, Haischer MH, Apter C (2021). Gender differences in perceived stress and coping among college students. PLOS ONE 16(8): e0255634.",10.1371/journal.pone.0255634,,CC BY 4.0,,Public,CC BY 4.0,,The fourteen Brief-COPE subscale scores and the adaptive/maladaptive composites are dropped; only the 28 items ship.,automated,
roy_2024_phq9,roy_2024_phq9,"PHQ-9 (9 items, 0-3) from 1,019 Bangladeshi undergraduates.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0315687,"Roy S, et al. (2024). Prevalence and predictors of functional gastrointestinal disorder among the undergraduate students of Bangladesh. PLOS ONE 19(12): e0315687.",10.1371/journal.pone.0315687,,CC BY 4.0,,Public,CC BY 4.0,,"The deposit's ISI block is entirely missing, its PSS-4 block is unresolvable against the analysed score, and its aw1-aw10 block mixes two response codings; none of the three is carried.",automated,
roy_2024_sas_sv,roy_2024_sas_sv,"Smartphone Addiction Scale, Short Version (10 items, 1-6) from 1,019 Bangladeshi undergraduates.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0315687,"Roy S, et al. (2024). Prevalence and predictors of functional gastrointestinal disorder among the undergraduate students of Bangladesh. PLOS ONE 19(12): e0315687.",10.1371/journal.pone.0315687,,CC BY 4.0,,Public,CC BY 4.0,,Same deposit as roy_2024_phq9; three other candidate blocks are excluded for stated reasons.,automated,
pilch_2021_fcv19s_validation,pilch_2021_fcv19s_validation,"Fear of COVID-19 Scale (FCV-19S, Ahorsu et al.), 7 items on a 1-5 agreement scale, Polish adaptation; 325 Polish adults.",https://peerj.com/articles/11263/#supplementary-material,"Pilch I, Kurasz Z, Turska-Kawa A. 2021. Experiencing fear during the pandemic: validation of the fear of COVID-19 scale in Polish. PeerJ 9:e11263.",10.7717/peerj.11263,,CC BY 4.0,,Public,CC BY 4.0,,"Sample 2 (n=325) of a two-sample validation study. Sample 1 is NOT in this table: it is the same sample as PLOS ONE 10.1371/journal.pone.0258606, already in IRW as pilch_2021_fear_covid19 and siblings (206 of 206 distinct FCV-19S response patterns shared, item means equal to 3 decimals). Education (2-6) and Marital status (1-3) exceed what the deposit's Codebook sheet documents for Sample 1, so those two covariates ship as uninterpreted raw codes. Item text ships the deposit's own Polish questionnaire wording, which differs from the paper's Table 1 on items 5-7.",automated,
pilch_2021_ipip20_validation,pilch_2021_ipip20_validation,"IPIP-BFM-20 Big Five personality markers, 20 items on a 1-5 accuracy scale, Polish adaptation; 311 Polish adults.",https://peerj.com/articles/11263/#supplementary-material,"Pilch I, Kurasz Z, Turska-Kawa A. 2021. Experiencing fear during the pandemic: validation of the fear of COVID-19 scale in Polish. PeerJ 9:e11263.",10.7717/peerj.11263,,CC BY 4.0,,Public,CC BY 4.0,,"Sample 2 (n=325) of a two-sample validation study. Sample 1 is NOT in this table: it is the same sample as PLOS ONE 10.1371/journal.pone.0258606, already in IRW as pilch_2021_fear_covid19 and siblings (206 of 206 distinct FCV-19S response patterns shared, item means equal to 3 decimals). Education (2-6) and Marital status (1-3) exceed what the deposit's Codebook sheet documents for Sample 1, so those two covariates ship as uninterpreted raw codes. 14 of the 325 respondents skipped the personality block entirely; those are genuine non-responses, dropped rather than imputed.",automated,
pilch_2021_preventive_behavior,pilch_2021_preventive_behavior,"Engagement in preventive behavior during the COVID-19 pandemic, 4 author-constructed items on a 1-5 agreement scale; 383 Polish adults.",https://peerj.com/articles/11263/#supplementary-material,"Pilch I, Kurasz Z, Turska-Kawa A. 2021. Experiencing fear during the pandemic: validation of the fear of COVID-19 scale in Polish. PeerJ 9:e11263.",10.7717/peerj.11263,,CC BY 4.0,,Public,CC BY 4.0,,"Sample 1 (n=383) of a two-sample validation study. This block is a different instrument from anything in the already-present PLOS deposit for the same sample (which carries BEH1-10 on a 1-7 scale), so it is new data rather than a duplicate; ids do not link across to those tables.",automated,
pilch_2021_preventive_vas,pilch_2021_preventive_vas,"Preventive behaviors during the COVID-19 pandemic, 3 author-constructed items on a 0-100 visual analogue slider; 325 Polish adults.",https://peerj.com/articles/11263/#supplementary-material,"Pilch I, Kurasz Z, Turska-Kawa A. 2021. Experiencing fear during the pandemic: validation of the fear of COVID-19 scale in Polish. PeerJ 9:e11263.",10.7717/peerj.11263,,CC BY 4.0,,Public,CC BY 4.0,,"Sample 2 (n=325) of a two-sample validation study. Sample 1 is NOT in this table: it is the same sample as PLOS ONE 10.1371/journal.pone.0258606, already in IRW as pilch_2021_fear_covid19 and siblings (206 of 206 distinct FCV-19S response patterns shared, item means equal to 3 decimals). Education (2-6) and Marital status (1-3) exceed what the deposit's Codebook sheet documents for Sample 1, so those two covariates ship as uninterpreted raw codes. resp is continuous (0-100 slider), not ordinal; only the two endpoints carry anchor labels.",automated,
bate_2019_srq,bate_2019_srq,"Super-Recognizer Questionnaire (SRQ), 20 self-report items on a 1-5 scale; 415 adults pooled from a top-end civilian sample (n=264) and a police sample (n=151).",https://peerj.com/articles/6330/#supplementary-material,"Bate S, Dudfield G. 2019. Subjective assessment for super recognition: an evaluation of self-report methods in civilian and police participants. PeerJ 7:e6330.",10.7717/peerj.6330,,CC BY 4.0,,Public,CC BY 4.0,,"Two independently-recruited samples merged into one file per the same-instrument rule, distinguished by cov_study; the police sample's ids are offset past the civilian sample's maximum. Experiment 3 is excluded: that sheet carries only an SRQ total, never the 20 item responses. The objective face-recognition task scores (CFMT+, PMT) and the two single-item ratings are not part of the SRQ block and are not shipped. Item text not shipped: the deposit has codes only.",automated,
