source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,irw_file,n_other_files
figshare,Data_Sheet_1_Self-reported visual impairment and depression of middle-aged and older adults: The chain-mediating effects of internet use and social participation.DOCX,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Self-reported_visual_impairment_and_depression_of_middle-aged_and_older_adults_The_chain-mediating_effects_of_internet_use_and_social_participation_DOCX/21570834,10.3389/fpubh.2022.957586.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data_Sheet_1_The multidimensional assessment of interoceptive awareness, version 2: Translation and psychometric properties of the Chinese version.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_The_multidimensional_assessment_of_interoceptive_awareness_version_2_Translation_and_psychometric_properties_of_the_Chinese_version_docx/21540084,10.3389/fpsyt.2022.970982.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication Data for: BSI Depression and PROMIS Depression data from the HYM cohort,https://doi.org/10.7910/DVN/RX8OLL,10.7910/dvn/rx8oll,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_A single-session Mindfulness-Based Swinging Technique vs. cognitive disputation intervention among women with breast cancer: A pilot randomised controlled study examining the efficacy at 8-week follow-up.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_A_single-session_Mindfulness-Based_Swinging_Technique_vs_cognitive_disputation_intervention_among_women_with_breast_cancer_A_pilot_randomised_controlled_study_examining_the_efficacy_at_8-week_follow-up_DOCX/21370740,10.3389/fpsyg.2022.1007065.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Impacts of menopause hormone therapy on mood disorders among postmenopausal women,https://tandf.figshare.com/articles/dataset/Impacts_of_menopause_hormone_therapy_on_mood_disorders_among_postmenopausal_women/21256452,10.6084/m9.figshare.21256452.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Determinants of functioning and health-related quality of life after vestibular stroke.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Determinants_of_functioning_and_health-related_quality_of_life_after_vestibular_stroke_DOCX/21059836,10.3389/fneur.2022.957283.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_2_Determinants of functioning and health-related quality of life after vestibular stroke.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_2_Determinants_of_functioning_and_health-related_quality_of_life_after_vestibular_stroke_DOCX/21059839,10.3389/fneur.2022.957283.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Development and validation study of the suicide screening questionnaire-observer rating (SSQ-OR).docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Development_and_validation_study_of_the_suicide_screening_questionnaire-observer_rating_SSQ-OR_docx/20478516,10.3389/fpsyt.2022.945051.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Psychometric properties of the German version of the Psychological Consequences of Screening Questionnaire (PCQ) for liver diseases.xlsx,https://frontiersin.figshare.com/articles/dataset/Table_1_Psychometric_properties_of_the_German_version_of_the_Psychological_Consequences_of_Screening_Questionnaire_PCQ_for_liver_diseases_xlsx/20471670,10.3389/fpsyg.2022.956674.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Relative impact of predictors on Patient Health Questionnaire (PHQ-9) score in responses over the year of surveys.,https://plos.figshare.com/articles/dataset/Relative_impact_of_predictors_on_Patient_Health_Questionnaire_PHQ-9_score_in_responses_over_the_year_of_surveys_/20458386,10.1371/journal.pone.0271824.t006,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Impact of intergenerational support and medical expenditures on depression: Evidence from rural older adults in China.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Impact_of_intergenerational_support_and_medical_expenditures_on_depression_Evidence_from_rural_older_adults_in_China_docx/20356215,10.3389/fpubh.2022.840864.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Psychometric properties of the Stress and Anxiety to Viral Epidemics-9 scale among frontline nursing professionals working in the COVID-19 inpatients ward.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Psychometric_properties_of_the_Stress_and_Anxiety_to_Viral_Epidemics-9_scale_among_frontline_nursing_professionals_working_in_the_COVID-19_inpatients_ward_docx/20354115,10.3389/fpsyt.2022.934202.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Examining the Effect of Increased Aerobic Exercise in Moderately Fit Adults on Psychological State and Cognitive Function.PDF,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Examining_the_Effect_of_Increased_Aerobic_Exercise_in_Moderately_Fit_Adults_on_Psychological_State_and_Cognitive_Function_PDF/20292045,10.3389/fnhum.2022.833149.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_2_Examining the Effect of Increased Aerobic Exercise in Moderately Fit Adults on Psychological State and Cognitive Function.PDF,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_Examining_the_Effect_of_Increased_Aerobic_Exercise_in_Moderately_Fit_Adults_on_Psychological_State_and_Cognitive_Function_PDF/20292048,10.3389/fnhum.2022.833149.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Examining the Effect of Increased Aerobic Exercise in Moderately Fit Adults on Psychological State and Cognitive Function.XLSX,https://frontiersin.figshare.com/articles/dataset/Table_1_Examining_the_Effect_of_Increased_Aerobic_Exercise_in_Moderately_Fit_Adults_on_Psychological_State_and_Cognitive_Function_XLSX/20292051,10.3389/fnhum.2022.833149.s003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Alleviating Pregastroscopy Anxiety Using Mobile Social Media Application.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Alleviating_Pregastroscopy_Anxiety_Using_Mobile_Social_Media_Application_pdf/20123174,10.3389/fmed.2022.855892.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Alleviating Pregastroscopy Anxiety Using Mobile Social Media Application.pdf,https://frontiersin.figshare.com/articles/dataset/Table_1_Alleviating_Pregastroscopy_Anxiety_Using_Mobile_Social_Media_Application_pdf/20123177,10.3389/fmed.2022.855892.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Are inappropriate eating behaviors and anxiety related with track and field in adolescent athletes?,https://scielo.figshare.com/articles/dataset/Are_inappropriate_eating_behaviors_and_anxiety_related_with_track_and_field_in_adolescent_athletes_/20018289,10.6084/m9.figshare.20018289.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Anxiety disorder in elderly persons with chronic pain: frequency and associations,https://scielo.figshare.com/articles/dataset/Anxiety_disorder_in_elderly_persons_with_chronic_pain_frequency_and_associations/20016687,10.6084/m9.figshare.20016687.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Anthropometric profile, physical activity level, degree of anxiety, and posture in college students",https://scielo.figshare.com/articles/dataset/Anthropometric_profile_physical_activity_level_degree_of_anxiety_and_posture_in_college_students/20015555,10.6084/m9.figshare.20015555.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Evaluation of children’s dental anxiety levels at a kindergarten and at a dental clinic,https://scielo.figshare.com/articles/dataset/Evaluation_of_children_s_dental_anxiety_levels_at_a_kindergarten_and_at_a_dental_clinic/20011473,10.6084/m9.figshare.20011473.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Supplementary materials for the chapter ""Math and literacy anxiety, study major preferences, and expectancy effects"" prepared to the book ""The international handbook of gender beliefs, stereotype threat, and teacher expectations"", Ed. P. Watson. Routledge (in preparation).",https://doi.org/10.7910/DVN/IEEH3O,10.7910/dvn/ieeh3o,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Supplementary materials for the chapter ""Math and literacy anxiety, study major preferences, and expectancy effects"" prepared to the book ""The international handbook of gender beliefs, stereotype threat, and teacher expectations"", Ed. P. Watson. Routledge (in preparation). After Review",https://doi.org/10.7910/DVN/3BZAUD,10.7910/dvn/3bzaud,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Relationship between perceived parenting style with anxiety levels and loneliness in visually impaired children and adolescents,https://scielo.figshare.com/articles/dataset/Relationship_between_perceived_parenting_style_with_anxiety_levels_and_loneliness_in_visually_impaired_children_and_adolescents/19967632,10.6084/m9.figshare.19967632.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Cultural Adaptation of the Patient Satisfaction Questionnaire and Validation of Its Use in the Portuguese Language for Women with Chronic Pelvic Pain,https://scielo.figshare.com/articles/dataset/Cultural_Adaptation_of_the_Patient_Satisfaction_Questionnaire_and_Validation_of_Its_Use_in_the_Portuguese_Language_for_Women_with_Chronic_Pelvic_Pain/19962176,10.6084/m9.figshare.19962176.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Effect of perceived risk, challenges & coping on anxiety and depression among frontline health workers during COVID-19 pandemic in Bangladesh",https://doi.org/10.7910/DVN/QEJBOP,10.7910/dvn/qejbop,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Effect of perceived risk, challenges & coping on anxiety and depression among frontline health workers during COVID-19 pandemic in Bangladesh",https://doi.org/10.7910/DVN/DLT9EY,10.7910/dvn/dlt9ey,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Association Between Self-rating Depression Scores and Total Ghrelin and Adipokine Serum Levels in a Large Population-Based Sample.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Association_Between_Self-rating_Depression_Scores_and_Total_Ghrelin_and_Adipokine_Serum_Levels_in_a_Large_Population-Based_Sample_docx/19743580,10.3389/fpsyt.2022.891325.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Datasets underlying the Study on Interpersonal and intrapersonal expectancies, learning anxiety, and students’ achievement",https://doi.org/10.7910/DVN/H1EAQ9,10.7910/dvn/h1eaq9,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table_1_A Comparison Study of Impulsiveness, Cognitive Function, and P300 Components Between Gamma-Hydroxybutyrate and Heroin-Addicted Patients: Preliminary Findings.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_A_Comparison_Study_of_Impulsiveness_Cognitive_Function_and_P300_Components_Between_Gamma-Hydroxybutyrate_and_Heroin-Addicted_Patients_Preliminary_Findings_docx/19620483,10.3389/fnhum.2022.835922.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_The Validation Study of the Stress and Anxiety to Viral Epidemics−6 Scale Among Patients With Cancer in the COVID-19 Pandemic.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_The_Validation_Study_of_the_Stress_and_Anxiety_to_Viral_Epidemics_6_Scale_Among_Patients_With_Cancer_in_the_COVID-19_Pandemic_docx/19594588,10.3389/fpsyt.2022.811083.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication Data for: Fireside Chats: Communication and Consumers' Expectations in the Great Depression,https://doi.org/10.7910/DVN/ZT6RUW,10.7910/dvn/zt6ruw,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_What Is the Optimal Cut-Off Point of the 10-Item Center for Epidemiologic Studies Depression Scale for Screening Depression Among Chinese Individuals Aged 45 and Over? An Exploration Using Latent Profile Analysis.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_What_Is_the_Optimal_Cut-Off_Point_of_the_10-Item_Center_for_Epidemiologic_Studies_Depression_Scale_for_Screening_Depression_Among_Chinese_Individuals_Aged_45_and_Over_An_Exploration_Using_Latent_Profile_Analysis_DOCX/19352933,10.3389/fpsyt.2022.820777.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Dynamic Tracking of State Anxiety via Multi-Modal Data and Machine Learning.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Dynamic_Tracking_of_State_Anxiety_via_Multi-Modal_Data_and_Machine_Learning_docx/19288634,10.3389/fpsyt.2022.757961.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Perioperative Propranolol Against Dental Anxiety: A Randomized Controlled Trial.DOC,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Perioperative_Propranolol_Against_Dental_Anxiety_A_Randomized_Controlled_Trial_DOC/19206090,10.3389/fpsyt.2022.842353.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Psychometric Properties of the Bangla Version of the Stress and Anxiety to Viral Epidemics-6 Items Scale Among the General Population in Bangladesh.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Psychometric_Properties_of_the_Bangla_Version_of_the_Stress_and_Anxiety_to_Viral_Epidemics-6_Items_Scale_Among_the_General_Population_in_Bangladesh_docx/19186118,10.3389/fpsyt.2022.804162.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Symptom Patterns of the Occurrence of Depression and Anxiety in a Japanese General Adult Population Sample: A Latent Class Analysis.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Symptom_Patterns_of_the_Occurrence_of_Depression_and_Anxiety_in_a_Japanese_General_Adult_Population_Sample_A_Latent_Class_Analysis_pdf/19136339,10.3389/fpsyt.2022.808918.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Cronbach’s α and Pearson correlation between STICSA factors and anxiety (STAI), depression (DASS-D), positive affect (PA) and negative affect (NA).",https://plos.figshare.com/articles/dataset/Cronbach_s_and_Pearson_correlation_between_STICSA_factors_and_anxiety_STAI_depression_DASS-D_positive_affect_PA_and_negative_affect_NA_/19066336,10.1371/journal.pone.0262960.t005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_2_The Impact of Maternal Anxiety on Early Child Development During the COVID-19 Pandemic.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_The_Impact_of_Maternal_Anxiety_on_Early_Child_Development_During_the_COVID-19_Pandemic_docx/17361911,10.3389/fpsyg.2021.792053.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_The Impact of Maternal Anxiety on Early Child Development During the COVID-19 Pandemic.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_The_Impact_of_Maternal_Anxiety_on_Early_Child_Development_During_the_COVID-19_Pandemic_docx/17361905,10.3389/fpsyg.2021.792053.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Do depression, anxiety, emotional intelligence, and sleep quality affect diabetes management self-efficacy in Korean pregnant women with gestational diabetes in pregnancy? - a descriptive correlational study",https://doi.org/10.7910/DVN/KIRXHR,10.7910/dvn/kirxhr,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table_1_Anxiety, Anger and Depression Amongst Low-Income Earners in Southwestern Uganda During the COVID-19 Total Lockdown.DOCX",https://frontiersin.figshare.com/articles/dataset/Table_1_Anxiety_Anger_and_Depression_Amongst_Low-Income_Earners_in_Southwestern_Uganda_During_the_COVID-19_Total_Lockdown_DOCX/17149919,10.3389/fpubh.2021.590458.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: Evaluation of a Stepped Care Approach to Manage Depression and Diabetes Distress in Patients with Type 1 Diabetes and Type 2 Diabetes: Results of a Randomized Controlled Trial (ECCE HOMO Study),https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Evaluation_of_a_Stepped_Care_Approach_to_Manage_Depression_and_Diabetes_Distress_in_Patients_with_Type_1_Diabetes_and_Type_2_Diabetes_Results_of_a_Randomized_Controlled_Trial_ECCE_HOMO_Study_/17134028,10.6084/m9.figshare.17134028.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Risk factors for anxiety.,https://plos.figshare.com/articles/dataset/Risk_factors_for_anxiety_/17116125,10.1371/journal.pone.0260359.t007,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Risk factors for depression.,https://plos.figshare.com/articles/dataset/Risk_factors_for_depression_/17116119,10.1371/journal.pone.0260359.t005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Replication Data for: The reliability, validity and factorial structure of the Swahili version of the 7‑item generalized anxiety disorder scale (GAD‑7) among adults living with HIV from Kilifi, Kenya",https://doi.org/10.7910/DVN/F210TY,10.7910/dvn/f210ty,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary Material for: Volitional Yoga Breathing Influences Attention and Anxiety: An Exploratory Randomized Crossover Study,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Volitional_Yoga_Breathing_Influences_Attention_and_Anxiety_An_Exploratory_Randomized_Crossover_Study/17025842,10.6084/m9.figshare.17025842.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Priorities for research in child and adolescent anxiety and depression: a priority setting partnership with youth and professionals.,https://doi.org/10.7910/DVN/UQPYVT,10.7910/dvn/uqpyvt,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Anxiety Level among Newly Hired Nurse in a Specialized Oncology Hospital,https://doi.org/10.7910/DVN/OSXHWE,10.7910/dvn/osxhwe,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Arguing in Favor of Revising the Simulator Sickness Questionnaire Factor Structure When Assessing Side Effects Induced by Immersions in Virtual Reality.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Arguing_in_Favor_of_Revising_the_Simulator_Sickness_Questionnaire_Factor_Structure_When_Assessing_Side_Effects_Induced_by_Immersions_in_Virtual_Reality_docx/16941133,10.3389/fpsyt.2021.739742.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_The Patient Health Questionnaire-9 vs. the Hamilton Rating Scale for Depression in Assessing Major Depressive Disorder.DOC,https://frontiersin.figshare.com/articles/dataset/Table_1_The_Patient_Health_Questionnaire-9_vs_the_Hamilton_Rating_Scale_for_Depression_in_Assessing_Major_Depressive_Disorder_DOC/16927525,10.3389/fpsyt.2021.747139.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Calibration Data for Adaptive Versions of Common Personality Inventories,https://doi.org/10.7910/DVN/MCT7QK,10.7910/dvn/mct7qk,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Gender Differences in Anxiety Among COVID-19 Inpatients Under Isolation: A Questionnaire Survey During the First and Second Waves of the COVID-19 Pandemic in Japan.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Gender_Differences_in_Anxiety_Among_COVID-19_Inpatients_Under_Isolation_A_Questionnaire_Survey_During_the_First_and_Second_Waves_of_the_COVID-19_Pandemic_in_Japan_docx/16835377,10.3389/fpubh.2021.708965.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"Replication Data for ""Anxiety and Depression among Medical Doctors in Catalonia, Italy, and the UK during the COVID-19 Pandemic""",https://doi.org/10.7910/DVN/DRSMYH,10.7910/dvn/drsmyh,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication data for: Structural Change and Internal Labor Migration: Evidence from the Great Depression,https://doi.org/10.7910/DVN/4VR1EI,10.7910/dvn/4vr1ei,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Mean score and standard deviation for the State-Trait Anxiety Inventory.,https://plos.figshare.com/articles/dataset/Mean_score_and_standard_deviation_for_the_State-Trait_Anxiety_Inventory_/16453719,10.1371/journal.pone.0256806.t003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data_Sheet_1_Depression-, Anxiety-, and Anger and Cognitive Functions: Findings From a Longitudinal Prospective Study.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Depression-_Anxiety-_and_Anger_and_Cognitive_Functions_Findings_From_a_Longitudinal_Prospective_Study_docx/15122676,10.3389/fpsyt.2021.665742.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Leptin Gene and Leptin Receptor Gene Polymorphisms in Alcohol Use Disorder: Findings Related to Psychopathology.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Leptin_Gene_and_Leptin_Receptor_Gene_Polymorphisms_in_Alcohol_Use_Disorder_Findings_Related_to_Psychopathology_DOCX/15122451,10.3389/fpsyt.2021.723059.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Quality of Life and Depressive symptoms in Perú,https://doi.org/10.7910/DVN/93WCEZ,10.7910/dvn/93wcez,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Data for Anxiety Undermined Job Satisfaction Among Essential Workers in the U.S. during the COVID-19 Pandemic,https://doi.org/10.7910/DVN/RMUJNX,10.7910/dvn/rmujnx,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Survey Response Data,https://doi.org/10.7910/DVN/F7GZF6,10.7910/dvn/f7gzf6,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Higher Levels of Psychological Burden and Alterations in Personality Functioning in Crohn’s Disease and Ulcerative Colitis.pdf,https://frontiersin.figshare.com/articles/dataset/Table_1_Higher_Levels_of_Psychological_Burden_and_Alterations_in_Personality_Functioning_in_Crohn_s_Disease_and_Ulcerative_Colitis_pdf/14833824,10.3389/fpsyg.2021.671493.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Development and Validation of a Self-Efficacy Item Bank,https://doi.org/10.7910/DVN/TGWZQJ,10.7910/dvn/tgwzqj,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Dimensionality and Measurement Invariance of the State-Trait Inventory for Cognitive and Somatic Anxiety (STICSA) and Validity Comparison With Measures of Negative Emotionality.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Dimensionality_and_Measurement_Invariance_of_the_State-Trait_Inventory_for_Cognitive_and_Somatic_Anxiety_STICSA_and_Validity_Comparison_With_Measures_of_Negative_Emotionality_docx/14741586,10.3389/fpsyg.2021.644889.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,(Mis)information and Anxiety: Evidence from a Randomized Covid-19 Information Campaign,https://doi.org/10.7910/DVN/WKDC9I,10.7910/dvn/wkdc9i,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Structural Equation Modeling and Item Response Theory Parameter Equivalency Studies,https://doi.org/10.7910/DVN/WNF1EW,10.7910/dvn/wnf1ew,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Measuring Prospective Imagery: Psychometric Properties of the Chinese Version of the Prospective Imagery Task.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Measuring_Prospective_Imagery_Psychometric_Properties_of_the_Chinese_Version_of_the_Prospective_Imagery_Task_DOCX/14670600,10.3389/fpsyg.2021.645127.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data for the study ""Latent toxoplasmosis is associated with a higher level of perceived stress in men but not women, is not associated with anxiety and is associated with worse mental health""",https://figshare.com/articles/dataset/Data_for_the_study_Latent_toxoplasmosis_is_associated_with_a_higher_level_of_perceived_stress_in_men_but_not_women_is_not_associated_with_anxiety_and_is_associated_with_worse_mental_health_/14651490,10.6084/m9.figshare.14651490.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Abortion policies and symptoms of postpartum depression across countries,https://doi.org/10.7910/DVN/CRVJ5C,10.7910/dvn/crvj5c,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_1_Psychometric Properties of the Nine-Item Problematic Internet Use Questionnaire in a Brazilian General Population Sample.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Psychometric_Properties_of_the_Nine-Item_Problematic_Internet_Use_Questionnaire_in_a_Brazilian_General_Population_Sample_DOCX/14577180,10.3389/fpsyt.2021.660186.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_2_Psychometric Properties of the Nine-Item Problematic Internet Use Questionnaire in a Brazilian General Population Sample.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_2_Psychometric_Properties_of_the_Nine-Item_Problematic_Internet_Use_Questionnaire_in_a_Brazilian_General_Population_Sample_DOCX/14577183,10.3389/fpsyt.2021.660186.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table_3_Psychometric Properties of the Nine-Item Problematic Internet Use Questionnaire in a Brazilian General Population Sample.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_3_Psychometric_Properties_of_the_Nine-Item_Problematic_Internet_Use_Questionnaire_in_a_Brazilian_General_Population_Sample_DOCX/14577186,10.3389/fpsyt.2021.660186.s003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_1_Effects of Educational Video on Pre-operative Anxiety in Children - A Randomized Controlled Trial.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Effects_of_Educational_Video_on_Pre-operative_Anxiety_in_Children_-_A_Randomized_Controlled_Trial_docx/14576904,10.3389/fped.2021.640236.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data_Sheet_2_Effects of Educational Video on Pre-operative Anxiety in Children - A Randomized Controlled Trial.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_Effects_of_Educational_Video_on_Pre-operative_Anxiety_in_Children_-_A_Randomized_Controlled_Trial_docx/14576907,10.3389/fped.2021.640236.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Depression among cancer caregivers in a rural setting.xlsx,https://figshare.com/articles/dataset/Depression_among_cancer_caregivers_in_a_rural_setting_xlsx/14524800,10.6084/m9.figshare.14524800.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
