source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
zenodo,Maternal diet affects juvenile Carpetan rock lizard performance and personality,,10.5061/dryad.sqv9s4n0g,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data and material for Personality Traits in Citizen Expectations towards Public Services,https://doi.org/10.7910/DVN/LJMSJN,10.7910/dvn/ljmsjn,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Worried, weary and worn out: a mixed methods study of stress and wellbeing in final year medical students",,10.5061/dryad.2jm63xskj,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Safety Attitudes Questionnaire - Primary Care (Croatia),https://doi.org/10.7910/DVN/71JL1U,10.7910/dvn/71jl1u,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,The Variably Intense Vocalizations of Affect and Emotion Corpus (VIVAE),,10.5281/zenodo.4066235,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,A novel approach for investigating Parkinson's Disease personality and its association with clinical and psychological aspects.,,10.5281/zenodo.4063913,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Consistent variations in personality traits and their potential for genetic improvement in the biocontrol agent Trichogramma evanescens - Data table and code for data analysis,,10.5281/zenodo.4058218,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Rabbit Relationship Between Personality and Cognition,https://doi.org/10.7910/DVN/WOZ8AQ,10.7910/dvn/woz8aq,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,A psychometric evaluation of fear of COVID-19 scale (FCV-19S) in 4-point Likert-scale: Its reliability and validity,https://doi.org/10.7910/DVN/ABNXB5,10.7910/dvn/abnxb5,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Personality composition determines social learning pathways within shoaling fish,,10.5061/dryad.8sf7m0ck8,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Questionnaire for Virtual Mapping in Kenya,https://doi.org/10.7910/DVN/HQRGYT,10.7910/dvn/hqrgyt,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data for: Effects of Peers and Rank on Cognition, Preferences and Personality",https://doi.org/10.7910/DVN/G2IKPH,10.7910/dvn/g2ikph,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,The path from schizotypy to depression and aggression and the role of family stress,,10.5281/zenodo.3956134,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Questionnaire Sample,https://doi.org/10.7910/DVN/JHDYHL,10.7910/dvn/jhdyhl,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Short Dark Triad for Youth (SD3-Y-PL) Scale: Adaptation and Structure Investigation among Polish Adolescents,https://doi.org/10.3886/E115821V2-23261,10.3886/e115821v2-23261,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Short Dark Triad for Youth (SD3-Y-PL) Scale: Adaptation and Structure Investigation among Polish Adolescents,https://doi.org/10.3886/E115821,10.3886/e115821,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Short Dark Triad for Youth (SD3-Y-PL) Scale: Adaptation and Structure Investigation among Polish Adolescents,https://doi.org/10.3886/E115821V2,10.3886/e115821v2,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Short Dark Triad for Youth (SD3-Y-PL) Scale: Adaptation and Structure Investigation among Polish Adolescents,https://doi.org/10.3886/E115821V1,10.3886/e115821v1,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Parenting measures from the Family Life Questionnaire; parents and child psychopathological symptoms from the ASEBA instruments.,,10.5281/zenodo.4090276,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Does inbreeding affect personality traits?,,10.5061/dryad.50d300k,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,"RWA, Personality, and Humor Production",https://osf.io/edaqk/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Personality driven life-history trade-offs differ in two sub-populations of free ranging predators,,10.5061/dryad.ksn02v71r,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Questionnaire data,,10.5281/zenodo.3924549,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Text4Hope - One Week Demographic and Perceived Stress Scale Data Set,https://doi.org/10.7910/DVN/PVTXHK,10.7910/dvn/pvtxhk,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,DEEPdown: a self-development programme grounded in the Five Factor Model of personality,https://osf.io/9eysm/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Quality of Sleep and Anxiety are Related to Circadian Preference in University Students.,https://doi.org/10.7910/DVN/CZFP1A,10.7910/dvn/czfp1a,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,questionnaire about Hyperbilirubinemia,,10.5281/zenodo.3860692,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Questionnaire,https://doi.org/10.7910/DVN/S9U4MM,10.7910/dvn/s9u4mm,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,The Effect of Personality on Distress During the COVID-19 Pandemic,https://osf.io/5hr2t/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Ventromedial prefrontal cortex drives the prioritization of self-associated stimuli in working memory,,10.5061/dryad.fttdz08pw,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,"Adaptive and Maladaptive Behaviour During the COVID-19 Pandemic: The Role of Dark Triad Traits, Collective Narcissism, and Health Beliefs",https://osf.io/x54st/,,563c1cf88c5e4a3877f9e96a,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Virtuous Victim Signaling as Indicators of Dark Triad Personalities,https://osf.io/uxsb5/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,The associations between five factor model and dark triad traits and offending behaviour: A systematic review,https://osf.io/ch6ke/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Personality traits change after an opportunity to mate,,10.5061/dryad.wstqjq2h3,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: The Long-Term Effect of Military Conscription on Personality and Beliefs,https://doi.org/10.7910/DVN/67CUSW,10.7910/dvn/67cusw,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Attachment style moderates the relationship between social media use and user mental health and wellbeing,https://osf.io/y3x4p/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Short Dark Triad - SD3,https://osf.io/uan7f/,,563c1cf88c5e4a3877f9e96e,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Dark Triad Dirty Dozen - DTDD,https://osf.io/b8udf/,,563c1cf88c5e4a3877f9e96e,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,BFI Inventory Scores,,10.5281/zenodo.3695861,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Does partisanship promote anti-democratic impulses? Evidence from a Survey Experiment,https://doi.org/10.7910/DVN/ZMIWLD,10.7910/dvn/zmiwld,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,As cold as a fish? Relationships between the Dark Triad personality traits and affective experience during the day: A day reconstruction study,https://plos.figshare.com/articles/dataset/As_cold_as_a_fish_Relationships_between_the_Dark_Triad_personality_traits_and_affective_experience_during_the_day_A_day_reconstruction_study/11900277,10.1371/journal.pone.0229625,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Divergent neurogenomic responses shape social learning of both personality and mate preference,,10.5061/dryad.76hdr7ssj,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Big 5 NEO IPIP Urdu Translation of 120 item Maples Version.,https://doi.org/10.7910/DVN/QLGZY9,10.7910/dvn/qlgzy9,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Dynamic political interest: How personality differences and the political environment shape political interest,https://doi.org/10.7910/DVN/JZZWER,10.7910/dvn/jzzwer,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_1_Validation of Two Short Personality Inventories Using Self-Descriptions in Natural Language and Quantitative Semantics Test Theory.pdf,https://frontiersin.figshare.com/articles/dataset/Table_1_Validation_of_Two_Short_Personality_Inventories_Using_Self-Descriptions_in_Natural_Language_and_Quantitative_Semantics_Test_Theory_pdf/11871948,10.3389/fpsyg.2020.00016.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Sex differences in longitudinal personality stability in chimpanzees,,10.5061/dryad.xksn02vc0,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Big Five Inventory - BFI44 | BFI20 | BFI10,https://osf.io/bt2fd/,,563c1cf88c5e4a3877f9e96e,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,New wine in an old bottle? A facet-level perspective on the added value of Grit over BFI–2 Conscientiousness,https://plos.figshare.com/articles/dataset/New_wine_in_an_old_bottle_A_facet-level_perspective_on_the_added_value_of_Grit_over_BFI_2_Conscientiousness/11849607,10.1371/journal.pone.0228969,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,HEXACO Personality Inventories - HEXACO-PI-R | HEX-ACO,https://osf.io/edm6v/,,563c1cf88c5e4a3877f9e96e,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Social context, but not individual personality, alters immigrant viability in a spider with mixed social structure",,10.6086/d1m08p,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Assessment of Sadistic Personality - ASP,https://osf.io/r3ysk/,,563c1cf88c5e4a3877f9e96e,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"Table_1_Academic Achievement, Self-Concept, Personality and Emotional Intelligence in Primary Education. Analysis by Gender and Cultural Group.DOC",https://frontiersin.figshare.com/articles/dataset/Table_1_Academic_Achievement_Self-Concept_Personality_and_Emotional_Intelligence_in_Primary_Education_Analysis_by_Gender_and_Cultural_Group_DOC/11678865,10.3389/fpsyg.2019.03075.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Big Five NEO IPIP personality test translated into Urdu. 300 item full version.,https://doi.org/10.7910/DVN/7NM5BS,10.7910/dvn/7nm5bs,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,How does depression facilitate psychological difficulties in children? The mediating role of cognitive emotion regulation strategies,,10.1002/cpp.2516,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Interaction between BDNF val66met polymorphism and personality on long-term cardiac outcomes in patients with acute coronary syndrome,https://plos.figshare.com/articles/dataset/Interaction_between_BDNF_val66met_polymorphism_and_personality_on_long-term_cardiac_outcomes_in_patients_with_acute_coronary_syndrome/11475651,10.1371/journal.pone.0226802,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: The Generalizability of Personality Effects in Politics,https://doi.org/10.7910/DVN/Q2Z5NV,10.7910/dvn/q2z5nv,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Questionnaire for cognitive interviews,https://doi.org/10.7910/DVN/UT1MGD,10.7910/dvn/ut1mgd,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Final questionnaire,https://doi.org/10.7910/DVN/QKWOOT,10.7910/dvn/qkwoot,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Smartphone Applications for the Treatment of Borderline Personality Disorder Symptoms,https://doi.org/10.7910/DVN/4HLCL3,10.7910/dvn/4hlcl3,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Beyond Buddhism and animism: A psychometric test of the structure of Burmese Theravada Buddhism,,10.5061/dryad.wm37pvmhk,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Senescence rates and late adulthood reproductive success are strongly influenced by personality in a long lived seabird,,10.5061/dryad.sn711,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Personality predicts foraging site fidelity and trip repeatability in a marine predator,,10.5061/dryad.221f9g2,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Habitat urbanization and stress response are primary predictors of personality variation in Northern cardinals (Cardinalis cardinalis),,10.5061/dryad.47d7wm38j,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"Data_Sheet_2_What Does Our Personality Say About Our Dietary Choices? Insights on the Associations Between Dietary Habits, Primary Emotional Systems and the Dark Triad of Personality.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_What_Does_Our_Personality_Say_About_Our_Dietary_Choices_Insights_on_the_Associations_Between_Dietary_Habits_Primary_Emotional_Systems_and_the_Dark_Triad_of_Personality_docx/10750430,10.3389/fpsyg.2019.02591.s002,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,"Table_1_What Does Our Personality Say About Our Dietary Choices? Insights on the Associations Between Dietary Habits, Primary Emotional Systems and the Dark Triad of Personality.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_What_Does_Our_Personality_Say_About_Our_Dietary_Choices_Insights_on_the_Associations_Between_Dietary_Habits_Primary_Emotional_Systems_and_the_Dark_Triad_of_Personality_docx/10750442,10.3389/fpsyg.2019.02591.s003,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,"Dark Triad, mental health and climate change anxiety",https://osf.io/qx82y/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Towards a comparative approach to the structure of animal personality variation,,10.5061/dryad.f7m0cfxrg,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,The Effects of Emotion Regulation on Psychological and Physical Wellbeing: The Role of Depersonalization and Attachment Style,https://osf.io/8gb6w/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Dataset for ""Space use by animals on the urban fringe: interactive effects of sex and personality""",,10.5061/dryad.bzkh1894q,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Because You Had a Bad Day:  General and Daily Relations between Reactive Temperament, Emotion Regulation, and Depressive Symptoms in Youth",,10.5061/dryad.nzs7h44mm,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Heritability and social brood effects on personality in juvenile and adult life-history stages in a wild passerine,,10.5061/dryad.mq0v9,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Data from: Heritability and genetic correlations of personality, life history, and morphology in the grey mouse lemur (M. murinus)",,10.5061/dryad.ksn02v703,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Exploring the impact of a brief mindfulness induction on motor inhibitory control,,10.5281/zenodo.3483190,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: BVIS Management Survey Questionnaire - Rainy Season,https://doi.org/10.7910/DVN/9BZU2C,10.7910/dvn/9bzu2c,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: BVIS Management Survey Questionnaire - Dry Season,https://doi.org/10.7910/DVN/PZEJWA,10.7910/dvn/pzejwa,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: BVIS Management Survey Questionnaire - Rainy Season V.2,https://doi.org/10.7910/DVN/QKFEVM,10.7910/dvn/qkfevm,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Personality links with lifespan in chimpanzees,,10.5061/dryad.7hq7pc7,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data for: Psychometric properties of the Biometric Attachment Test: French, American and Tunisian validation of the first adult attachment test powered by artificial intelligence",https://doi.org/10.7910/DVN/1CHHGB,10.7910/dvn/1chhgb,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: The Higher Power of Religiosity over Personality on Political Ideology,https://doi.org/10.7910/DVN/YBCZHI,10.7910/dvn/ybczhi,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,"Data from: Age and sex differences in burnout, career satisfaction, and well-being in US neurologists",,10.5061/dryad.2mg3t27,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Differences that don’t make much difference: Party asymmetry in open-minded cognitive styles has little relationship to information processing behavior,https://doi.org/10.7910/DVN/ED8ZOO,10.7910/dvn/ed8zoo,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: A contextually relevant approach to assessing health risk behavior in a rural sub-Saharan Africa setting: the Kilifi health risk behavior questionnaire,https://doi.org/10.7910/DVN/CY2JBM,10.7910/dvn/cy2jbm,this-data-is-made-available-under-the-creative-commons-attribution-4.0-international-(cc-by-4.0)---cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Teachers' involvement and students' self-efficacy: keys to achievement in higher education,,10.5061/dryad.601k960,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_6_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_6_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221514,10.3389/fpsyg.2019.01286.s006,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_7_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_7_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221517,10.3389/fpsyg.2019.01286.s007,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_8_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_8_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221520,10.3389/fpsyg.2019.01286.s008,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_5_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_5_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221511,10.3389/fpsyg.2019.01286.s005,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_1_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_1_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221499,10.3389/fpsyg.2019.01286.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_2_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_2_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221502,10.3389/fpsyg.2019.01286.s002,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_3_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_3_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221505,10.3389/fpsyg.2019.01286.s003,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_4_Improved Properties of the Big Five Inventory and the Rosenberg Self-Esteem Scale in the Expanded Format Relative to the Likert Format.DOCX,https://frontiersin.figshare.com/articles/dataset/Table_4_Improved_Properties_of_the_Big_Five_Inventory_and_the_Rosenberg_Self-Esteem_Scale_in_the_Expanded_Format_Relative_to_the_Likert_Format_DOCX/8221508,10.3389/fpsyg.2019.01286.s004,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Questionnaire ED (EN),https://doi.org/10.7910/DVN/TAFOCB,10.7910/dvn/tafocb,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Well-being - theatre therapy, self-esteem and confidence",https://doi.org/10.7910/DVN/P9QA4G,10.7910/dvn/p9qa4g,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Dataset questionnaire 75505-7552-75550,,10.5281/zenodo.2667331,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Self-Esteem and the Development of Partisan Identity,https://doi.org/10.7910/DVN/X4K8JP,10.7910/dvn/x4k8jp,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Wagering the future: Cognitive distortions, impulsivity, delay discounting, and time perspective in adolescent gambling",https://doi.org/10.7910/DVN/DWWZSI,10.7910/dvn/dwwzsi,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_1_The Light vs. Dark Triad of Personality: Contrasting Two Very Different Profiles of Human Nature.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_The_Light_vs_Dark_Triad_of_Personality_Contrasting_Two_Very_Different_Profiles_of_Human_Nature_docx/7829309,10.3389/fpsyg.2019.00467.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Table_1_Empathy at the Heart of Darkness: Empathy Deficits That Bind the Dark Triad and Those That Mediate Indirect Relational Aggression.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Empathy_at_the_Heart_of_Darkness_Empathy_Deficits_That_Bind_the_Dark_Triad_and_Those_That_Mediate_Indirect_Relational_Aggression_docx/7828982,10.3389/fpsyt.2019.00095.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Data_Sheet_1_Exploring the Effects of Personality Traits on the Perception of Emotions From Prosody.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Exploring_the_Effects_of_Personality_Traits_on_the_Perception_of_Emotions_From_Prosody_docx/7726016,10.3389/fpsyg.2019.00184.s001,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
figshare,Owner personality and the wellbeing of their cats share parallels with the parent-child relationship,https://plos.figshare.com/articles/dataset/Owner_personality_and_the_wellbeing_of_their_cats_share_parallels_with_the_parent-child_relationship/7675598,10.1371/journal.pone.0211862,cc-by,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,"Replication Data for: Of Two Minds, But One Heart: A Good “Gut” Feeling Moderates the Effect of Ambivalence on Attitude Formation and Turnout",https://doi.org/10.7910/DVN/AGIMGY,10.7910/dvn/agimgy,this-dataset-is-made-available-with-limited-information-on-how-it-can-be-used.-you-may-wish-to-communicate-with-the-contact(s)-specified-before-use.,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for: Explaining Privacy Control on Instagram and Twitter: The Roles of Narcissism and Self-Esteem,https://doi.org/10.7910/DVN/ZQEEHO,10.7910/dvn/zqeeho,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,Personality and Distress,https://osf.io/q3up9/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,Replication Data for It’s Who’s on the Inside that Counts: Campaign Practitioner Personality and Campaign Electoral Integrity,https://doi.org/10.7910/DVN/USP7LQ,10.7910/dvn/usp7lq,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
osf,"Personality and its Relation to Environmental Policy Support, Behaviors and Attitudes.",https://osf.io/5xtaj/,,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: The devil you know: self-esteem and switching responses to poor service,,10.5061/dryad.84b178d,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Interspecific competition affects the expression of personality-traits in natural populations,,10.5281/zenodo.2537671,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dryad,"Data from: Impact of person-centred care training and person-centred activities on quality of life, agitation, and antipsychotic use in people with dementia living in nursing homes: a cluster-randomised controlled trial",https://datadryad.org/dataset/doi:10.5061/dryad.75373,10.5061/dryad.75373,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: Cleaner personality and client identity have joint consequences on cleaning interaction dynamics,,10.5061/dryad.52023km,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
zenodo,Data from: What caused over a century of decline in general intelligence? Testing predictions from the genetic selection and neurotoxin hypotheses,,10.5061/dryad.nb301,unknown,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
dataverse,A survey of experiences of and attitudes to advance decision-making amongst people with bipolar: questionnaire and supplementary information,https://doi.org/10.7910/DVN/WHUYQR,10.7910/dvn/whuyqr,cc0,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,
