table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
apaza_2026_self_esteem,10.5281/zenodo.22117910,"Apaza Arapa, M. A., & Turpo Chaparro, J. E. (2026). Study data: Psychometric properties of the Multigroup Ethnic Identity Measure-Revised [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22117910",https://zenodo.org/records/22117910,CC BY 4.0,"Self-esteem scale, 10 items on a 1-4 scale, Peruvian students. 3,560 responses from 356 respondents on 10 items.","@misc{https://doi.org/10.5281/zenodo.22117910,
  doi = {10.5281/ZENODO.22117910},
  url = {https://zenodo.org/doi/10.5281/zenodo.22117910},
  author = {APAZA ARAPA, MIRIAM ANTONIETA and Turpo Chaparro, Josué Edison},
  title = {Study data: Psychometric properties of the Multigroup Ethnic Identity Measure-Revised in Peruvian university students},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
huang_2023_utaut_mobile_shopping,10.1371/journal.pone.0295581,"Huang, T. (2023). Research questionnaire data [Data set]. figshare. Supporting PLOS ONE 18(12), e0295581. https://doi.org/10.1371/journal.pone.0295581",https://doi.org/10.6084/m9.figshare.24811462,CC BY 4.0,"UTAUT2 mobile-shopping questionnaire, 37 items on a 1-7 scale; itemcov_construct carries the UTAUT2 construct. 14,384 responses from 389 respondents on 37 items.","@article{Huang_2023, title={Expanding the UTAUT2 framework to determine the drivers of mobile shopping behaviour among older adults}, volume={18}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0295581}, DOI={10.1371/journal.pone.0295581}, number={12}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Huang, Tianyang}, editor={Al-Adwan, Ahmad Samed}, year={2023}, month=Dec, pages={e0295581} }
"
kotsou_2016_bdi,10.6084/m9.figshare.3122734,"Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734",https://doi.org/10.6084/m9.figshare.3122734,CC BY 4.0,"Beck Depression Inventory, 13 items on a 0-3 scale. 20,202 responses from 1,554 respondents on 13 items.","@misc{https://doi.org/10.6084/m9.figshare.3122734,
  doi = {10.6084/M9.FIGSHARE.3122734},
  url = {https://figshare.com/articles/dataset/SCSdata/3122734},
  author = {{Ilios Kotsou}},
  keywords = {Developmental and Educational Psychology},
  title = {SCS: Self-Compassion Scale, validation of the French version},
  publisher = {figshare},
  year = {2016},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
kotsou_2016_happiness,10.6084/m9.figshare.3122734,"Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734",https://doi.org/10.6084/m9.figshare.3122734,CC BY 4.0,"Subjective happiness, 4 items on a 1-7 scale. 6,216 responses from 1,554 respondents on 4 items.","@misc{https://doi.org/10.6084/m9.figshare.3122734,
  doi = {10.6084/M9.FIGSHARE.3122734},
  url = {https://figshare.com/articles/dataset/SCSdata/3122734},
  author = {{Ilios Kotsou}},
  keywords = {Developmental and Educational Psychology},
  title = {SCS: Self-Compassion Scale, validation of the French version},
  publisher = {figshare},
  year = {2016},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
kotsou_2016_life_satisfaction,10.6084/m9.figshare.3122734,"Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734",https://doi.org/10.6084/m9.figshare.3122734,CC BY 4.0,"Life satisfaction, 5 items on a 1-7 scale. 7,770 responses from 1,554 respondents on 5 items.","@misc{https://doi.org/10.6084/m9.figshare.3122734,
  doi = {10.6084/M9.FIGSHARE.3122734},
  url = {https://figshare.com/articles/dataset/SCSdata/3122734},
  author = {{Ilios Kotsou}},
  keywords = {Developmental and Educational Psychology},
  title = {SCS: Self-Compassion Scale, validation of the French version},
  publisher = {figshare},
  year = {2016},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
kotsou_2016_panas,10.6084/m9.figshare.3122734,"Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734",https://doi.org/10.6084/m9.figshare.3122734,CC BY 4.0,"PANAS, 20 items on a 1-5 scale (stored in the source as the strings A1-A5). 31,080 responses from 1,554 respondents on 20 items.","@misc{https://doi.org/10.6084/m9.figshare.3122734,
  doi = {10.6084/M9.FIGSHARE.3122734},
  url = {https://figshare.com/articles/dataset/SCSdata/3122734},
  author = {{Ilios Kotsou}},
  keywords = {Developmental and Educational Psychology},
  title = {SCS: Self-Compassion Scale, validation of the French version},
  publisher = {figshare},
  year = {2016},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
kotsou_2016_plc,10.6084/m9.figshare.3122734,"Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734",https://doi.org/10.6084/m9.figshare.3122734,CC BY 4.0,"15-item scale on a 1-6 scale, administered alongside the French SCS validation. 23,310 responses from 1,554 respondents on 15 items.","@misc{https://doi.org/10.6084/m9.figshare.3122734,
  doi = {10.6084/M9.FIGSHARE.3122734},
  url = {https://figshare.com/articles/dataset/SCSdata/3122734},
  author = {{Ilios Kotsou}},
  keywords = {Developmental and Educational Psychology},
  title = {SCS: Self-Compassion Scale, validation of the French version},
  publisher = {figshare},
  year = {2016},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
kotsou_2016_scs,10.6084/m9.figshare.3122734,"Kotsou, I. (2016). SCSdata: Validation of the French version of the Self-Compassion Scale [Data set]. figshare. https://doi.org/10.6084/m9.figshare.3122734",https://doi.org/10.6084/m9.figshare.3122734,CC BY 4.0,"Self-Compassion Scale, French version, 26 items on a 1-5 scale. 40,404 responses from 1,554 respondents on 26 items.","@misc{https://doi.org/10.6084/m9.figshare.3122734,
  doi = {10.6084/M9.FIGSHARE.3122734},
  url = {https://figshare.com/articles/dataset/SCSdata/3122734},
  author = {{Ilios Kotsou}},
  keywords = {Developmental and Educational Psychology},
  title = {SCS: Self-Compassion Scale, validation of the French version},
  publisher = {figshare},
  year = {2016},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
matosaslopez_2022_bars_teaching,10.5281/zenodo.15160903,"Matosas-Lopez, L. (2022). Datasets on student evaluations of a BARS questionnaire designed for blended-learning and face-to-face teaching [Data sets]. Zenodo. https://doi.org/10.5281/zenodo.15160903 and https://doi.org/10.5281/zenodo.15151307",https://zenodo.org/records/15160903,CC BY 4.0,"Student evaluation of teaching on a 10-item behaviourally-anchored rating scale, 1-5; two deposits pooled with cov_teaching_mode (blended vs face-to-face). 23,239 responses from 2,324 respondents on 10 items.","@misc{https://doi.org/10.5281/zenodo.15160903,
  doi = {10.5281/ZENODO.15160903},
  url = {https://zenodo.org/doi/10.5281/zenodo.15160903},
  author = {Matosas-López, Luis},
  keywords = {Teaching effectiveness, blended learning, validity, reliability, behavioral episodes, behavioral examples, behavioral scales, BARS},
  language = {es},
  title = {Dataset on student evaluations of a BARS questionnaire designed for blended learning teaching modalities},
  publisher = {Zenodo},
  year = {2022},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
matosaslopez_2024_questionnaire_quality,10.5281/zenodo.15151243,"Matosas-Lopez, L. (2024). Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15151243",https://zenodo.org/records/15151243,CC BY 4.0,"Three items rating the questionnaire itself (ambiguity, clarity, precision), 1-5. 6,669 responses from 2,223 respondents on 3 items.","@misc{https://doi.org/10.5281/zenodo.15151243,
  doi = {10.5281/ZENODO.15151243},
  url = {https://zenodo.org/doi/10.5281/zenodo.15151243},
  author = {Matosas-López, Luis},
  keywords = {University, quality, faculty performance, questionnaires, Likert, BARS},
  language = {en},
  title = {Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS-type questionnaires},
  publisher = {Zenodo},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
matosaslopez_2024_teacher_assessment,10.5281/zenodo.15151243,"Matosas-Lopez, L. (2024). Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS [Data set]. Zenodo. https://doi.org/10.5281/zenodo.15151243",https://zenodo.org/records/15151243,CC BY 4.0,"Ten items rating the teacher, 1-5; cov_questionnaire_type records the study's Likert vs BARS comparison. 22,230 responses from 2,223 respondents on 10 items.","@misc{https://doi.org/10.5281/zenodo.15151243,
  doi = {10.5281/ZENODO.15151243},
  url = {https://zenodo.org/doi/10.5281/zenodo.15151243},
  author = {Matosas-López, Luis},
  keywords = {University, quality, faculty performance, questionnaires, Likert, BARS},
  language = {en},
  title = {Dataset on the evaluation of teaching efficiency comparing Likert-type questionnaires vs BARS-type questionnaires},
  publisher = {Zenodo},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
nurjanah_2019_hls47,10.17632/zr54c7rxs3,"Nurjanah, & Rachmani, E. (2019). Data for: Using the feature selection with genetic algorithm to abbreviate Indonesia's health literacy questionnaire [Data set]. Mendeley Data. https://doi.org/10.17632/zr54c7rxs3",https://data.mendeley.com/datasets/zr54c7rxs3,CC BY 4.0,"Indonesian Health Literacy Survey (HLS-EU-Q47), 47 items on a 1-4 difficulty scale. 48,363 responses from 1,029 respondents on 47 items.","@misc{https://doi.org/10.17632/zr54c7rxs3,
  doi = {10.17632/ZR54C7RXS3},
  url = {https://data.mendeley.com/datasets/zr54c7rxs3},
  author = {Nurjanah, Nurjanah},
  keywords = {Public Health, Data Mining, Health Literacy},
  title = {Data for: Using The Feature Selection with Genetic Algorithm to Abbreviate Indonesia’s Health Literacy Survey Questionnaire (HLS-EU) and Comparing the Accurate Classification among the Datasets from Existing Short Version of HLS-EU},
  publisher = {Mendeley},
  year = {2019}
}
"
prihastiwi_2026_adcap,10.5281/zenodo.22104768,"Prihastiwi, W. J., & Antawati, D. (2026). Supporting dataset and supplementary materials for the Adaptive Capital Scale (AdCap) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.22104768",https://zenodo.org/records/22104768,CC BY 4.0,"Adaptive Capital Scale (AdCap), 60 items on a 1-4 scale across five aspects, Indonesian sample; itemcov_aspect carries the aspect. 60,600 responses from 1,010 respondents on 60 items.","@misc{https://doi.org/10.5281/zenodo.22104768,
  doi = {10.5281/ZENODO.22104768},
  url = {https://zenodo.org/doi/10.5281/zenodo.22104768},
  author = {Prihastiwi, Wiwik Juwarini and antawati, dewi and Andini Dwi Arumsari,  and Khosianah, Fety and Affandi, Ghozali Rusyid and Sujinah, Sujinah},
  keywords = {Adaptive Capital, AdCap, Generation Z, Psychological Capital, Toughness, Innovativeness, Independence, Wisdom, Scale Development, Psychometric Evaluation, Confirmatory Factor Analysis, Aiken's V},
  language = {en},
  title = {Supporting Dataset and Supplementary Materials for the Adaptive Capital Scale (AdCap): Construct Development and Psychometric Evaluation among Indonesian Generation Z Publication},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
sekowski_2025_mast,10.7910/dvn/hxi9sz,"Sekowski, M. (2025). Dataset for: A 12-item version of the Multi-Attitude Suicide Tendency Scale [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/HXI9SZ",https://doi.org/10.7910/DVN/HXI9SZ,CC0 1.0,"Multi-Attitude Suicide Tendency Scale, 30 items on a 1-5 scale, Polish sample. 18,210 responses from 607 respondents on 30 items.","@misc{https://doi.org/10.7910/dvn/hxi9sz,
  doi = {10.7910/DVN/HXI9SZ},
  url = {https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HXI9SZ},
  author = {Sekowski, Marcin},
  keywords = {Social Sciences},
  title = {A 12-Item Version of the Multi-Attitude Suicide Tendency Scale},
  publisher = {Harvard Dataverse},
  year = {2025}
}
"
sekowski_2025_pies,10.7910/dvn/hxi9sz,"Sekowski, M. (2025). Dataset for: A 12-item version of the Multi-Attitude Suicide Tendency Scale [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/HXI9SZ",https://doi.org/10.7910/DVN/HXI9SZ,CC0 1.0,"PIES, 24 items on a 1-5 scale, Polish sample. 14,568 responses from 607 respondents on 24 items.","@misc{https://doi.org/10.7910/dvn/hxi9sz,
  doi = {10.7910/DVN/HXI9SZ},
  url = {https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HXI9SZ},
  author = {Sekowski, Marcin},
  keywords = {Social Sciences},
  title = {A 12-Item Version of the Multi-Attitude Suicide Tendency Scale},
  publisher = {Harvard Dataverse},
  year = {2025}
}
"
tu_2022_achievement_motivation,10.5281/zenodo.7219876,"Tu, S., & Xiao, Q. (2022). Measurement of achievement motivation for college students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7219876",https://zenodo.org/records/7219876,CC BY 4.0,"Achievement Motivation Scale, 30 items on a 1-4 scale, Chinese college students. 3,729,840 responses from 124,328 respondents on 30 items.","@misc{https://doi.org/10.5281/zenodo.7219876,
  doi = {10.5281/ZENODO.7219876},
  url = {https://zenodo.org/record/7219876},
  author = {Tu, Song and Qingzeng, Xiao},
  title = {Measurement of achievement motivation for college students},
  publisher = {Zenodo},
  year = {2022},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
wicherts_2023_5pft,10.34894/8nga0r,"Wicherts, J. M. (2023). Data from 'Cohort Differences in Big Five Personality Factors Over a Period of 25 Years' [Data set]. DataverseNL. https://doi.org/10.34894/8NGA0R",https://doi.org/10.34894/8NGA0R,CC0 1.0,"Five Personality Factors Test (5PFT), 70 items on a 1-7 scale (14 per Big Five factor), Dutch cohorts 1982-2007. 623,105 responses from 8,954 respondents on 70 items.","@misc{https://doi.org/10.34894/8nga0r,
  doi = {10.34894/8NGA0R},
  url = {https://dataverse.nl/citation?persistentId=doi:10.34894/8NGA0R},
  author = {Wicherts, Jelte},
  keywords = {Social Sciences, Tilburg University, Social sciences, FOS: Social sciences},
  title = {Data from ‘Cohort Differences in Big Five Personality Factors Over a Period of 25 Years’},
  publisher = {DataverseNL},
  year = {2023}
}
"
wu_2025_drone_delivery,10.1371/journal.pone.0333422,"Wu, J., & Chen, Z. (2025). Anonymized participant background information and questionnaire scale scores [Data set]. figshare. Supporting PLOS ONE 20(9), e0333422. https://doi.org/10.1371/journal.pone.0333422",https://doi.org/10.6084/m9.figshare.30236404,CC BY 4.0,"Environmental concern and drone-delivery acceptance, 38 items on a 1-5 agreement scale; itemcov_construct carries the construct. 18,924 responses from 498 respondents on 38 items.","@article{Wu_2025, title={Examining the acceptance of drone delivery services among Chinese consumers: A perspective from urban and rural areas}, volume={20}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0333422}, DOI={10.1371/journal.pone.0333422}, number={9}, journal={PLOS One}, publisher={Public Library of Science (PLoS)}, author={Wu, Jingqiong and Chen, Ziwei and Zhang, Zhixian and Cen, Mingrui}, editor={Khan, Zeashan Hameed}, year={2025}, month=Sept, pages={e0333422} }
"
alkhaldi_2023_whoqol_autism,10.5281/zenodo.7852343,"Alkhaldi, S. (2023). Data set Quality of Life Autism [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7852343",https://zenodo.org/records/7852343,CC BY 4.0,"WHOQOL-BREF quality of life, 26 items on a 1-5 scale, respondents in an autism quality-of-life study; itemcov_domain carries the WHOQOL domain. 5,220 responses from 201 respondents on 26 items.","@misc{https://doi.org/10.5281/zenodo.7852343,
  doi = {10.5281/ZENODO.7852343},
  url = {https://zenodo.org/record/7852343},
  author = {{Sireen Alkhaldi}},
  title = {Data set Quality of Life Autism},
  publisher = {Zenodo},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
chatzoudes_2021_emotional_exhaustion,10.5281/zenodo.5646614,"Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614",https://zenodo.org/records/5646614,CC BY 4.0,"Emotional exhaustion, 4 items on a 1-5 agreement scale, hospitality employees. 2,012 responses from 503 respondents on 4 items.","@misc{https://doi.org/10.5281/zenodo.5646614,
  doi = {10.5281/ZENODO.5646614},
  url = {https://zenodo.org/record/5646614},
  author = {Chatzoudes, Dimitrios and Theriou, Georgios and Mavrommatidou, Stavroula},
  language = {en},
  title = {The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion},
  publisher = {Zenodo},
  year = {2021},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
chatzoudes_2021_ethical_leadership,10.5281/zenodo.5646614,"Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614",https://zenodo.org/records/5646614,CC BY 4.0,"Ethical leadership, 9 items on a 1-5 agreement scale, hospitality employees in Greece. 4,527 responses from 503 respondents on 9 items.","@misc{https://doi.org/10.5281/zenodo.5646614,
  doi = {10.5281/ZENODO.5646614},
  url = {https://zenodo.org/record/5646614},
  author = {Chatzoudes, Dimitrios and Theriou, Georgios and Mavrommatidou, Stavroula},
  language = {en},
  title = {The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion},
  publisher = {Zenodo},
  year = {2021},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
chatzoudes_2021_job_satisfaction,10.5281/zenodo.5646614,"Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614",https://zenodo.org/records/5646614,CC BY 4.0,"Job satisfaction, 5 items on a 1-5 agreement scale, hospitality employees. 2,515 responses from 503 respondents on 5 items.","@misc{https://doi.org/10.5281/zenodo.5646614,
  doi = {10.5281/ZENODO.5646614},
  url = {https://zenodo.org/record/5646614},
  author = {Chatzoudes, Dimitrios and Theriou, Georgios and Mavrommatidou, Stavroula},
  language = {en},
  title = {The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion},
  publisher = {Zenodo},
  year = {2021},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
chatzoudes_2021_service_delivery,10.5281/zenodo.5646614,"Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614",https://zenodo.org/records/5646614,CC BY 4.0,"Service delivery, 8 items on a 1-5 agreement scale, hospitality employees. 4,024 responses from 503 respondents on 8 items.","@misc{https://doi.org/10.5281/zenodo.5646614,
  doi = {10.5281/ZENODO.5646614},
  url = {https://zenodo.org/record/5646614},
  author = {Chatzoudes, Dimitrios and Theriou, Georgios and Mavrommatidou, Stavroula},
  language = {en},
  title = {The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion},
  publisher = {Zenodo},
  year = {2021},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
chatzoudes_2021_trust,10.5281/zenodo.5646614,"Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614",https://zenodo.org/records/5646614,CC BY 4.0,"Trust in the supervisor, 3 items on a 1-5 agreement scale, hospitality employees. 1,509 responses from 503 respondents on 3 items.","@misc{https://doi.org/10.5281/zenodo.5646614,
  doi = {10.5281/ZENODO.5646614},
  url = {https://zenodo.org/record/5646614},
  author = {Chatzoudes, Dimitrios and Theriou, Georgios and Mavrommatidou, Stavroula},
  language = {en},
  title = {The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion},
  publisher = {Zenodo},
  year = {2021},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
chatzoudes_2021_turnover_intention,10.5281/zenodo.5646614,"Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614",https://zenodo.org/records/5646614,CC BY 4.0,"Turnover intention, 3 items on a 1-5 agreement scale, hospitality employees. 1,509 responses from 503 respondents on 3 items.","@misc{https://doi.org/10.5281/zenodo.5646614,
  doi = {10.5281/ZENODO.5646614},
  url = {https://zenodo.org/record/5646614},
  author = {Chatzoudes, Dimitrios and Theriou, Georgios and Mavrommatidou, Stavroula},
  language = {en},
  title = {The effect of ethical leadership on organizational outcomes in the hospitality industry: the mediating role of trust and emotional exhaustion},
  publisher = {Zenodo},
  year = {2021},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
li_2026_coach_leadership,10.5281/zenodo.21445573,"Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573",https://zenodo.org/records/21445573,CC BY 4.0,"Coach leadership behaviour, 25 items on a 1-5 scale, adolescent handball players; item codes are the source's Chinese labels. 5,575 responses from 223 respondents on 25 items.","@misc{https://doi.org/10.5281/zenodo.21445573,
  doi = {10.5281/ZENODO.21445573},
  url = {https://zenodo.org/doi/10.5281/zenodo.21445573},
  author = {LI, JILIN},
  title = {Coach Leadership Behavior and Team Cohesion Among Adolescent Handball Players},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
li_2026_sport_commitment,10.5281/zenodo.21445573,"Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573",https://zenodo.org/records/21445573,CC BY 4.0,"Sport commitment, 20 items on a 1-5 scale, adolescent handball players; item codes are the source's Chinese labels. 4,460 responses from 223 respondents on 20 items.","@misc{https://doi.org/10.5281/zenodo.21445573,
  doi = {10.5281/ZENODO.21445573},
  url = {https://zenodo.org/doi/10.5281/zenodo.21445573},
  author = {LI, JILIN},
  title = {Coach Leadership Behavior and Team Cohesion Among Adolescent Handball Players},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
li_2026_team_cohesion,10.5281/zenodo.21445573,"Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573",https://zenodo.org/records/21445573,CC BY 4.0,"Team cohesion, 18 items on a 1-5 scale, adolescent handball players; item codes are the source's Chinese labels. 4,014 responses from 223 respondents on 18 items.","@misc{https://doi.org/10.5281/zenodo.21445573,
  doi = {10.5281/ZENODO.21445573},
  url = {https://zenodo.org/doi/10.5281/zenodo.21445573},
  author = {LI, JILIN},
  title = {Coach Leadership Behavior and Team Cohesion Among Adolescent Handball Players},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
turpochaparro_2026_family_communication,10.5281/zenodo.20516198,"Turpo Chaparro, J. E. (2026). Dataset on self-esteem, family communication, and social network addiction among Peruvian university students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20516198",https://zenodo.org/records/20516198,CC BY 4.0,"Family communication, 10 items on a 1-5 scale, Peruvian university students. 3,540 responses from 354 respondents on 10 items.","@misc{https://doi.org/10.5281/zenodo.20516198,
  doi = {10.5281/ZENODO.20516198},
  url = {https://zenodo.org/doi/10.5281/zenodo.20516198},
  author = {Turpo Chaparro, Josué Edison},
  title = {Dataset on Self-Esteem, Family Communication, and Social Network Addiction among Peruvian Higher Education Students},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
turpochaparro_2026_self_esteem,10.5281/zenodo.20516198,"Turpo Chaparro, J. E. (2026). Dataset on self-esteem, family communication, and social network addiction among Peruvian university students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20516198",https://zenodo.org/records/20516198,CC BY 4.0,"Self-esteem, 10 items on a 1-4 scale, Peruvian university students. 3,540 responses from 354 respondents on 10 items.","@misc{https://doi.org/10.5281/zenodo.20516198,
  doi = {10.5281/ZENODO.20516198},
  url = {https://zenodo.org/doi/10.5281/zenodo.20516198},
  author = {Turpo Chaparro, Josué Edison},
  title = {Dataset on Self-Esteem, Family Communication, and Social Network Addiction among Peruvian Higher Education Students},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
turpochaparro_2026_social_network_addiction,10.5281/zenodo.20516198,"Turpo Chaparro, J. E. (2026). Dataset on self-esteem, family communication, and social network addiction among Peruvian university students [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20516198",https://zenodo.org/records/20516198,CC BY 4.0,"Social network addiction, 24 items on a 0-4 scale, Peruvian university students. 8,456 responses from 354 respondents on 24 items.","@misc{https://doi.org/10.5281/zenodo.20516198,
  doi = {10.5281/ZENODO.20516198},
  url = {https://zenodo.org/doi/10.5281/zenodo.20516198},
  author = {Turpo Chaparro, Josué Edison},
  title = {Dataset on Self-Esteem, Family Communication, and Social Network Addiction among Peruvian Higher Education Students},
  publisher = {Zenodo},
  year = {2026},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
wu_2024_achievement_emotions,10.5281/zenodo.11095879,"Wu, Y. (2024). Chinese secondary EFL learners' achievement emotions [Data set]. Zenodo. https://doi.org/10.5281/zenodo.11095879",https://zenodo.org/records/11095879,CC BY 4.0,"Achievement emotions, 19 items on a 1-5 scale, Chinese secondary EFL learners; itemcov_subscale carries the emotion subscale group. 27,740 responses from 1,460 respondents on 19 items.","@misc{https://doi.org/10.5281/zenodo.11095879,
  doi = {10.5281/ZENODO.11095879},
  url = {https://zenodo.org/doi/10.5281/zenodo.11095879},
  author = {Wu, Yajun},
  language = {en},
  title = {Chinese Secondary EFL Learners' Achievement Emotions},
  publisher = {Zenodo},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
ysladomendez_2023_mbi,10.5281/zenodo.8374494,"Yslado-Mendez, R. M., Sanchez-Broncano, J., & De la Cruz-Valdiviano, C. (2023). Psychometric properties of the Maslach Burnout Inventory in healthcare professionals, Ancash [Data set]. Zenodo. https://doi.org/10.5281/zenodo.8374494",https://zenodo.org/records/8374494,CC BY 4.0,"Maslach Burnout Inventory, 22 items on the instrument's 0-6 frequency scale, Peruvian healthcare professionals. 6,666 responses from 303 respondents on 22 items.","@misc{https://doi.org/10.5281/zenodo.8374494,
  doi = {10.5281/ZENODO.8374494},
  url = {https://zenodo.org/record/8374494},
  author = {Yslado-Méndez, Rosario Margarita and Sánchez-Broncano, Junior and De la Cruz-Valdiviano, Carlos and Quiñones-Anaya, Ivette and Reynosa Navarro, Enaidy},
  keywords = {Burnout, Psychometrics, Validity, Reliability, Healthcare Professionals},
  title = {Psychometric Properties of the Maslach Burnout Inventory in Healthcare Professionals, Ancash Region, Peru},
  publisher = {Zenodo},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
baekgaard_2023_autonomy_loss,10.5281/zenodo.7742956,"Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956",https://zenodo.org/records/7742956,CC BY 4.0,"Loss of autonomy, 4 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's autonomyloss_add composite, which is their exact mean. 9,860 responses from 2,474 respondents on 4 items.","@misc{https://doi.org/10.5281/zenodo.7742956,
  doi = {10.5281/ZENODO.7742956},
  url = {https://zenodo.org/record/7742956},
  author = {Baekgaard, Martin and Madsen, Jonas Krogh},
  title = {Replication data and R script for 'Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences of administrative burden'},
  publisher = {Zenodo},
  year = {2023},
  copyright = {Creative Commons Attribution 4.0 International}
}
"
