table,collection,basis
project_kids_wj_lwid_wave,longitudinal,rule:meta:longitudinal
project_kids_wj_mf,longitudinal,rule:meta:longitudinal
project_kids_wj_pc_grade,longitudinal,rule:meta:longitudinal
project_kids_wj_pc_wave,longitudinal,rule:meta:longitudinal
project_kids_wj_pv_grade,longitudinal,rule:meta:longitudinal
project_kids_wj_pv_wave,longitudinal,rule:meta:longitudinal
project_kids_wj_qc,longitudinal,rule:meta:longitudinal
project_kids_wj_sa,longitudinal,rule:meta:longitudinal
project_kids_wj_spell_grade,longitudinal,rule:meta:longitudinal
project_kids_wj_spell_wave,longitudinal,rule:meta:longitudinal
project_kids_wj_wa_grade,longitudinal,rule:meta:longitudinal
project_kids_wj_wa_wave,longitudinal,rule:meta:longitudinal
project_kids_wj_wf,longitudinal,rule:meta:longitudinal
promis_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
PTAM_Kretzschmar_2017_MicroFIN,longitudinal,rule:meta:longitudinal
QADT_Kleka_2023,longitudinal,rule:meta:longitudinal
quinn_2023_roommate_cesd,longitudinal,rule:meta:longitudinal
quopl2_forster_2021_quop,longitudinal,rule:meta:longitudinal
rahm_2017_spane,longitudinal,rule:meta:longitudinal
rapm_poulton_2022_timed,longitudinal,rule:meta:longitudinal
rapm_poulton_2022_untimed,longitudinal,rule:meta:longitudinal
rowe_2016_symptoms,longitudinal,rule:meta:longitudinal
rvobgvmaas_lsf_lehing_2024,longitudinal,rule:meta:longitudinal
santos_2018_cesd,longitudinal,rule:meta:longitudinal
santos_2018_gse,longitudinal,rule:meta:longitudinal
schafer_2016_music_effects,longitudinal,rule:meta:longitudinal
schafer_2016_music_goals,longitudinal,rule:meta:longitudinal
schalet_2016_bai,longitudinal,rule:meta:longitudinal
schalet_2016_hrsa,longitudinal,rule:meta:longitudinal
schalet_2016_hrsd,longitudinal,rule:meta:longitudinal
schoen_2019_to_2022_mkt,longitudinal,rule:meta:longitudinal
sel_marca_2025_estudantes,longitudinal,rule:meta:longitudinal
sel_marca_2025_familiares,longitudinal,rule:meta:longitudinal
sel_marca_2025_professores,longitudinal,rule:meta:longitudinal
shi_2025_brums,longitudinal,rule:meta:longitudinal
shi_2025_dass21,longitudinal,rule:meta:longitudinal
shi_2025_maas,longitudinal,rule:meta:longitudinal
shi_2025_resilience,longitudinal,rule:meta:longitudinal
shi_2025_rrs,longitudinal,rule:meta:longitudinal
sirventruiz_2025_pdat,longitudinal,rule:meta:longitudinal
smoking_perseverance_mcneish_2025,longitudinal,rule:meta:longitudinal
soderberg_2024_esm_affect,longitudinal,rule:meta:longitudinal
soderberg_2024_esm_lecture,longitudinal,rule:meta:longitudinal
soderberg_2024_esm_morning,longitudinal,rule:meta:longitudinal
sondell_2018_dementia_motivation,longitudinal,rule:meta:longitudinal
spalex_aguasvivas_2020,longitudinal,rule:meta:longitudinal
steinberg_2023_mentalizing_momentary,longitudinal,rule:meta:longitudinal
stoyel_2021_athlete_internal,longitudinal,rule:meta:longitudinal
stoyel_2021_body_dissat,longitudinal,rule:meta:longitudinal
stoyel_2021_bulimia,longitudinal,rule:meta:longitudinal
stoyel_2021_drive_thinness,longitudinal,rule:meta:longitudinal
stoyel_2021_edeq_binge_purge,longitudinal,rule:meta:longitudinal
stoyel_2021_edeq_eating_concern,longitudinal,rule:meta:longitudinal
stoyel_2021_edeq_restraint,longitudinal,rule:meta:longitudinal
stoyel_2021_edeq_shape_concern,longitudinal,rule:meta:longitudinal
stoyel_2021_edeq_weight_concern,longitudinal,rule:meta:longitudinal
stoyel_2021_ineffectiveness,longitudinal,rule:meta:longitudinal
stoyel_2021_interocept_awareness,longitudinal,rule:meta:longitudinal
stoyel_2021_interpersonal_distrust,longitudinal,rule:meta:longitudinal
stoyel_2021_maturity_fears,longitudinal,rule:meta:longitudinal
stoyel_2021_neg_affect,longitudinal,rule:meta:longitudinal
stoyel_2021_perfectionism,longitudinal,rule:meta:longitudinal
stoyel_2021_pos_affect,longitudinal,rule:meta:longitudinal
stoyel_2021_social_media,longitudinal,rule:meta:longitudinal
stoyel_2021_social_modeling,longitudinal,rule:meta:longitudinal
stoyel_2021_sociocult_info,longitudinal,rule:meta:longitudinal
stoyel_2021_sociocult_pressure,longitudinal,rule:meta:longitudinal
stoyel_2021_tv_internalization,longitudinal,rule:meta:longitudinal
strohacker_2024_arms_readiness,longitudinal,rule:meta:longitudinal
strohacker_2024_bmzi_motive,longitudinal,rule:meta:longitudinal
SV-MAIA2_Randelovic_2021_DASS,longitudinal,rule:meta:longitudinal
SV-MAIA2_Randelovic_2021_ERQ,longitudinal,rule:meta:longitudinal
SV-MAIA2_Randelovic_2021_hexaco60,longitudinal,rule:meta:longitudinal
SV-MAIA2_Randelovic_2021_MAAS,longitudinal,rule:meta:longitudinal
SV-MAIA2_Randelovic_2021_MAIA,longitudinal,rule:meta:longitudinal
SV-MAIA2_Randelovic_2021_SHS,longitudinal,rule:meta:longitudinal
tanck_2021_bcq,longitudinal,rule:meta:longitudinal
tanck_2021_edeq,longitudinal,rule:meta:longitudinal
teacherjudgements_lohmann_2026_selfconcept,longitudinal,rule:meta:longitudinal
theobald_2017_group_dynamics,longitudinal,rule:meta:longitudinal
thomeczek2025_les,longitudinal,rule:meta:longitudinal
trivia_fastrich_2017,longitudinal,rule:meta:longitudinal
ucla_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
uti_newlands_2023_fsdsr,longitudinal,rule:meta:longitudinal
uti_newlands_2023_gad,longitudinal,rule:meta:longitudinal
uti_newlands_2023_phq,longitudinal,rule:meta:longitudinal
uti_newlands_2023_psq,longitudinal,rule:meta:longitudinal
uti_newlands_2023_rutiiq,longitudinal,rule:meta:longitudinal
uti_newlands_2023_uclals,longitudinal,rule:meta:longitudinal
uti_newlands_2023_wpai,longitudinal,rule:meta:longitudinal
validatedtouchvideo_smit_2025_arousal,longitudinal,rule:meta:longitudinal
validatedtouchvideo_smit_2025_category,longitudinal,rule:meta:longitudinal
validatedtouchvideo_smit_2025_strength,longitudinal,rule:meta:longitudinal
validatedtouchvideo_smit_2025_threat,longitudinal,rule:meta:longitudinal
VCISM_Polish_Trzcinska_2023,longitudinal,rule:meta:longitudinal
vollbracht_et_al_2026_ambulatory_assessment,longitudinal,rule:meta:longitudinal
wakui_2023_who5,longitudinal,rule:meta:longitudinal
wemwbs_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
western_reserve_project,longitudinal,rule:meta:longitudinal
westhoff2023_pbat,longitudinal,rule:meta:longitudinal
westhoff2023_stopd,longitudinal,rule:meta:longitudinal
whodas_BrummerHoffman_2021,longitudinal,rule:meta:longitudinal
wilmer-mrmet-and-rmet-validation-data-set-2022,longitudinal,rule:meta:longitudinal
wilmer-mrmet-normative-data-set-2022,longitudinal,rule:meta:longitudinal
wilmer-rmet-normative-data-set-2022,longitudinal,rule:meta:longitudinal
wolters2026_symptom_concerns,longitudinal,rule:meta:longitudinal
wvs_panasiuk_environment,longitudinal,rule:meta:longitudinal
wvs_panasiuk_family,longitudinal,rule:meta:longitudinal
wvs_panasiuk_national_identity,longitudinal,rule:meta:longitudinal
wvs_panasiuk_perception_of_life,longitudinal,rule:meta:longitudinal
wvs_panasiuk_politics_society,longitudinal,rule:meta:longitudinal
wvs_panasiuk_religion_morality,longitudinal,rule:meta:longitudinal
wvs_panasiuk_science,longitudinal,rule:meta:longitudinal
wvs_panasiuk_security,longitudinal,rule:meta:longitudinal
wvs_panasiuk_work,longitudinal,rule:meta:longitudinal
yandun2026_attention,longitudinal,rule:meta:longitudinal
yandun2026_language,longitudinal,rule:meta:longitudinal
yandun2026_logical_thinking,longitudinal,rule:meta:longitudinal
yandun2026_memory,longitudinal,rule:meta:longitudinal
yang_2026_igd_benefits,longitudinal,rule:meta:longitudinal
yang_2026_igd_criteria,longitudinal,rule:meta:longitudinal
yu_2025_bedtime_procrastination,longitudinal,rule:meta:longitudinal
yu_2025_mobile_addiction,longitudinal,rule:meta:longitudinal
yu_2025_physical_activity,longitudinal,rule:meta:longitudinal
zautra_2015_caug,longitudinal,rule:meta:longitudinal
zautra_2015_iri,longitudinal,rule:meta:longitudinal
zautra_2015_tmms24,longitudinal,rule:meta:longitudinal
zhang_2020_trait_creativity_mood,longitudinal,rule:meta:longitudinal
zhao_2024_anxiety,longitudinal,rule:meta:longitudinal
zhao_2024_depression,longitudinal,rule:meta:longitudinal
zhao_2024_nssi,longitudinal,rule:meta:longitudinal
zhao_2025_digital_literacy,longitudinal,rule:meta:longitudinal
zhu_2024_pyd,longitudinal,rule:meta:longitudinal
zou_2025_task_difficulty,longitudinal,rule:meta:longitudinal
4thgrade_math_sirt,math,rule:cname:\bmath|arithmetic|algebra|fraction
amatus_cipora_2024_amas,math,rule:cname:\bmath|arithmetic|algebra|fraction
amatus_cipora_2024_arithmetic,math,rule:cname:\bmath|arithmetic|algebra|fraction
amatus_cipora_2024_fsmas_se,math,rule:cname:\bmath|arithmetic|algebra|fraction
amatus_cipora_2024_pisa_me,math,rule:cname:\bmath|arithmetic|algebra|fraction
amatus_cipora_2024_sdq_m,math,rule:cname:\bmath|arithmetic|algebra|fraction
cdm_timss03,math,rule:cname:\bmath|arithmetic|algebra|fraction
cdm_timss11,math,rule:cname:\bmath|arithmetic|algebra|fraction
childrensocialcognition_cvencek_2025_genderingroupbias,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2013_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2014_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2015_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2016_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2017_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2018_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2019_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2020_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2021_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2022_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2023_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2024_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
enem_2025_1mil_mt,math,rule:cname:\bmath|arithmetic|algebra|fraction
fims_tam,math,rule:cname:\bmath|arithmetic|algebra|fraction
foundationalassist_worden_2026,math,rule:cname:\bmath|arithmetic|algebra|fraction
frac20,math,rule:cname:\bmath|arithmetic|algebra|fraction
gilbert_meta_17,math,rule:cname:\bmath|arithmetic|algebra|fraction
gilbert_meta_20,math,rule:cname:\bmath|arithmetic|algebra|fraction
gilbert_meta_21,math,rule:cname:\bmath|arithmetic|algebra|fraction
gilbert_meta_23,math,rule:cname:\bmath|arithmetic|algebra|fraction
gilbert_meta_73,math,rule:cname:\bmath|arithmetic|algebra|fraction
gilbert_meta_76,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1984,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1985,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1986,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1987,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1988,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1989,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1990,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1991,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1992,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1993,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1994,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1995,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1996,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1997,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1998,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_1999,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2000,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2001,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2002,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2003,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2004,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2005,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2006,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2007,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2008,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2009,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2010,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2011,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2012,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2013,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2014,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2015,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2016,math,rule:cname:\bmath|arithmetic|algebra|fraction
imos_2017,math,rule:cname:\bmath|arithmetic|algebra|fraction
KTEEM_Schoen_2019-2022,math,rule:cname:\bmath|arithmetic|algebra|fraction
mpsycho_learnemo,math,rule:cname:\bmath|arithmetic|algebra|fraction
project_kids_wj_mf,math,rule:cname:\bmath|arithmetic|algebra|fraction
schoen_2019_to_2022_mkt,math,rule:cname:\bmath|arithmetic|algebra|fraction
timss_tam,math,rule:cname:\bmath|arithmetic|algebra|fraction
western_reserve_project,math,rule:cname:\bmath|arithmetic|algebra|fraction
BPAQ_Christopher_2024_FFMQSF,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
DbdIFdM_Puga_2021,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
eammi_grahe_2018_mindful,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
gilbert_meta_44,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
mhscdc_fried_2020_mindfullness,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
mindfulness_assessment,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
OS_TBMWTFS_Schubert_2023_MAAS,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
paampsmartsud_saba_2023_amps,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
paampsmartsud_saba_2023_ffmq,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PEMAIW_Qiu_2020_BWSS,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PEMAIW_Qiu_2020_FFMQ,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PEMAIW_Qiu_2020_MEQ,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PEMAIW_Qiu_2020_MLQ,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PEMAIW_Qiu_2020_PANAS,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PEMAIW_Qiu_2020_SWLS,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
PRCPSFFMQ_Lecuona_2017,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
ruiz_parra_2023_maas,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
rvobgvmaas_lsf_lehing_2024,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
SV-MAIA2_Randelovic_2021_MAAS,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
Zanesco_2023_Zanescoetal2020,mindfulness,rule:cname:mindful|\bffmq\b|\bmaas\b
cdm_timss07,multistage,rule:var_any:booklet|block_id
cdm_timss11,multistage,rule:var_any:booklet|block_id
enem_2013_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2013_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2013_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2013_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2014_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2014_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2014_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2014_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2015_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2015_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2015_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2015_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2016_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2016_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2016_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2016_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2017_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2017_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2017_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2017_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2018_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2018_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2018_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2018_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2019_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2019_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2019_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2019_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2020_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2020_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2020_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2020_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2021_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2021_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2021_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2021_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2022_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2022_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2022_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2022_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2023_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2023_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2023_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2023_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2024_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2024_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2024_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2024_1mil_mt,multistage,rule:var_any:booklet|block_id
enem_2025_1mil_ch,multistage,rule:var_any:booklet|block_id
enem_2025_1mil_cn,multistage,rule:var_any:booklet|block_id
enem_2025_1mil_lc,multistage,rule:var_any:booklet|block_id
enem_2025_1mil_mt,multistage,rule:var_any:booklet|block_id
gilbert_meta_10,multistage,rule:var_any:booklet|block_id
gilbert_meta_100,multistage,rule:var_any:booklet|block_id
gilbert_meta_102,multistage,rule:var_any:booklet|block_id
gilbert_meta_103,multistage,rule:var_any:booklet|block_id
gilbert_meta_104,multistage,rule:var_any:booklet|block_id
gilbert_meta_105,multistage,rule:var_any:booklet|block_id
gilbert_meta_106,multistage,rule:var_any:booklet|block_id
gilbert_meta_107,multistage,rule:var_any:booklet|block_id
gilbert_meta_109,multistage,rule:var_any:booklet|block_id
gilbert_meta_11,multistage,rule:var_any:booklet|block_id
gilbert_meta_110,multistage,rule:var_any:booklet|block_id
gilbert_meta_111,multistage,rule:var_any:booklet|block_id
gilbert_meta_112,multistage,rule:var_any:booklet|block_id
gilbert_meta_113,multistage,rule:var_any:booklet|block_id
gilbert_meta_12,multistage,rule:var_any:booklet|block_id
gilbert_meta_16,multistage,rule:var_any:booklet|block_id
gilbert_meta_17,multistage,rule:var_any:booklet|block_id
gilbert_meta_18,multistage,rule:var_any:booklet|block_id
gilbert_meta_19,multistage,rule:var_any:booklet|block_id
gilbert_meta_2,multistage,rule:var_any:booklet|block_id
gilbert_meta_23,multistage,rule:var_any:booklet|block_id
gilbert_meta_27,multistage,rule:var_any:booklet|block_id
gilbert_meta_28,multistage,rule:var_any:booklet|block_id
gilbert_meta_29,multistage,rule:var_any:booklet|block_id
gilbert_meta_30,multistage,rule:var_any:booklet|block_id
gilbert_meta_31,multistage,rule:var_any:booklet|block_id
gilbert_meta_34,multistage,rule:var_any:booklet|block_id
gilbert_meta_37,multistage,rule:var_any:booklet|block_id
gilbert_meta_38,multistage,rule:var_any:booklet|block_id
gilbert_meta_4,multistage,rule:var_any:booklet|block_id
gilbert_meta_41,multistage,rule:var_any:booklet|block_id
gilbert_meta_52,multistage,rule:var_any:booklet|block_id
gilbert_meta_56,multistage,rule:var_any:booklet|block_id
gilbert_meta_6,multistage,rule:var_any:booklet|block_id
gilbert_meta_60,multistage,rule:var_any:booklet|block_id
gilbert_meta_61,multistage,rule:var_any:booklet|block_id
gilbert_meta_63,multistage,rule:var_any:booklet|block_id
gilbert_meta_68,multistage,rule:var_any:booklet|block_id
gilbert_meta_69,multistage,rule:var_any:booklet|block_id
gilbert_meta_7,multistage,rule:var_any:booklet|block_id
gilbert_meta_75,multistage,rule:var_any:booklet|block_id
gilbert_meta_76,multistage,rule:var_any:booklet|block_id
gilbert_meta_8,multistage,rule:var_any:booklet|block_id
gilbert_meta_83,multistage,rule:var_any:booklet|block_id
gilbert_meta_84,multistage,rule:var_any:booklet|block_id
gilbert_meta_85,multistage,rule:var_any:booklet|block_id
gilbert_meta_88,multistage,rule:var_any:booklet|block_id
gilbert_meta_89,multistage,rule:var_any:booklet|block_id
gilbert_meta_90,multistage,rule:var_any:booklet|block_id
gilbert_meta_91,multistage,rule:var_any:booklet|block_id
gilbert_meta_92,multistage,rule:var_any:booklet|block_id
gilbert_meta_93,multistage,rule:var_any:booklet|block_id
timss_tam,multistage,rule:var_any:booklet|block_id
anxiety_lordif,promis,rule:cname:promis
BPAQ_Christopher_2024_PROMIS,promis,rule:cname:promis
depression_hymcohort_tang2022,promis,rule:cname:promis
evpromisi_stone_2021_cdiag,promis,rule:cname:promis
evpromisi_stone_2021_ddedanx,promis,rule:cname:promis
evpromisi_stone_2021_ddeddep,promis,rule:cname:promis
evpromisi_stone_2021_ddpainin,promis,rule:cname:promis
evpromisi_stone_2021_global,promis,rule:cname:promis
promis_BrummerHoffman_2021,promis,rule:cname:promis
promis1wave1_anger,promis,rule:cname:promis
promispfue_2_0e_gershon_2019_promis,promis,rule:cname:promis
PROMISPME_Forrest_2021_Family_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_Family_Proxy,promis,rule:cname:promis
PROMISPME_Forrest_2021_GHGlobal_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_GHGlobal_Proxy,promis,rule:cname:promis
PROMISPME_Forrest_2021_LS_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_LS_Proxy,promis,rule:cname:promis
PROMISPME_Forrest_2021_MP_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_MP_Proxy,promis,rule:cname:promis
PROMISPME_Forrest_2021_Physical_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_PosAff_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_PosAff_Proxy,promis,rule:cname:promis
PROMISPME_Forrest_2021_Psych_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_Psych_Proxy,promis,rule:cname:promis
PROMISPME_Forrest_2021_Strength_Children,promis,rule:cname:promis
PROMISPME_Forrest_2021_Strength_Proxy,promis,rule:cname:promis
transyouth_leshin_2026_parents_anx,promis,rule:cname:promis
transyouth_leshin_2026_parents_dep,promis,rule:cname:promis
transyouth_leshin_2026_parents_posaff,promis,rule:cname:promis
transyouth_leshin_2026_parents_support,promis,rule:cname:promis
transyouth_leshin_2026_youth_anx,promis,rule:cname:promis
transyouth_leshin_2026_youth_dep,promis,rule:cname:promis
transyouth_leshin_2026_youth_posaff,promis,rule:cname:promis
cdm_ecpe,q_matrix,rule:var_prefix:qmatrix
cdm_mentalhealth_tan_2023_bsi,q_matrix,rule:var_prefix:qmatrix
cdm_mentalhealth_tan_2023_rapi,q_matrix,rule:var_prefix:qmatrix
cdm_pisa00R,q_matrix,rule:var_prefix:qmatrix
cdm_timss03,q_matrix,rule:var_prefix:qmatrix
cdm_timss07,q_matrix,rule:var_prefix:qmatrix
cdm_timss11,q_matrix,rule:var_prefix:qmatrix
frac20,q_matrix,rule:var_prefix:qmatrix
hmcdm_spatialreasoning,q_matrix,rule:var_prefix:qmatrix
mcmi_mokken,q_matrix,rule:var_prefix:qmatrix
roar_gijbels2024,q_matrix,rule:var_prefix:qmatrix
autonomysupport_mokken,rater_mediated,rule:var:rater
de_vries_2022_hexaco_other,rater_mediated,rule:var:rater
det_naismith_2023,rater_mediated,rule:var:rater
double_marking_steele_2022,rater_mediated,rule:var:rater
dumas_Organisciak_2022,rater_mediated,rule:var:rater
Ellipse_Corssley_2024,rater_mediated,rule:var:rater
emoji_scheffler_2024,rater_mediated,rule:var:rater
famous_melodies,rater_mediated,rule:var:rater
Forthmann-2024-cleverness_ratings,rater_mediated,rule:var:rater
Forthmann-2024-creative_quality,rater_mediated,rule:var:rater
fractals_rating,rater_mediated,rule:var:rater
hpwt_bayona_2025_jobperformance,rater_mediated,rule:var:rater
immer12_immer,rater_mediated,rule:var:rater
jian-wen-low-sepsis-and-trauma-resuscitation-2024,rater_mediated,rule:var:rater
kalimahnorms_alzahrani_2025,rater_mediated,rule:var:rater
moralvignettes_rakhmankulova_2025,rater_mediated,rule:var:rater
mpsycho_lakes,rater_mediated,rule:var:rater
ptam1_immer,rater_mediated,rule:var:rater
rating_speed_2025,rater_mediated,rule:var:rater
socialstereotype_hughes_2025_judgement,rater_mediated,rule:var:rater
socialstereotype_hughes_2025_personality_other,rater_mediated,rule:var:rater
spelling2pronounce_edwards2023,rater_mediated,rule:var:rater
swmd_mokken,rater_mediated,rule:var:rater
teacherjudgements_lohmann_2026_essayratings,rater_mediated,rule:var:rater
tears,rater_mediated,rule:var:rater
test_taking_much_2025_mr,rater_mediated,rule:var:rater
thomeczek2025_les,rater_mediated,rule:var:rater
west_2022_psychnet_pclsv,rater_mediated,rule:var:rater
wilson_2022_kelpie_personality,rater_mediated,rule:var:rater
wine_luckett2021,rater_mediated,rule:var:rater
abramson_2026_israel_attachment,rct,rule:var:treat
abramson_2026_israel_policy,rct,rule:var:treat
abramson_2026_jewish_identity,rct,rule:var:treat
abramson_2026_mobilization,rct,rule:var:treat
bang_2023_anxiety,rct,rule:var:treat
bang_2023_depression,rct,rule:var:treat
bang_2023_health,rct,rule:var:treat
bang_2023_parenting_stress,rct,rule:var:treat
bang_2023_self_esteem,rct,rule:var:treat
boudreau_2022_police_reform,rct,rule:var:treat
BPAQ_Christopher_2024_BPAQSF,rct,rule:var:treat
buczel_2022_inoculation_belief,rct,rule:var:treat
cao_2026_cdss_cognitive_load,rct,rule:var:treat
cao_2026_cdss_intention_to_use,rct,rule:var:treat
cao_2026_cdss_perceived_autonomy,rct,rule:var:treat
cao_2026_cdss_professional_knowledge,rct,rule:var:treat
climatechange_geiger_2025,rct,rule:var:treat
content_literacy_intervention_g1,rct,rule:var:treat
dejesus_2017_gpm,rct,rule:var:treat
dejesus_2017_lequesne,rct,rule:var:treat
dejesus_2017_sf36,rct,rule:var:treat
dejesus_2017_womac,rct,rule:var:treat
EEN_Lacey_2024_Children,rct,rule:var:treat
