irw_version	irw_released_at	dataset	redivis_tag	redivis_released_at	precision	redivis_released_before
226	2026-03-13T13:16:02Z	irw_text	v3.16	2026-02-23T18:35:43Z	exact	
226	2026-03-13T13:16:02Z	irw_meta	v10.6	2026-03-05T01:16:14Z	exact	
226	2026-03-13T13:16:02Z	irw_nominal	v1.1	2026-02-26T19:22:53Z	exact	
226	2026-03-13T13:16:02Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
226	2026-03-13T13:16:02Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
227	2026-03-16T12:49:58Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
227	2026-03-16T12:49:58Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
227	2026-03-16T12:49:58Z	irw_text	v3.17	2026-03-16T12:49:58Z	exact	
227	2026-03-16T12:49:58Z	irw_meta	v10.6	2026-03-05T01:16:14Z	exact	
227	2026-03-16T12:49:58Z	irw_nominal	v1.1	2026-02-26T19:22:53Z	exact	
227	2026-03-16T12:49:58Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
227	2026-03-16T12:49:58Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
228	2026-03-16T12:50:05Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
228	2026-03-16T12:50:05Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
228	2026-03-16T12:50:05Z	irw_text	v3.17	2026-03-16T12:49:58Z	exact	
228	2026-03-16T12:50:05Z	irw_meta	v10.6	2026-03-05T01:16:14Z	exact	
228	2026-03-16T12:50:05Z	irw_nominal	v1.2	2026-03-16T12:50:05Z	exact	
228	2026-03-16T12:50:05Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
228	2026-03-16T12:50:05Z	irw_simsyn	v1.0	2025-05-02T19:36:11Z	exact	
229	2026-03-16T12:50:18Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
229	2026-03-16T12:50:18Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
229	2026-03-16T12:50:18Z	irw_text	v3.17	2026-03-16T12:49:58Z	exact	
229	2026-03-16T12:50:18Z	irw_meta	v10.6	2026-03-05T01:16:14Z	exact	
229	2026-03-16T12:50:18Z	irw_nominal	v1.2	2026-03-16T12:50:05Z	exact	
229	2026-03-16T12:50:18Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
229	2026-03-16T12:50:18Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
230	2026-03-16T13:41:10Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
230	2026-03-16T13:41:10Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
230	2026-03-16T13:41:10Z	irw_text	v3.17	2026-03-16T12:49:58Z	exact	
230	2026-03-16T13:41:10Z	irw_meta	v11.0	2026-03-16T13:41:10Z	exact	
230	2026-03-16T13:41:10Z	irw_nominal	v1.2	2026-03-16T12:50:05Z	exact	
230	2026-03-16T13:41:10Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
230	2026-03-16T13:41:10Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
231	2026-03-16T13:57:09Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
231	2026-03-16T13:57:09Z	item_response_warehouse_2	v6.0	2026-02-24T15:26:34Z	bracketed	2026-03-18T20:27:57Z
231	2026-03-16T13:57:09Z	irw_text	v3.17	2026-03-16T12:49:58Z	exact	
231	2026-03-16T13:57:09Z	irw_meta	v12.0	2026-03-16T13:57:09Z	exact	
231	2026-03-16T13:57:09Z	irw_nominal	v1.2	2026-03-16T12:50:05Z	exact	
231	2026-03-16T13:57:09Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
231	2026-03-16T13:57:09Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
232	2026-03-18T20:27:57Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
232	2026-03-18T20:27:57Z	item_response_warehouse_2	v7.0	2026-03-18T20:27:57Z	bracketed	2026-04-03T16:49:12Z
232	2026-03-18T20:27:57Z	irw_text	v3.17	2026-03-16T12:49:58Z	exact	
232	2026-03-18T20:27:57Z	irw_meta	v12.0	2026-03-16T13:57:09Z	exact	
232	2026-03-18T20:27:57Z	irw_nominal	v1.2	2026-03-16T12:50:05Z	exact	
232	2026-03-18T20:27:57Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
232	2026-03-18T20:27:57Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
233	2026-04-03T12:17:40Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
233	2026-04-03T12:17:40Z	item_response_warehouse_2	v7.0	2026-03-18T20:27:57Z	bracketed	2026-04-03T16:49:12Z
233	2026-04-03T12:17:40Z	irw_text	v3.18	2026-04-03T12:17:40Z	exact	
233	2026-04-03T12:17:40Z	irw_meta	v12.0	2026-03-16T13:57:09Z	exact	
233	2026-04-03T12:17:40Z	irw_nominal	v1.2	2026-03-16T12:50:05Z	exact	
233	2026-04-03T12:17:40Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
233	2026-04-03T12:17:40Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
234	2026-04-03T12:18:20Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
234	2026-04-03T12:18:20Z	item_response_warehouse_2	v7.0	2026-03-18T20:27:57Z	bracketed	2026-04-03T16:49:12Z
234	2026-04-03T12:18:20Z	irw_text	v3.18	2026-04-03T12:17:40Z	exact	
234	2026-04-03T12:18:20Z	irw_meta	v12.0	2026-03-16T13:57:09Z	exact	
234	2026-04-03T12:18:20Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
234	2026-04-03T12:18:20Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
234	2026-04-03T12:18:20Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
235	2026-04-03T16:49:12Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
235	2026-04-03T16:49:12Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
235	2026-04-03T16:49:12Z	irw_text	v3.18	2026-04-03T12:17:40Z	exact	
235	2026-04-03T16:49:12Z	irw_meta	v12.0	2026-03-16T13:57:09Z	exact	
235	2026-04-03T16:49:12Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
235	2026-04-03T16:49:12Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
235	2026-04-03T16:49:12Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
236	2026-04-03T17:03:16Z	item_response_warehouse	v42.0	2026-03-13T13:16:02Z	bracketed	2026-04-08T13:02:46Z
236	2026-04-03T17:03:16Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
236	2026-04-03T17:03:16Z	irw_text	v3.18	2026-04-03T12:17:40Z	exact	
236	2026-04-03T17:03:16Z	irw_meta	v13.0	2026-04-03T17:03:16Z	exact	
236	2026-04-03T17:03:16Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
236	2026-04-03T17:03:16Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
236	2026-04-03T17:03:16Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
237	2026-04-08T13:02:46Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
237	2026-04-08T13:02:46Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
237	2026-04-08T13:02:46Z	irw_text	v3.18	2026-04-03T12:17:40Z	exact	
237	2026-04-08T13:02:46Z	irw_meta	v13.0	2026-04-03T17:03:16Z	exact	
237	2026-04-08T13:02:46Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
237	2026-04-08T13:02:46Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
237	2026-04-08T13:02:46Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
238	2026-04-17T18:21:49Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
238	2026-04-17T18:21:49Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
238	2026-04-17T18:21:49Z	irw_text	v3.19	2026-04-17T18:21:49Z	exact	
238	2026-04-17T18:21:49Z	irw_meta	v13.0	2026-04-03T17:03:16Z	exact	
238	2026-04-17T18:21:49Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
238	2026-04-17T18:21:49Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
238	2026-04-17T18:21:49Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
239	2026-04-17T23:25:09Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
239	2026-04-17T23:25:09Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
239	2026-04-17T23:25:09Z	irw_text	v3.19	2026-04-17T18:21:49Z	exact	
239	2026-04-17T23:25:09Z	irw_meta	v13.1	2026-04-17T23:25:09Z	exact	
239	2026-04-17T23:25:09Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
239	2026-04-17T23:25:09Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
239	2026-04-17T23:25:09Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
240	2026-04-17T23:32:12Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
240	2026-04-17T23:32:12Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
240	2026-04-17T23:32:12Z	irw_text	v3.19	2026-04-17T18:21:49Z	exact	
240	2026-04-17T23:32:12Z	irw_meta	v13.2	2026-04-17T23:32:12Z	exact	
240	2026-04-17T23:32:12Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
240	2026-04-17T23:32:12Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
240	2026-04-17T23:32:12Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
241	2026-04-22T00:20:18Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
241	2026-04-22T00:20:18Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
241	2026-04-22T00:20:18Z	irw_text	v3.19	2026-04-17T18:21:49Z	exact	
241	2026-04-22T00:20:18Z	irw_meta	v14.0	2026-04-22T00:20:18Z	exact	
241	2026-04-22T00:20:18Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
241	2026-04-22T00:20:18Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
241	2026-04-22T00:20:18Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
242	2026-04-22T03:30:50Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
242	2026-04-22T03:30:50Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
242	2026-04-22T03:30:50Z	irw_text	v4.0	2026-04-22T03:30:50Z	exact	
242	2026-04-22T03:30:50Z	irw_meta	v14.0	2026-04-22T00:20:18Z	exact	
242	2026-04-22T03:30:50Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
242	2026-04-22T03:30:50Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
242	2026-04-22T03:30:50Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
243	2026-04-22T13:25:48Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
243	2026-04-22T13:25:48Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
243	2026-04-22T13:25:48Z	irw_text	v4.0	2026-04-22T03:30:50Z	exact	
243	2026-04-22T13:25:48Z	irw_meta	v15.0	2026-04-22T13:25:48Z	exact	
243	2026-04-22T13:25:48Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
243	2026-04-22T13:25:48Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
243	2026-04-22T13:25:48Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
244	2026-04-27T19:22:23Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
244	2026-04-27T19:22:23Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
244	2026-04-27T19:22:23Z	irw_text	v5.0	2026-04-27T19:22:23Z	exact	
244	2026-04-27T19:22:23Z	irw_meta	v15.0	2026-04-22T13:25:48Z	exact	
244	2026-04-27T19:22:23Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
244	2026-04-27T19:22:23Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
244	2026-04-27T19:22:23Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
245	2026-04-28T14:28:20Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
245	2026-04-28T14:28:20Z	item_response_warehouse_2	v8.0	2026-04-03T16:49:12Z	bracketed	2026-04-30T13:06:20Z
245	2026-04-28T14:28:20Z	irw_text	v5.0	2026-04-27T19:22:23Z	exact	
245	2026-04-28T14:28:20Z	irw_meta	v15.1	2026-04-28T14:28:20Z	exact	
245	2026-04-28T14:28:20Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
245	2026-04-28T14:28:20Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
245	2026-04-28T14:28:20Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
246	2026-04-30T13:06:20Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
246	2026-04-30T13:06:20Z	item_response_warehouse_2	v8.1	2026-04-30T13:06:20Z	bracketed	2026-06-08T02:38:51Z
246	2026-04-30T13:06:20Z	irw_text	v5.0	2026-04-27T19:22:23Z	exact	
246	2026-04-30T13:06:20Z	irw_meta	v15.1	2026-04-28T14:28:20Z	exact	
246	2026-04-30T13:06:20Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
246	2026-04-30T13:06:20Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
246	2026-04-30T13:06:20Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
247	2026-05-03T23:45:56Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
247	2026-05-03T23:45:56Z	item_response_warehouse_2	v8.1	2026-04-30T13:06:20Z	bracketed	2026-06-08T02:38:51Z
247	2026-05-03T23:45:56Z	irw_text	v5.1	2026-05-03T23:45:56Z	exact	
247	2026-05-03T23:45:56Z	irw_meta	v15.1	2026-04-28T14:28:20Z	exact	
247	2026-05-03T23:45:56Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
247	2026-05-03T23:45:56Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
247	2026-05-03T23:45:56Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
248	2026-05-20T11:48:01Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
248	2026-05-20T11:48:01Z	item_response_warehouse_2	v8.1	2026-04-30T13:06:20Z	bracketed	2026-06-08T02:38:51Z
248	2026-05-20T11:48:01Z	irw_text	v5.2	2026-05-20T11:48:01Z	exact	
248	2026-05-20T11:48:01Z	irw_meta	v15.1	2026-04-28T14:28:20Z	exact	
248	2026-05-20T11:48:01Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
248	2026-05-20T11:48:01Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
248	2026-05-20T11:48:01Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
249	2026-06-05T12:28:34Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
249	2026-06-05T12:28:34Z	item_response_warehouse_2	v8.1	2026-04-30T13:06:20Z	bracketed	2026-06-08T02:38:51Z
249	2026-06-05T12:28:34Z	irw_text	v5.3	2026-06-05T12:28:34Z	exact	
249	2026-06-05T12:28:34Z	irw_meta	v15.1	2026-04-28T14:28:20Z	exact	
249	2026-06-05T12:28:34Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
249	2026-06-05T12:28:34Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
249	2026-06-05T12:28:34Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
250	2026-06-05T13:16:46Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
250	2026-06-05T13:16:46Z	item_response_warehouse_2	v8.1	2026-04-30T13:06:20Z	bracketed	2026-06-08T02:38:51Z
250	2026-06-05T13:16:46Z	irw_text	v5.3	2026-06-05T12:28:34Z	exact	
250	2026-06-05T13:16:46Z	irw_meta	v16.0	2026-06-05T13:16:46Z	exact	
250	2026-06-05T13:16:46Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
250	2026-06-05T13:16:46Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
250	2026-06-05T13:16:46Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
251	2026-06-05T19:01:34Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
251	2026-06-05T19:01:34Z	item_response_warehouse_2	v8.1	2026-04-30T13:06:20Z	bracketed	2026-06-08T02:38:51Z
251	2026-06-05T19:01:34Z	irw_text	v5.3	2026-06-05T12:28:34Z	exact	
251	2026-06-05T19:01:34Z	irw_meta	v17.0	2026-06-05T19:01:34Z	exact	
251	2026-06-05T19:01:34Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
251	2026-06-05T19:01:34Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
251	2026-06-05T19:01:34Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
252	2026-06-08T02:38:51Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
252	2026-06-08T02:38:51Z	item_response_warehouse_2	v8.2	2026-06-08T02:38:51Z	bracketed	2026-06-13T00:11:19Z
252	2026-06-08T02:38:51Z	irw_text	v5.3	2026-06-05T12:28:34Z	exact	
252	2026-06-08T02:38:51Z	irw_meta	v17.0	2026-06-05T19:01:34Z	exact	
252	2026-06-08T02:38:51Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
252	2026-06-08T02:38:51Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
252	2026-06-08T02:38:51Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
253	2026-06-13T00:11:19Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
253	2026-06-13T00:11:19Z	item_response_warehouse_2	v8.3	2026-06-13T00:11:19Z	bracketed	2026-06-19T12:49:47Z
253	2026-06-13T00:11:19Z	irw_text	v5.3	2026-06-05T12:28:34Z	exact	
253	2026-06-13T00:11:19Z	irw_meta	v17.0	2026-06-05T19:01:34Z	exact	
253	2026-06-13T00:11:19Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
253	2026-06-13T00:11:19Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
253	2026-06-13T00:11:19Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
254	2026-06-19T12:49:47Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
254	2026-06-19T12:49:47Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
254	2026-06-19T12:49:47Z	irw_text	v5.3	2026-06-05T12:28:34Z	exact	
254	2026-06-19T12:49:47Z	irw_meta	v17.0	2026-06-05T19:01:34Z	exact	
254	2026-06-19T12:49:47Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
254	2026-06-19T12:49:47Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
254	2026-06-19T12:49:47Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
255	2026-06-22T11:51:35Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
255	2026-06-22T11:51:35Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
255	2026-06-22T11:51:35Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
255	2026-06-22T11:51:35Z	irw_meta	v17.0	2026-06-05T19:01:34Z	exact	
255	2026-06-22T11:51:35Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
255	2026-06-22T11:51:35Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
255	2026-06-22T11:51:35Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
256	2026-06-22T13:46:48Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
256	2026-06-22T13:46:48Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
256	2026-06-22T13:46:48Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
256	2026-06-22T13:46:48Z	irw_meta	v17.1	2026-06-22T13:46:48Z	exact	
256	2026-06-22T13:46:48Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
256	2026-06-22T13:46:48Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
256	2026-06-22T13:46:48Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
257	2026-06-22T16:34:34Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
257	2026-06-22T16:34:34Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
257	2026-06-22T16:34:34Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
257	2026-06-22T16:34:34Z	irw_meta	v17.2	2026-06-22T16:34:34Z	exact	
257	2026-06-22T16:34:34Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
257	2026-06-22T16:34:34Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
257	2026-06-22T16:34:34Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
258	2026-06-22T18:53:29Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
258	2026-06-22T18:53:29Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
258	2026-06-22T18:53:29Z	item_response_warehouse_3	v1.0	2026-06-22T18:53:29Z	bracketed	2026-06-23T14:41:11Z
258	2026-06-22T18:53:29Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
258	2026-06-22T18:53:29Z	irw_meta	v17.2	2026-06-22T16:34:34Z	exact	
258	2026-06-22T18:53:29Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
258	2026-06-22T18:53:29Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
258	2026-06-22T18:53:29Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
259	2026-06-23T14:41:11Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
259	2026-06-23T14:41:11Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
259	2026-06-23T14:41:11Z	item_response_warehouse_3	v2.0	2026-06-23T14:41:11Z	bracketed	2026-07-13T22:19:23Z
259	2026-06-23T14:41:11Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
259	2026-06-23T14:41:11Z	irw_meta	v17.2	2026-06-22T16:34:34Z	exact	
259	2026-06-23T14:41:11Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
259	2026-06-23T14:41:11Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
259	2026-06-23T14:41:11Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
260	2026-06-23T15:24:49Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
260	2026-06-23T15:24:49Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
260	2026-06-23T15:24:49Z	item_response_warehouse_3	v2.0	2026-06-23T14:41:11Z	bracketed	2026-07-13T22:19:23Z
260	2026-06-23T15:24:49Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
260	2026-06-23T15:24:49Z	irw_meta	v17.3	2026-06-23T15:24:49Z	exact	
260	2026-06-23T15:24:49Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
260	2026-06-23T15:24:49Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
260	2026-06-23T15:24:49Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
261	2026-07-16T12:23:47Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
261	2026-07-16T12:23:47Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
261	2026-07-16T12:23:47Z	item_response_warehouse_3	v2.1	2026-07-16T12:23:47Z	exact	
261	2026-07-16T12:23:47Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
261	2026-07-16T12:23:47Z	irw_meta	v17.3	2026-06-23T15:24:49Z	exact	
261	2026-07-16T12:23:47Z	irw_nominal	v1.3	2026-04-03T12:18:20Z	exact	
261	2026-07-16T12:23:47Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
261	2026-07-16T12:23:47Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
262	2026-07-16T12:24:32Z	item_response_warehouse	v43.0	2026-04-08T13:02:46Z	bracketed	2026-08-11T12:14:23Z
262	2026-07-16T12:24:32Z	item_response_warehouse_2	v9.0	2026-06-19T12:49:47Z	bracketed	2026-07-30T09:22:12Z
262	2026-07-16T12:24:32Z	item_response_warehouse_3	v2.1	2026-07-16T12:23:47Z	exact	
262	2026-07-16T12:24:32Z	irw_text	v6.0	2026-06-22T11:51:35Z	exact	
262	2026-07-16T12:24:32Z	irw_meta	v17.3	2026-06-23T15:24:49Z	exact	
262	2026-07-16T12:24:32Z	irw_nominal	v1.4	2026-07-16T12:24:32Z	exact	
262	2026-07-16T12:24:32Z	irw_competitions	v3.1	2025-10-17T21:29:38Z	exact	
262	2026-07-16T12:24:32Z	irw_simsyn	v1.1	2026-03-16T12:50:18Z	exact	
